"model"	"n.muts"	"coes"	"sigma"	"u.mean"	"d.hat.MLE"	"u.hats.1"	"u.hats.2"	"u.hats.3"	"u.hats.4"	"u.hats.5"	"R2.stick"	"sig.stick"	"lnL.stick"	"P.stick"	"s.mean"	"s.hats.1"	"s.hats.2"	"s.hats.3"	"s.hats.4"	"s.hats.5"	"R2.mult"	"sig.mult"	"lnL.mult"	"P.mult"	"w.mean"	"w.hats.1"	"w.hats.2"	"w.hats.3"	"w.hats.4"	"w.hats.5"	"R2.add"	"sig.add"	"lnL.add"	"P.add"
"mult"	5	-0.364391513203736	0.0223939784336835	-0.452178234253684	0.1	-0.4184	-0.44352	-0.45613	-0.4387	-0.50414	-7.96921	0.48743	-21.41024	-45.29083	-0.363274485023159	-0.31431	-0.36744	-0.37322	-0.3527	-0.4087	0.97794	0.02417	74.71347	-4.55701	-0.174726720421696	-0.1573	-0.1724	-0.17737	-0.16842	-0.19815	-0.75098	0.21536	4.72773	-89.27871
"mult"	5	-0.194384345284197	0.0935476434533484	-0.431688906479647	0.1	-0.30754	-0.46231	-0.43728	-0.42765	-0.52366	-2.10244	0.26349	-1.7267	-40.94315	-0.196573242452559	-0.18081	-0.20486	-0.18825	-0.18704	-0.2219	0.72884	0.0779	37.26923	-9.28569	-0.13144277804957	-0.1097	-0.13575	-0.12717	-0.13138	-0.1532	0.45679	0.11026	26.15235	-18.02582
"mult"	5	-0.455691739358008	0.237177955452353	-0.473243563404108	0.1	-0.18447	-0.57323	-0.43711	-0.72638	-0.44502	-3.73268	0.63403	-29.82484	-35.71771	-0.230136310261589	0.04592	-0.42185	-0.06691	-0.43179	-0.27606	-0.78691	0.38959	-14.2408	-2.83234	-0.168505915323042	-0.11387	-0.1797	-0.14249	-0.2778	-0.12867	-1.04517	0.41679	-16.40067	-41.21326
"mult"	5	-0.298584220570046	0.027087620284874	-0.461877068427185	0.1	-0.45542	-0.41406	-0.48531	-0.45736	-0.49724	-4.64335	0.38592	-13.93825	-44.70224	-0.299556802596406	-0.3132	-0.27405	-0.29329	-0.28433	-0.33292	0.96805	0.02904	68.84825	-6.36049	-0.166567243333844	-0.16857	-0.1492	-0.17001	-0.16215	-0.18291	0.25562	0.14016	18.47262	-62.01918
"mult"	5	-0.356317860074341	0.0845606476068497	-0.466145069506196	0.1	-0.38615	-0.5689	-0.51385	-0.43362	-0.4282	-5.73929	0.45794	-19.41377	-39.75929	-0.379211898249586	-0.27876	-0.46268	-0.40406	-0.38921	-0.36135	0.84361	0.06976	40.80032	-2.73199	-0.179375278113003	-0.14566	-0.22189	-0.1948	-0.17175	-0.16277	-0.09114	0.18427	9.71792	-35.25322
"mult"	5	-0.227091576892417	0.153514787380118	-0.442268325663643	0.1	-0.47788	-0.62011	-0.3825	-0.39354	-0.33732	-1.59847	0.33277	-9.19656	-35.32694	-0.238777341326777	-0.25954	-0.36198	-0.23159	-0.13563	-0.20514	0.50686	0.14497	17.39365	-12.33012	-0.14474105180347	-0.15797	-0.21921	-0.12954	-0.10655	-0.11045	0.32481	0.16963	12.36647	-17.36672
"mult"	5	-0.231534949806519	0.113270658242982	-0.445349337339722	0.1	-0.63588	-0.44364	-0.53407	-0.31515	-0.29799	-2.84725	0.34711	-10.54633	-36.50225	-0.238903920725977	-0.314	-0.22249	-0.26942	-0.14919	-0.23942	0.62763	0.10799	26.81714	-11.43803	-0.145470410861424	-0.2021	-0.13887	-0.17156	-0.08839	-0.12643	0.12599	0.16544	13.16607	-23.57849
"mult"	5	-0.363621792453341	0.141252935747616	-0.530432254504944	0.1	-0.54216	-0.79138	-0.25379	-0.41535	-0.64948	-2.5524	0.45927	-19.50623	-44.22286	-0.395745800509598	-0.508	-0.58115	-0.26196	-0.36099	-0.26662	0.61954	0.1503	16.23757	-8.10349	-0.200453656509665	-0.19852	-0.30862	-0.11375	-0.15442	-0.22696	0.41263	0.18675	9.28925	-22.04327
"mult"	5	-0.312994049978442	0.0117166497511789	-0.456378842847095	0.1	-0.44645	-0.46241	-0.46514	-0.44754	-0.46036	-5.87366	0.41839	-16.52309	-44.50773	-0.317803206829878	-0.30477	-0.31768	-0.32581	-0.31854	-0.32222	0.99263	0.0137	92.88261	-4.54629	-0.168782728668218	-0.16384	-0.16988	-0.17279	-0.16641	-0.17099	-0.04502	0.16314	13.61551	-113.14858
"mult"	5	-0.307898742589168	0.136581014550757	-0.520066946072117	0.1	-0.43366	-0.56712	-0.46079	-0.70884	-0.42993	-1.76044	0.39561	-14.7316	-53.66869	-0.337242417314846	-0.35071	-0.38444	-0.34418	-0.40083	-0.20606	0.61403	0.14793	16.74666	-5.23543	-0.189322254909933	-0.1556	-0.20372	-0.18264	-0.24945	-0.15521	0.51915	0.16511	13.22973	-19.78452
"mult"	5	-0.0647609950043261	0.0238534543314017	-0.281621171770265	0.1	-0.21808	-0.31568	-0.28138	-0.30988	-0.28309	-0.33788	0.06878	41.25181	-33.54661	-0.0610761767462592	-0.04742	-0.0674	-0.06447	-0.06548	-0.06061	0.80815	0.02605	72.32607	-9.62057	-0.0540211283948751	-0.04186	-0.0598	-0.05647	-0.05821	-0.05377	0.72799	0.03101	66.73955	-13.44291
"mult"	5	-0.390939751593396	0.242593741160817	-0.431449517894547	0.1	-0.45144	-0.35195	-0.4147	-0.42624	-0.51292	-2.85511	0.57256	-26.56143	-48.58227	-0.173021010535284	-0.26899	-0.30862	-0.02831	0.01227	-0.27145	-0.94257	0.40643	-15.59528	-13.75544	-0.163438277503967	-0.17257	-0.13702	-0.16366	-0.15175	-0.19219	-0.52243	0.35981	-11.69596	-29.50252
"mult"	5	-0.10183546670014	0.110509238787927	-0.131398406042533	0.626104625405159	-0.20601	-0.08922	-0.09234	-0.07564	-0.19379	0.67997	0.08645	33.93489	-11.08829	-0.13617018376538	-0.19644	-0.10834	-0.09875	-0.09348	-0.18385	0.45451	0.11287	25.40264	-3.95714	-0.105280086677579	-0.15884	-0.0765	-0.07566	-0.06512	-0.15028	0.63198	0.09271	31.69934	-7.04575
"mult"	5	-0.421909573615994	0.248870126786642	-0.481312060633163	0.1	-0.83288	-0.46655	-0.12248	-0.43799	-0.54667	-3.78289	0.65374	-30.80471	-41.17604	-0.262361189593361	-0.38567	-0.44149	-0.01415	-0.09795	-0.37255	-0.38021	0.35118	-10.91978	-5.90404	-0.181819675868062	-0.34076	-0.1916	-0.01176	-0.17589	-0.1891	-0.78266	0.39911	-15.01368	-33.724
"mult"	5	-0.144470541994087	0.0160376406856813	-0.411667433278244	0.1	-0.40473	-0.41792	-0.44932	-0.41271	-0.37366	-1.19452	0.1684	12.59992	-62.22963	-0.145199259267458	-0.14477	-0.14865	-0.1518	-0.14314	-0.13763	0.9816	0.01542	89.09986	-5.78777	-0.110186722809919	-0.10926	-0.1126	-0.11688	-0.1092	-0.103	0.86159	0.04229	56.81621	-34.95087
"mult"	5	-0.407103154249489	0.167278534558136	-0.43163942526671	0.1	-0.46491	-0.64936	-0.44474	-0.29463	-0.30456	-6.0653	0.55368	-25.48867	-46.56064	-0.312048441905003	-0.2983	-0.42696	-0.37029	-0.18694	-0.27776	0.29809	0.17452	11.45769	-10.49613	-0.165222988207753	-0.17802	-0.26475	-0.18076	-0.09568	-0.10691	-1.18036	0.30758	-6.67737	-31.50698
"mult"	5	-0.416972827736754	0.0446296399459243	-0.438724673926908	0.1	-0.44488	-0.4711	-0.3994	-0.44981	-0.42843	-10.65037	0.53882	-24.61782	-42.34546	-0.390032732976547	-0.39379	-0.42154	-0.35697	-0.40986	-0.36801	0.91523	0.04596	54.15326	-7.32096	-0.174311904676974	-0.17648	-0.18932	-0.15605	-0.17972	-0.16998	-1.75799	0.26216	-1.56442	-56.73079
"mult"	5	-0.184130111860577	0.0631626493996009	-0.441026807412475	0.1	-0.49035	-0.52121	-0.29619	-0.50035	-0.39703	-1.45483	0.23032	2.5785	-40.94778	-0.173688988757021	-0.2048	-0.17485	-0.15094	-0.17834	-0.1595	0.73805	0.07524	38.38115	-13.40685	-0.124231501401658	-0.14356	-0.1323	-0.10004	-0.1312	-0.11406	0.52464	0.10135	28.84644	-23.61354
"mult"	5	-0.135781532071996	0.0247104879817925	-0.406027539260958	0.1	-0.4726	-0.42341	-0.42036	-0.34441	-0.36934	-1.05768	0.15995	14.2471	-53.74874	-0.136467880754441	-0.1515	-0.13873	-0.14129	-0.11347	-0.13735	0.94497	0.02616	72.18968	-6.48963	-0.105271386337952	-0.1186	-0.10733	-0.10843	-0.08771	-0.10429	0.82087	0.04719	53.30683	-22.79163
"mult"	5	-0.474885738862213	0.0178093633730896	-0.43170683783183	0.1	-0.42503	-0.43039	-0.43157	-0.43832	-0.43323	-15.69782	0.60643	-28.40094	-49.13686	-0.491357359845113	-0.49841	-0.48635	-0.47582	-0.50888	-0.48733	0.96732	0.02683	71.37726	-2.85421	-0.177367639467627	-0.1752	-0.1764	-0.1768	-0.1822	-0.17623	-3.57546	0.31745	-7.68779	-122.89274
"mult"	5	-0.447565066290554	0.0123061233316548	-0.441210115903354	0.1	-0.42956	-0.43524	-0.45278	-0.44798	-0.44049	-12.95157	0.58487	-27.24248	-46.72302	-0.459576197226836	-0.46557	-0.44827	-0.4786	-0.45566	-0.44978	0.98756	0.01746	85.12275	-4.0132	-0.180501359470174	-0.17592	-0.17731	-0.18763	-0.18313	-0.17852	-2.48788	0.29244	-5.0617	-135.40273
"mult"	5	-0.252562774671242	0.175701553060208	-0.349260254457913	0.1	-0.53541	-0.41442	-0.17728	-0.27874	-0.34044	-5.28655	0.46932	-20.19928	-46.66835	-0.210141033154529	-0.31825	-0.31615	0.01793	-0.20476	-0.22947	-0.32034	0.21509	4.76905	-23.22963	-0.116089041055877	-0.18563	-0.14978	-0.03069	-0.09955	-0.11479	-1.76396	0.3112	-7.05133	-34.31815
"mult"	5	-0.370724588597659	0.0585847038310021	-0.478417372491837	0.1	-0.48817	-0.47164	-0.49771	-0.45289	-0.48169	-5.16295	0.48013	-20.92773	-44.35205	-0.463518298938792	-0.45811	-0.46517	-0.53389	-0.40587	-0.45456	0.56861	0.12703	21.62104	-5.21694	-0.188618810281146	-0.18671	-0.18371	-0.2097	-0.17439	-0.18859	0.00192	0.19322	8.1999	-30.01622
"mult"	5	-0.462054384429939	0.108965961087961	-0.430478070338781	0.1	-0.36967	-0.38723	-0.55875	-0.43642	-0.40031	-10.7689	0.62259	-29.24214	-46.79503	-0.409140319934333	-0.42147	-0.28969	-0.52546	-0.42935	-0.37974	0.50078	0.12823	21.32069	-6.12181	-0.175950583450847	-0.14235	-0.15202	-0.24419	-0.17208	-0.16911	-2.57529	0.34315	-10.17951	-38.9034
"mult"	5	-0.170909477432724	0.164848533459008	-0.389681120785832	0.151211785681948	-0.54069	-0.29934	-0.068	-0.61706	-0.42333	-0.02063	0.21269	5.12808	-27.55756	-0.199328796533114	-0.24921	-0.18892	-0.13104	-0.24894	-0.17854	0.36093	0.1683	12.61858	-21.18677	-0.130342001605039	-0.1655	-0.10788	-0.05878	-0.18626	-0.13329	0.4645	0.15406	15.44763	-19.98802
"mult"	5	-0.172541919082869	0.114927748800255	-0.397637786238808	0.1	-0.47068	-0.34057	-0.47472	-0.34624	-0.35597	-1.11991	0.23113	2.46679	-28.56652	-0.158111701739818	-0.19943	-0.1096	-0.23935	-0.11648	-0.12569	0.48293	0.11415	25.04211	-13.678	-0.111134287801227	-0.13662	-0.08165	-0.16137	-0.08235	-0.09368	0.35486	0.1275	21.50124	-17.81576
"mult"	5	-0.407845898997039	0.118156149983406	-0.4902895883185	0.1	-0.42172	-0.60131	-0.49957	-0.4214	-0.50746	-4.95351	0.56186	-25.95799	-50.55145	-0.34133290920033	-0.3499	-0.38074	-0.2444	-0.40331	-0.32831	0.41528	0.17608	11.17159	-4.54996	-0.199839401922962	-0.17498	-0.23654	-0.20925	-0.17867	-0.19976	-0.31967	0.26453	-1.85234	-31.41907
"mult"	5	-0.117604102042969	0.0647428825031966	-0.390319411693982	0.1	-0.33301	-0.50391	-0.37802	-0.38545	-0.35121	-0.84845	0.14655	17.04726	-44.00541	-0.120532478982716	-0.09359	-0.15019	-0.11068	-0.12771	-0.12049	0.85406	0.04118	57.66943	-12.46968	-0.096075026504763	-0.07671	-0.12111	-0.08937	-0.10055	-0.09263	0.73834	0.05514	48.32823	-19.29878
"mult"	5	-0.405050423543435	0.109603038115893	-0.445403846252385	0.1	-0.39405	-0.41669	-0.42161	-0.42409	-0.57058	-7.10915	0.52741	-23.93342	-41.97375	-0.421592604459103	-0.47373	-0.37376	-0.31937	-0.35796	-0.58314	0.58127	0.11985	23.48292	-7.80316	-0.176133855949922	-0.16383	-0.15765	-0.15533	-0.15984	-0.24403	-0.91637	0.25639	-0.85248	-29.55546
"mult"	5	-0.0824787494144402	0.077706424635835	-0.302359198497309	0.1	-0.35653	-0.35078	-0.25168	-0.33988	-0.21294	-1.19795	0.13269	20.22625	-35.9787	-0.0760120805239091	-0.0844	-0.08078	-0.08051	-0.07407	-0.06031	0.22556	0.07876	36.91648	-22.12048	-0.064174408715572	-0.07215	-0.06985	-0.06473	-0.06474	-0.0494	0.0553	0.08699	33.73683	-26.2571
"mult"	5	-0.283393650408834	0.163326781359501	-0.311804932802958	0.285095141892884	-0.32159	-0.33567	-0.04212	-0.56941	-0.29024	-0.59027	0.34814	-10.6411	-30.4891	-0.230971579691228	-0.22107	-0.29884	-0.09248	-0.33337	-0.20909	0.33433	0.22524	3.29261	-5.6965	-0.158664657529988	-0.15516	-0.18138	-0.09447	-0.26769	-0.09463	0.09764	0.26225	-1.57486	-26.64031
"mult"	5	-0.385274394322187	0.0332777085131966	-0.462295662325597	0.1	-0.48956	-0.46336	-0.43491	-0.44282	-0.48083	-7.65279	0.50122	-22.30327	-40.33196	-0.43115475197571	-0.44549	-0.42649	-0.42646	-0.40894	-0.44838	0.85927	0.06392	43.59702	-9.39827	-0.18512376503532	-0.19709	-0.18485	-0.17462	-0.17564	-0.19342	-0.48704	0.20778	5.87419	-61.66386
"mult"	5	-0.347373663634062	0.125558845349588	-0.459701431405728	0.1	-0.43198	-0.34465	-0.52766	-0.41428	-0.57993	-5.1945	0.47818	-20.79723	-32.02039	-0.419656041616682	-0.36802	-0.41113	-0.4702	-0.35768	-0.49126	0.52066	0.13302	20.14694	-6.02297	-0.183029220665768	-0.16993	-0.13608	-0.21311	-0.15929	-0.23673	-0.09304	0.20086	6.9579	-17.26418
"mult"	5	-0.397638208395801	0.0844364704680629	-0.436770170307947	0.1	-0.48438	-0.39745	-0.39659	-0.4258	-0.47964	-7.63411	0.51163	-22.96114	-54.45433	-0.339218408339776	-0.34279	-0.32499	-0.37897	-0.25849	-0.39084	0.6702	0.09999	29.27868	-11.87507	-0.164036559844811	-0.17835	-0.14775	-0.16531	-0.14549	-0.18328	-1.3331	0.26596	-2.02481	-43.42245
"mult"	5	-0.215145442064386	0.236254067160189	-0.30345722195828	0.119543620459921	-0.49545	-0.3564	0.06327	-0.29745	-0.43127	-4.65213	0.45585	-19.26728	-49.41761	-0.0331322644855111	-0.34894	0.03281	0.41539	0.01265	-0.27758	-5.74493	0.49797	-22.09542	-21.9098	-0.0777116064089831	-0.15837	-0.08609	0.0551	-0.0758	-0.1234	-2.93904	0.38055	-13.48974	-46.89741
"mult"	5	-0.190942822699435	0.207646408176515	-0.0766898507764832	1.94961149746193	-0.04519	-0.09725	-0.09147	-0.06496	-0.08458	0.53527	0.17761	10.89564	-16.6382	-0.277995172214494	-0.21895	-0.31137	-0.31322	-0.2186	-0.32784	0.21458	0.23089	2.49942	-12.38874	-0.170779888861548	-0.10619	-0.21235	-0.20048	-0.14192	-0.19297	0.52342	0.17986	10.49264	-14.70299
"mult"	5	-0.38584592329571	0.235048160713632	-0.429059383274675	0.1	-0.50108	-0.57344	-0.25217	-0.58656	-0.23204	-4.30165	0.53503	-24.39195	-42.48751	-0.333809602222296	-0.42274	-0.32931	-0.22842	-0.44651	-0.24207	0.32982	0.19022	8.69961	-5.42035	-0.15235614853319	-0.17371	-0.20093	-0.08629	-0.21595	-0.08491	-1.01853	0.33013	-8.94152	-35.90472
"mult"	5	-0.157857979647815	0.0692701505613513	-0.419109311876032	0.1	-0.35172	-0.44006	-0.40208	-0.40843	-0.49325	-1.18542	0.20153	6.85188	-42.62021	-0.164283639744664	-0.14792	-0.15694	-0.16808	-0.1565	-0.19198	0.76291	0.06638	42.3898	-5.61987	-0.117389026947652	-0.10402	-0.11613	-0.11671	-0.11225	-0.13783	0.65106	0.08053	36.20626	-13.74464
"mult"	5	-0.435290298308246	0.229605070431717	-0.479208609553806	0.1	-0.44548	-0.4647	-0.56395	-0.71157	-0.21036	-3.7863	0.64288	-30.26867	-37.71464	-0.272718860059238	-0.42643	-0.32367	-0.52851	-0.25081	0.16582	-0.4548	0.35443	-11.21449	-5.47784	-0.175198982953934	-0.18272	-0.11267	-0.19638	-0.23926	-0.14495	-0.94932	0.41027	-15.89623	-34.49913
"mult"	5	-0.400012831110507	0.149276734096929	-0.505161152352668	0.1	-0.43532	-0.37347	-0.52575	-0.73176	-0.4595	-3.17722	0.51458	-23.14516	-39.80019	-0.422297275977376	-0.40893	-0.39975	-0.22975	-0.62421	-0.44883	0.52824	0.17293	11.7498	-10.03543	-0.201747615542225	-0.17086	-0.15926	-0.22333	-0.28526	-0.17003	0.15682	0.23119	2.45838	-24.23545
"mult"	5	-0.271304670767859	0.0486281620105729	-0.453893737966041	0.1	-0.49282	-0.43316	-0.49411	-0.39821	-0.45118	-3.98891	0.35821	-11.55368	-49.91546	-0.270944155767617	-0.27999	-0.29287	-0.26577	-0.2532	-0.26289	0.89757	0.05133	50.61966	-7.09307	-0.157005533328313	-0.16607	-0.16054	-0.16548	-0.13906	-0.15388	0.26558	0.13744	19.10051	-32.71852
"mult"	5	-0.205278509564232	0.0228400552878156	-0.437726415187079	0.1	-0.44562	-0.42358	-0.44628	-0.45001	-0.42315	-2.80818	0.26952	-2.45031	-49.95785	-0.204845376354222	-0.20932	-0.20028	-0.19213	-0.21013	-0.21236	0.959	0.02797	70.05149	-6.52189	-0.13713587291143	-0.13874	-0.13363	-0.13297	-0.14156	-0.13878	0.59056	0.08837	33.23173	-36.09489
"mult"	5	-0.42511121451389	0.220895871985704	-0.531325923452709	0.1	-0.51517	-0.48611	-0.76136	-0.37466	-0.51932	-1.26204	0.48313	-21.12703	-27.05358	-0.259771614268062	-0.16198	-0.30958	-0.48263	-0.17973	-0.16494	0.33487	0.26198	-1.54247	-11.6576	-0.209032538252456	-0.20203	-0.20158	-0.36337	-0.08053	-0.19765	0.44964	0.23831	1.48815	-16.56065
"mult"	5	-0.181043123139534	0.220912821416277	-0.236694412339802	0.319032504481978	-0.2969	-0.41151	-0.36765	0.16384	-0.27126	0.15815	0.18611	9.39909	-37.5379	-0.135507724516931	-0.15047	-0.24661	-0.18862	0.08789	-0.17973	0.43173	0.15291	15.68703	-18.91973	-0.100888421301534	-0.11691	-0.17993	-0.14644	0.06032	-0.12149	0.33285	0.16568	13.12049	-22.86232
"mult"	5	-0.22464819313027	0.0421656905091368	-0.463344486654253	0.1	-0.45873	-0.45216	-0.47912	-0.48739	-0.43932	-2.32497	0.28651	-4.40684	-31.33647	-0.25206981975907	-0.23282	-0.25006	-0.26201	-0.25768	-0.25777	0.86034	0.05872	46.31271	-10.49153	-0.155930332700768	-0.14935	-0.15252	-0.1615	-0.16238	-0.15391	0.78296	0.0732	39.25948	-13.52595
"mult"	5	-0.0656427577021532	0.183196532831062	-0.123962323232202	0.597063381966042	-0.09028	-0.20716	-0.04269	-0.19448	-0.0852	0.2944	0.1515	15.98326	-23.14769	-0.102829493811694	-0.0564	-0.17747	-0.06236	-0.16352	-0.05439	0.15766	0.16553	13.14907	-23.10235	-0.0866396544718054	-0.05474	-0.14601	-0.04295	-0.13507	-0.05443	0.25771	0.15539	15.17211	-21.92073
"mult"	5	-0.127902027813252	0.11799105379032	-0.374685874841446	0.135162980347759	-0.3872	-0.18587	-0.38592	-0.59047	-0.32397	-0.18117	0.17159	11.99815	-31.65509	-0.128271831640271	-0.15471	-0.07771	-0.12465	-0.18857	-0.09572	0.4687	0.11508	24.78109	-22.49881	-0.100787671994801	-0.11457	-0.06281	-0.0985	-0.15077	-0.07729	0.37534	0.12479	22.19108	-27.30394
"mult"	5	-0.171583462390117	0.134276299620979	-0.2852567333156	0.263581871047401	-0.37999	-0.31482	-0.50449	-0.24334	0.01636	-0.00666	0.2161	4.61804	-30.61529	-0.171829319287206	-0.1984	-0.18475	-0.26921	-0.13145	-0.07533	0.41134	0.16525	13.20271	-19.90919	-0.121449835041323	-0.14762	-0.12622	-0.20095	-0.09394	-0.03851	0.31361	0.17845	10.74515	-25.57657
"mult"	5	-0.0603002222022042	0.175003555137664	-0.100425242629281	0.726967432088667	-0.05036	-0.06444	-0.14905	-0.1599	-0.07838	0.14417	0.18827	9.02985	-28.26608	-0.101136072415635	-0.09772	-0.09266	-0.11146	-0.14174	-0.06211	0.03153	0.20028	7.05151	-27.86449	-0.0844084805862579	-0.06307	-0.06766	-0.10573	-0.12643	-0.05915	0.11401	0.19156	8.47575	-27.5591
"mult"	5	-0.454268857545685	0.125400415854529	-0.439295443198576	0.1	-0.45932	-0.41117	-0.29677	-0.53177	-0.49745	-6.40748	0.59376	-27.72501	-51.23854	-0.325002625052158	-0.47523	-0.29636	-0.28944	-0.21511	-0.34888	0.05512	0.21206	5.22204	-5.81315	-0.167265595202044	-0.16486	-0.1492	-0.13171	-0.20203	-0.18852	-1.56149	0.34916	-10.73457	-39.62096
"mult"	5	-0.0606927933520637	0.203103803098202	-0.103867837279479	0.385668073109607	-0.39917	-0.01139	0.06863	-0.12927	-0.04814	0.12908	0.20867	5.73848	-28.53111	-0.0438878352885501	-0.20091	0.03855	0.03037	-0.12634	0.03888	0.10549	0.21147	5.31088	-37.92983	-0.0395726094698447	-0.16285	0.00409	0.03413	-0.08173	0.00849	0.12428	0.20924	5.65044	-32.09529
"mult"	5	-0.297823600575793	0.229448661906645	-0.535700614045939	0.1	-0.74515	-0.57362	-0.36798	-0.80202	-0.18973	-0.66413	0.35775	-11.51241	-27.59804	-0.246788163385491	-0.41876	-0.14338	-0.17034	-0.31045	-0.19102	0.39277	0.2161	4.6179	-8.91069	-0.161932476559494	-0.24762	-0.12932	-0.1105	-0.21425	-0.10798	0.32388	0.22803	2.89858	-23.37005
"mult"	5	-0.33212781723123	0.231224049755838	-0.588779951470704	0.1	-0.5083	-0.72683	-0.34422	-0.68546	-0.67909	-0.87798	0.38615	-13.95743	-34.26695	-0.304346363488679	-0.13757	-0.49155	0.05893	-0.30449	-0.64704	0.32283	0.23188	2.36308	-10.23687	-0.185233109137699	-0.15349	-0.194	-0.10567	-0.20933	-0.26368	0.39201	0.21972	4.08715	-32.18269
"mult"	5	-0.123353626718745	0.0894869733601809	-0.399413319175407	0.1	-0.34631	-0.40467	-0.5507	-0.35376	-0.34163	-0.56401	0.15263	15.74574	-40.12461	-0.122023558858997	-0.09168	-0.11317	-0.15433	-0.14063	-0.11031	0.71387	0.06528	42.92292	-16.21958	-0.0966142655956303	-0.07696	-0.09148	-0.12623	-0.1044	-0.08401	0.62575	0.07466	38.62715	-20.18491
"mult"	5	-0.392862352519296	0.0528186574811116	-0.4460924698447	0.1	-0.42192	-0.48352	-0.44107	-0.40343	-0.48053	-9.27289	0.51571	-23.21509	-42.92569	-0.392347116627158	-0.40433	-0.43737	-0.35533	-0.34714	-0.41756	0.91725	0.04629	53.92759	-3.97454	-0.176287339135466	-0.17176	-0.19502	-0.16893	-0.15373	-0.19199	-1.17944	0.23754	1.59196	-55.26844
"mult"	5	-0.405913717555814	0.0633425240521319	-0.423142465678178	0.1	-0.40498	-0.41486	-0.43768	-0.40337	-0.45483	-12.2976	0.55305	-25.45215	-48.26496	-0.358399668380258	-0.3382	-0.30734	-0.40319	-0.33141	-0.41186	0.71181	0.08142	35.85525	-12.69595	-0.164625212230812	-0.15626	-0.15644	-0.17486	-0.15518	-0.18038	-2.76377	0.29423	-5.25756	-62.38565
"mult"	5	-0.061825687927194	0.097672667587176	-0.27851966895315	0.129509153287787	-0.07763	-0.09447	-0.31112	-0.4285	-0.48088	0.01395	0.11868	23.79737	-25.37806	-0.078051189751286	-0.03474	-0.03458	-0.07583	-0.12783	-0.11727	0.37655	0.09437	31.13248	-20.2031	-0.0652880227661809	-0.025	-0.02757	-0.06486	-0.10665	-0.10236	0.35091	0.09629	30.48745	-21.55725
"mult"	5	-0.203553686558735	0.24392858648207	-0.258575708597255	0.253820240105149	-0.11887	-0.29693	-0.27576	-0.37982	-0.22149	-0.27345	0.28131	-3.81995	-28.22666	-0.177214685703197	-0.23934	-0.16825	-0.17033	-0.11494	-0.19321	0.15128	0.22965	2.67214	-32.07086	-0.116395371712452	-0.1086	-0.14062	-0.10162	-0.12071	-0.11043	0.09908	0.23661	1.71705	-33.8298
"mult"	5	-0.167602365580387	0.0227365954197012	-0.403745565371314	0.1	-0.37211	-0.40158	-0.43481	-0.40638	-0.40385	-2.62592	0.21961	4.10267	-44.55839	-0.160729873931822	-0.15836	-0.15407	-0.17236	-0.16026	-0.1586	0.94763	0.02639	71.90178	-8.31245	-0.116268174593564	-0.11163	-0.11305	-0.12489	-0.11669	-0.11508	0.59286	0.07359	39.08996	-37.42943
"mult"	5	-0.378241606033407	0.0168769999290816	-0.4509828505021	0.1	-0.46317	-0.44258	-0.45226	-0.43539	-0.4615	-8.63111	0.49897	-22.15928	-44.841	-0.378069731042662	-0.38642	-0.36135	-0.38495	-0.36642	-0.39122	0.99004	0.01604	87.83246	-2.59937	-0.176317803347975	-0.18019	-0.171	-0.17756	-0.17052	-0.18232	-0.90435	0.22188	3.77448	-111.9521
"mult"	5	-0.204954822885338	0.0302072730264626	-0.433698864352604	0.1	-0.49834	-0.45028	-0.43297	-0.41778	-0.36913	-2.93451	0.27071	-2.59104	-54.74937	-0.196664174702892	-0.21096	-0.21552	-0.1995	-0.19872	-0.15863	0.94443	0.03217	65.56594	-12.81687	-0.133969834693404	-0.1485	-0.14348	-0.13541	-0.13258	-0.10988	0.51207	0.09533	30.80703	-43.82287
"mult"	5	-0.463952789735049	0.220861814625096	-0.523292210139817	0.1	-0.3194	-0.61974	-0.41867	-1.06643	-0.19222	-3.25788	0.65812	-31.01818	-34.76091	-0.227805812496441	-0.17359	-0.21258	0.0402	-0.67041	-0.12266	-0.58487	0.40152	-15.20591	-7.2844	-0.205629120369414	-0.1128	-0.25525	-0.14746	-0.44422	-0.06842	-0.31389	0.36558	-12.20566	-30.52265
"mult"	5	-0.290695222234353	0.0558720832341351	-0.461673311514175	0.1	-0.5006	-0.44461	-0.49373	-0.50022	-0.36921	-4.35512	0.38285	-13.68246	-44.67186	-0.296464169243609	-0.32878	-0.27059	-0.3126	-0.29245	-0.2779	0.91668	0.04776	52.92685	-5.03005	-0.165350597949391	-0.18143	-0.1549	-0.17516	-0.17363	-0.14164	0.25319	0.14297	17.83755	-33.5768
"mult"	5	-0.362312184204347	0.180583385401405	-0.449933819275884	0.1	-0.49717	-0.57588	-0.41088	-0.47405	-0.29168	-5.00757	0.54048	-24.71642	-48.38454	-0.439045433082405	-0.51129	-0.45111	-0.51942	-0.29759	-0.41582	0.46336	0.16154	13.93069	-8.79408	-0.172929042343143	-0.19607	-0.22707	-0.16703	-0.17436	-0.10011	-0.71301	0.28861	-4.64008	-32.55305
