"sim.model"	"fit.model"	"n.muts"	"coes"	"sigma"	"rep"	"s.hats.1"	"s.hats.2"	"s.hats.3"	"R2"	"sig.hat"	"logLike"	"P"
"mult"	"mult"	"3"	"0.1"	"0.02"	"1"	"0.11062"	"0.10843"	"0.06973"	"0.97002"	"0.01456"	"23.48535"	"-3.59042"
"mult"	"mult"	"3"	"0.1"	"0.02"	"2"	"0.10618"	"0.08569"	"0.10297"	"0.98286"	"0.01145"	"25.40976"	"-2.77399"
"mult"	"mult"	"3"	"0.1"	"0.02"	"3"	"0.10157"	"0.10162"	"0.09069"	"0.93518"	"0.0197"	"21.066"	"-2.61646"
"mult"	"mult"	"3"	"0.1"	"0.02"	"4"	"0.09751"	"0.09602"	"0.09283"	"0.97639"	"0.01264"	"24.61288"	"-2.63348"
"mult"	"mult"	"3"	"0.1"	"0.02"	"5"	"0.10432"	"0.10534"	"0.08266"	"0.95187"	"0.01942"	"21.18211"	"-2.11107"
"mult"	"mult"	"3"	"0.1"	"0.02"	"6"	"0.07475"	"0.09432"	"0.1263"	"0.99352"	"0.00698"	"29.3675"	"-2.56685"
"mult"	"mult"	"3"	"0.1"	"0.02"	"7"	"0.08229"	"0.11894"	"0.07593"	"0.95223"	"0.01587"	"22.79752"	"-5.85184"
"mult"	"mult"	"3"	"0.1"	"0.02"	"8"	"0.10766"	"0.11102"	"0.06572"	"0.96552"	"0.01471"	"23.39995"	"-4.29657"
"mult"	"mult"	"3"	"0.1"	"0.02"	"9"	"0.08117"	"0.10349"	"0.09275"	"0.93039"	"0.02046"	"20.76123"	"-5.26484"
"mult"	"mult"	"3"	"0.1"	"0.02"	"10"	"0.10765"	"0.08853"	"0.09076"	"0.92461"	"0.0213"	"20.43996"	"-1.3872"
"mult"	"mult"	"3"	"0.1"	"0.02"	"11"	"0.1086"	"0.09046"	"0.09099"	"0.98235"	"0.01138"	"25.45462"	"-3.68769"
"mult"	"mult"	"3"	"0.1"	"0.02"	"12"	"0.10086"	"0.0909"	"0.11238"	"0.98753"	"0.01053"	"26.0803"	"-1.44469"
"mult"	"mult"	"3"	"0.1"	"0.02"	"13"	"0.10378"	"0.1076"	"0.08555"	"0.98525"	"0.00998"	"26.50558"	"-0.37838"
"mult"	"mult"	"3"	"0.1"	"0.02"	"14"	"0.1115"	"0.10932"	"0.09241"	"0.98947"	"0.00888"	"27.44136"	"-1.36188"
"mult"	"mult"	"3"	"0.1"	"0.02"	"15"	"0.10733"	"0.10392"	"0.11967"	"0.97369"	"0.01707"	"22.21418"	"-1.61614"
"mult"	"mult"	"3"	"0.1"	"0.02"	"16"	"0.1108"	"0.088"	"0.09838"	"0.89218"	"0.03047"	"17.57611"	"-3.57004"
"mult"	"mult"	"3"	"0.1"	"0.02"	"17"	"0.08922"	"0.11222"	"0.09994"	"0.9793"	"0.01285"	"24.48568"	"-2.42708"
"mult"	"mult"	"3"	"0.1"	"0.02"	"18"	"0.08538"	"0.11752"	"0.08937"	"0.96864"	"0.0155"	"22.98478"	"-1.86562"
"mult"	"mult"	"3"	"0.1"	"0.02"	"19"	"0.10187"	"0.08838"	"0.10986"	"0.95506"	"0.02104"	"20.53823"	"-9.22447"
"mult"	"mult"	"3"	"0.1"	"0.02"	"20"	"0.09353"	"0.11317"	"0.10247"	"0.96128"	"0.01996"	"20.95958"	"-2.09031"
"mult"	"mult"	"3"	"0.1"	"0.02"	"21"	"0.09242"	"0.09457"	"0.09249"	"0.97179"	"0.01367"	"23.98684"	"-1.35968"
"mult"	"mult"	"3"	"0.1"	"0.02"	"22"	"0.08982"	"0.1078"	"0.10975"	"0.98901"	"0.0095"	"26.89668"	"-1.63389"
"mult"	"mult"	"3"	"0.1"	"0.02"	"23"	"0.10379"	"0.11704"	"0.09234"	"0.99232"	"0.00788"	"28.39703"	"-2.37155"
"mult"	"mult"	"3"	"0.1"	"0.02"	"24"	"0.08643"	"0.09775"	"0.11905"	"0.98659"	"0.01021"	"26.32196"	"-4.97811"
"mult"	"mult"	"3"	"0.1"	"0.02"	"25"	"0.10621"	"0.09861"	"0.08968"	"0.928"	"0.02045"	"20.76555"	"-3.02886"
"mult"	"mult"	"3"	"0.1"	"0.02"	"26"	"0.10255"	"0.10155"	"0.10877"	"0.97058"	"0.01483"	"23.33608"	"-2.93576"
"mult"	"mult"	"3"	"0.1"	"0.02"	"27"	"0.08383"	"0.1044"	"0.12818"	"0.94105"	"0.02575"	"18.92191"	"-2.97921"
"mult"	"mult"	"3"	"0.1"	"0.02"	"28"	"0.06865"	"0.12007"	"0.11287"	"0.97279"	"0.01575"	"22.85701"	"-3.39301"
"mult"	"mult"	"3"	"0.1"	"0.02"	"29"	"0.1212"	"0.07581"	"0.09929"	"0.91321"	"0.02435"	"19.37001"	"-1.73162"
"mult"	"mult"	"3"	"0.1"	"0.02"	"30"	"0.11422"	"0.10725"	"0.08368"	"0.96332"	"0.01896"	"21.37194"	"-1.08523"
"mult"	"mult"	"3"	"0.1"	"0.02"	"31"	"0.11455"	"0.1041"	"0.0871"	"0.98015"	"0.01273"	"24.55815"	"-1.38128"
"mult"	"mult"	"3"	"0.1"	"0.02"	"32"	"0.10303"	"0.09697"	"0.09673"	"0.95725"	"0.01928"	"21.23783"	"-1.8394"
"mult"	"mult"	"3"	"0.1"	"0.02"	"33"	"0.09471"	"0.09057"	"0.10054"	"0.96926"	"0.0129"	"24.45479"	"-3.58632"
"mult"	"mult"	"3"	"0.1"	"0.02"	"34"	"0.10856"	"0.08633"	"0.11253"	"0.98"	"0.01285"	"24.48372"	"-2.22057"
"mult"	"mult"	"3"	"0.1"	"0.02"	"35"	"0.10204"	"0.08819"	"0.1149"	"0.95786"	"0.01747"	"22.02763"	"-3.69545"
"mult"	"mult"	"3"	"0.1"	"0.02"	"36"	"0.08677"	"0.1098"	"0.11893"	"0.96637"	"0.01841"	"21.60783"	"-3.99059"
"mult"	"mult"	"3"	"0.1"	"0.02"	"37"	"0.0993"	"0.11444"	"0.08393"	"0.97168"	"0.01452"	"23.50682"	"-2.81232"
"mult"	"mult"	"3"	"0.1"	"0.02"	"38"	"0.10135"	"0.07878"	"0.10004"	"0.92153"	"0.02178"	"20.26211"	"-1.41403"
"mult"	"mult"	"3"	"0.1"	"0.02"	"39"	"0.09801"	"0.11192"	"0.08387"	"0.98263"	"0.01207"	"24.9827"	"-1.77267"
"mult"	"mult"	"3"	"0.1"	"0.02"	"40"	"0.10893"	"0.09515"	"0.09337"	"0.93307"	"0.02311"	"19.78784"	"-0.91927"
"mult"	"mult"	"3"	"0.1"	"0.02"	"41"	"0.10246"	"0.09861"	"0.11316"	"0.95081"	"0.02114"	"20.5003"	"-1.60993"
"mult"	"mult"	"3"	"0.1"	"0.02"	"42"	"0.09441"	"0.10798"	"0.09367"	"0.99363"	"0.00652"	"29.9099"	"-3.36633"
"mult"	"mult"	"3"	"0.1"	"0.02"	"43"	"0.07927"	"0.09794"	"0.10719"	"0.94021"	"0.0184"	"21.61197"	"-6.24812"
"mult"	"mult"	"3"	"0.1"	"0.02"	"44"	"0.11"	"0.10139"	"0.09294"	"0.94417"	"0.02387"	"19.52928"	"-1.22511"
"mult"	"mult"	"3"	"0.1"	"0.02"	"45"	"0.11548"	"0.09524"	"0.08675"	"0.97112"	"0.01579"	"22.8375"	"-2.99836"
"mult"	"mult"	"3"	"0.1"	"0.02"	"46"	"0.09154"	"0.12209"	"0.08429"	"0.97295"	"0.01576"	"22.8532"	"-2.8129"
"mult"	"mult"	"3"	"0.1"	"0.02"	"47"	"0.08916"	"0.06361"	"0.11592"	"0.95415"	"0.01561"	"22.92809"	"-3.94889"
"mult"	"mult"	"3"	"0.1"	"0.02"	"48"	"0.10557"	"0.08251"	"0.10502"	"0.99374"	"0.00696"	"29.38675"	"-1.23375"
"mult"	"mult"	"3"	"0.1"	"0.02"	"49"	"0.10829"	"0.08054"	"0.0902"	"0.96018"	"0.01566"	"22.90102"	"-3.10508"
"mult"	"mult"	"3"	"0.1"	"0.02"	"50"	"0.09591"	"0.08969"	"0.10481"	"0.97303"	"0.015"	"23.24733"	"-0.775"
"mult"	"mult"	"3"	"0.1"	"0.02"	"51"	"0.0833"	"0.10681"	"0.10802"	"0.95198"	"0.01838"	"21.61929"	"-0.8209"
"mult"	"mult"	"3"	"0.1"	"0.02"	"52"	"0.09773"	"0.11111"	"0.10067"	"0.93319"	"0.02457"	"19.29946"	"-2.68168"
"mult"	"mult"	"3"	"0.1"	"0.02"	"53"	"0.09348"	"0.09093"	"0.1074"	"0.8996"	"0.02468"	"19.26359"	"-4.76609"
"mult"	"mult"	"3"	"0.1"	"0.02"	"54"	"0.12506"	"0.09155"	"0.09147"	"0.96428"	"0.01768"	"21.93301"	"-3.04253"
"mult"	"mult"	"3"	"0.1"	"0.02"	"55"	"0.10545"	"0.08736"	"0.10379"	"0.97842"	"0.01288"	"24.46232"	"-1.63095"
"mult"	"mult"	"3"	"0.1"	"0.02"	"56"	"0.0982"	"0.11503"	"0.09632"	"0.99269"	"0.008"	"28.27823"	"-3.37803"
"mult"	"mult"	"3"	"0.1"	"0.02"	"57"	"0.09661"	"0.09943"	"0.09741"	"0.92913"	"0.01976"	"21.04311"	"-1.71608"
"mult"	"mult"	"3"	"0.1"	"0.02"	"58"	"0.10634"	"0.07845"	"0.11155"	"0.96461"	"0.01721"	"22.14772"	"-2.65333"
"mult"	"mult"	"3"	"0.1"	"0.02"	"59"	"0.09484"	"0.09497"	"0.09826"	"0.93674"	"0.0179"	"21.83357"	"-3.02833"
"mult"	"mult"	"3"	"0.1"	"0.02"	"60"	"0.0794"	"0.10616"	"0.10157"	"0.9518"	"0.01782"	"21.86799"	"-0.31297"
"mult"	"mult"	"3"	"0.1"	"0.02"	"61"	"0.10407"	"0.10019"	"0.1003"	"0.98203"	"0.01101"	"25.71936"	"-1.81899"
"mult"	"mult"	"3"	"0.1"	"0.02"	"62"	"0.07798"	"0.08837"	"0.12608"	"0.79084"	"0.0361"	"16.22006"	"-2.76216"
"mult"	"mult"	"3"	"0.1"	"0.02"	"63"	"0.07335"	"0.09989"	"0.09735"	"0.96856"	"0.01327"	"24.22645"	"-3.03242"
"mult"	"mult"	"3"	"0.1"	"0.02"	"64"	"0.11969"	"0.0836"	"0.0814"	"0.97425"	"0.01364"	"24.0076"	"-2.31363"
"mult"	"mult"	"3"	"0.1"	"0.02"	"65"	"0.11315"	"0.08897"	"0.09509"	"0.99137"	"0.00847"	"27.81436"	"-1.36875"
"mult"	"mult"	"3"	"0.1"	"0.02"	"66"	"0.10738"	"0.10059"	"0.1076"	"0.97485"	"0.01449"	"23.52465"	"-1.35214"
"mult"	"mult"	"3"	"0.1"	"0.02"	"67"	"0.11069"	"0.09181"	"0.09731"	"0.97542"	"0.01422"	"23.67181"	"-2.24836"
"mult"	"mult"	"3"	"0.1"	"0.02"	"68"	"0.08292"	"0.10951"	"0.08454"	"0.99405"	"0.00642"	"30.02954"	"-1.72536"
"mult"	"mult"	"3"	"0.1"	"0.02"	"69"	"0.1068"	"0.10141"	"0.08898"	"0.95096"	"0.0194"	"21.18879"	"-2.21834"
"mult"	"mult"	"3"	"0.1"	"0.02"	"70"	"0.07809"	"0.11253"	"0.1005"	"0.92689"	"0.02476"	"19.23615"	"-2.8623"
"mult"	"mult"	"3"	"0.1"	"0.02"	"71"	"0.10116"	"0.08852"	"0.10274"	"0.96273"	"0.01711"	"22.19265"	"-2.0092"
"mult"	"mult"	"3"	"0.1"	"0.02"	"72"	"0.098"	"0.11893"	"0.07313"	"0.97466"	"0.01431"	"23.62337"	"-1.27158"
"mult"	"mult"	"3"	"0.1"	"0.02"	"73"	"0.10928"	"0.08537"	"0.10876"	"0.9881"	"0.01023"	"26.30681"	"-2.6951"
"mult"	"mult"	"3"	"0.1"	"0.02"	"74"	"0.10373"	"0.09477"	"0.11894"	"0.98832"	"0.00966"	"26.76746"	"-2.33392"
"mult"	"mult"	"3"	"0.1"	"0.02"	"75"	"0.11741"	"0.09999"	"0.08559"	"0.95157"	"0.0207"	"20.66802"	"-2.24779"
"mult"	"mult"	"3"	"0.1"	"0.02"	"76"	"0.07761"	"0.12824"	"0.09577"	"0.9424"	"0.02307"	"19.80377"	"-2.40921"
"mult"	"mult"	"3"	"0.1"	"0.02"	"77"	"0.1092"	"0.09012"	"0.11434"	"0.95125"	"0.02321"	"19.75285"	"-0.76339"
"mult"	"mult"	"3"	"0.1"	"0.02"	"78"	"0.08936"	"0.09911"	"0.11777"	"0.95538"	"0.01676"	"22.36065"	"-2.19078"
"mult"	"mult"	"3"	"0.1"	"0.02"	"79"	"0.10821"	"0.10445"	"0.08664"	"0.98359"	"0.01084"	"25.84346"	"-1.18882"
"mult"	"mult"	"3"	"0.1"	"0.02"	"80"	"0.08901"	"0.0915"	"0.0994"	"0.98395"	"0.00996"	"26.52281"	"-3.67646"
"mult"	"mult"	"3"	"0.1"	"0.02"	"81"	"0.10552"	"0.09384"	"0.10009"	"0.99021"	"0.00838"	"27.90423"	"-1.3249"
"mult"	"mult"	"3"	"0.1"	"0.02"	"82"	"0.10659"	"0.09943"	"0.08836"	"0.97441"	"0.01374"	"23.95011"	"-3.17442"
"mult"	"mult"	"3"	"0.1"	"0.02"	"83"	"0.08418"	"0.08135"	"0.13885"	"0.99363"	"0.00745"	"28.84309"	"-2.20331"
"mult"	"mult"	"3"	"0.1"	"0.02"	"84"	"0.118"	"0.09725"	"0.07964"	"0.96618"	"0.01476"	"23.37715"	"-5.73651"
"mult"	"mult"	"3"	"0.1"	"0.02"	"85"	"0.10059"	"0.09991"	"0.1025"	"0.88038"	"0.03203"	"17.17713"	"-2.83565"
"mult"	"mult"	"3"	"0.1"	"0.02"	"86"	"0.08323"	"0.08868"	"0.11113"	"0.96781"	"0.01595"	"22.75279"	"-1.45235"
"mult"	"mult"	"3"	"0.1"	"0.02"	"87"	"0.09385"	"0.12469"	"0.09065"	"0.96076"	"0.02023"	"20.85469"	"-1.12894"
"mult"	"mult"	"3"	"0.1"	"0.02"	"88"	"0.11019"	"0.08551"	"0.11311"	"0.9581"	"0.01935"	"21.20778"	"-1.15501"
"mult"	"mult"	"3"	"0.1"	"0.02"	"89"	"0.09576"	"0.10725"	"0.10418"	"0.98592"	"0.01016"	"26.36349"	"-3.99248"
"mult"	"mult"	"3"	"0.1"	"0.02"	"90"	"0.07799"	"0.11372"	"0.10552"	"0.94334"	"0.02038"	"20.79418"	"-0.95704"
"mult"	"mult"	"3"	"0.1"	"0.02"	"91"	"0.10806"	"0.11588"	"0.10701"	"0.9919"	"0.00843"	"27.85225"	"-1.09865"
"mult"	"mult"	"3"	"0.1"	"0.02"	"92"	"0.1195"	"0.09315"	"0.07613"	"0.96188"	"0.01584"	"22.81126"	"-1.88483"
"mult"	"mult"	"3"	"0.1"	"0.02"	"93"	"0.11121"	"0.09959"	"0.08371"	"0.96666"	"0.01452"	"23.5039"	"-2.81533"
"mult"	"mult"	"3"	"0.1"	"0.02"	"94"	"0.077"	"0.12354"	"0.10707"	"0.95259"	"0.01886"	"21.41622"	"-4.26202"
"mult"	"mult"	"3"	"0.1"	"0.02"	"95"	"0.101"	"0.1086"	"0.10258"	"0.9503"	"0.02323"	"19.74669"	"-4.5046"
"mult"	"mult"	"3"	"0.1"	"0.02"	"96"	"0.10231"	"0.11172"	"0.08186"	"0.94158"	"0.02344"	"19.67355"	"-1.09096"
"mult"	"mult"	"3"	"0.1"	"0.02"	"97"	"0.07196"	"0.10805"	"0.12174"	"0.95466"	"0.02088"	"20.59978"	"-1.20219"
"mult"	"mult"	"3"	"0.1"	"0.02"	"98"	"0.09544"	"0.13702"	"0.07101"	"0.98469"	"0.01136"	"25.46757"	"-2.32719"
"mult"	"mult"	"3"	"0.1"	"0.02"	"99"	"0.11663"	"0.08934"	"0.09342"	"0.97681"	"0.01359"	"24.03449"	"-1.66381"
"mult"	"mult"	"3"	"0.1"	"0.02"	"100"	"0.10759"	"0.10182"	"0.09469"	"0.98577"	"0.01045"	"26.13609"	"-3.99879"
"mult"	"mult"	"3"	"0.1"	"0.05"	"1"	"0.10775"	"0.10905"	"0.07687"	"0.61711"	"0.08462"	"9.4054"	"-2.32105"
"mult"	"mult"	"3"	"0.1"	"0.05"	"2"	"0.16162"	"0.03936"	"0.12312"	"0.9617"	"0.02259"	"19.97187"	"-4.33268"
"mult"	"mult"	"3"	"0.1"	"0.05"	"3"	"0.11611"	"0.09012"	"0.07284"	"0.83613"	"0.04263"	"14.89015"	"-1.55987"
"mult"	"mult"	"3"	"0.1"	"0.05"	"4"	"0.07937"	"0.12371"	"0.12559"	"0.86813"	"0.04491"	"14.4739"	"-3.3057"
"mult"	"mult"	"3"	"0.1"	"0.05"	"5"	"0.0621"	"0.11965"	"0.12273"	"0.95482"	"0.02117"	"20.48887"	"-1.45788"
"mult"	"mult"	"3"	"0.1"	"0.05"	"6"	"0.09074"	"0.11535"	"0.07152"	"0.54834"	"0.04684"	"14.13605"	"-2.38396"
"mult"	"mult"	"3"	"0.1"	"0.05"	"7"	"0.07486"	"0.05542"	"0.13877"	"0.35614"	"0.05472"	"12.89267"	"-4.27234"
"mult"	"mult"	"3"	"0.1"	"0.05"	"8"	"0.09712"	"0.06693"	"0.12192"	"0.84465"	"0.03189"	"17.21306"	"-1.11957"
"mult"	"mult"	"3"	"0.1"	"0.05"	"9"	"0.11638"	"0.11545"	"0.09238"	"0.73812"	"0.04936"	"13.71676"	"-3.96639"
"mult"	"mult"	"3"	"0.1"	"0.05"	"10"	"0.1031"	"0.14612"	"0.07266"	"0.9167"	"0.03462"	"16.55526"	"-2.19772"
"mult"	"mult"	"3"	"0.1"	"0.05"	"11"	"0.11667"	"0.13156"	"0.06917"	"0.94457"	"0.02452"	"19.3162"	"-1.73459"
"mult"	"mult"	"3"	"0.1"	"0.05"	"12"	"0.12106"	"0.06508"	"0.06296"	"0.9341"	"0.01918"	"21.28035"	"-4.74956"
"mult"	"mult"	"3"	"0.1"	"0.05"	"13"	"0.0996"	"0.14313"	"0.13241"	"0.88887"	"0.0443"	"14.5833"	"-2.38314"
"mult"	"mult"	"3"	"0.1"	"0.05"	"14"	"0.08444"	"0.10214"	"0.08693"	"0.21706"	"0.08137"	"9.71827"	"-4.31469"
"mult"	"mult"	"3"	"0.1"	"0.05"	"15"	"0.08758"	"0.1477"	"0.05324"	"0.92034"	"0.02938"	"17.86824"	"-3.24944"
"mult"	"mult"	"3"	"0.1"	"0.05"	"16"	"0.03807"	"0.15754"	"0.03968"	"0.66418"	"0.05484"	"12.87446"	"-3.82006"
"mult"	"mult"	"3"	"0.1"	"0.05"	"17"	"0.03652"	"0.15278"	"0.12746"	"0.81437"	"0.04369"	"14.69323"	"-4.20354"
"mult"	"mult"	"3"	"0.1"	"0.05"	"18"	"0.05415"	"0.08589"	"0.09437"	"0.08875"	"0.06205"	"11.88645"	"-3.65117"
"mult"	"mult"	"3"	"0.1"	"0.05"	"19"	"0.12461"	"0.0772"	"0.10273"	"0.74265"	"0.04487"	"14.48112"	"-4.78584"
"mult"	"mult"	"3"	"0.1"	"0.05"	"20"	"0.08557"	"0.10308"	"0.14691"	"0.81479"	"0.04581"	"14.31428"	"-2.1397"
"mult"	"mult"	"3"	"0.1"	"0.05"	"21"	"0.05031"	"0.1263"	"0.09723"	"0.93397"	"0.02303"	"19.81462"	"-2.28607"
"mult"	"mult"	"3"	"0.1"	"0.05"	"22"	"0.06975"	"0.11951"	"0.08358"	"0.89071"	"0.03381"	"16.74389"	"-0.44011"
"mult"	"mult"	"3"	"0.1"	"0.05"	"23"	"0.09363"	"0.09869"	"0.08167"	"0.84001"	"0.0385"	"15.70564"	"-2.79791"
"mult"	"mult"	"3"	"0.1"	"0.05"	"24"	"0.11007"	"0.11011"	"0.06806"	"0.80006"	"0.0453"	"14.40324"	"-2.60369"
"mult"	"mult"	"3"	"0.1"	"0.05"	"25"	"0.13596"	"0.10541"	"0.03498"	"0.86487"	"0.03377"	"16.75359"	"-4.86072"
"mult"	"mult"	"3"	"0.1"	"0.05"	"26"	"0.10305"	"0.11069"	"0.09275"	"0.75949"	"0.0567"	"12.60779"	"-2.9239"
"mult"	"mult"	"3"	"0.1"	"0.05"	"27"	"0.11515"	"0.06797"	"0.0494"	"0.43606"	"0.05942"	"12.23338"	"-4.66958"
"mult"	"mult"	"3"	"0.1"	"0.05"	"28"	"0.10339"	"0.11355"	"0.13072"	"0.84611"	"0.04921"	"13.74248"	"-2.12471"
"mult"	"mult"	"3"	"0.1"	"0.05"	"29"	"0.08496"	"0.07472"	"0.11401"	"0.86379"	"0.02709"	"18.51856"	"-2.66114"
"mult"	"mult"	"3"	"0.1"	"0.05"	"30"	"0.05878"	"0.12807"	"0.08402"	"0.43027"	"0.04617"	"14.25129"	"-8.75994"
"mult"	"mult"	"3"	"0.1"	"0.05"	"31"	"0.03789"	"0.13412"	"0.14763"	"0.81387"	"0.05378"	"13.03064"	"-2.03297"
"mult"	"mult"	"3"	"0.1"	"0.05"	"32"	"0.09685"	"0.08652"	"0.09809"	"0.87072"	"0.02927"	"17.89687"	"-0.35649"
"mult"	"mult"	"3"	"0.1"	"0.05"	"33"	"0.13934"	"0.08995"	"0.07372"	"0.8432"	"0.04198"	"15.01391"	"-1.03178"
"mult"	"mult"	"3"	"0.1"	"0.05"	"34"	"0.12627"	"0.07165"	"0.044"	"0.70539"	"0.03515"	"16.4328"	"-7.05547"
"mult"	"mult"	"3"	"0.1"	"0.05"	"35"	"0.14934"	"0.0896"	"0.12166"	"0.93868"	"0.03042"	"17.59024"	"-1.18672"
"mult"	"mult"	"3"	"0.1"	"0.05"	"36"	"0.17569"	"0.04695"	"0.08156"	"0.83801"	"0.04188"	"15.03249"	"-5.69975"
"mult"	"mult"	"3"	"0.1"	"0.05"	"37"	"0.1122"	"0.09724"	"0.06611"	"0.71407"	"0.03415"	"16.66382"	"-12.18014"
"mult"	"mult"	"3"	"0.1"	"0.05"	"38"	"0.13681"	"0.02801"	"0.13541"	"0.9448"	"0.02544"	"19.01899"	"-1.77952"
"mult"	"mult"	"3"	"0.1"	"0.05"	"39"	"0.09612"	"0.09985"	"0.08898"	"0.91395"	"0.02018"	"20.87454"	"-2.74839"
"mult"	"mult"	"3"	"0.1"	"0.05"	"40"	"0.06873"	"0.1325"	"0.10981"	"0.74039"	"0.0551"	"12.83687"	"-2.56667"
"mult"	"mult"	"3"	"0.1"	"0.05"	"41"	"0.13597"	"0.02637"	"0.18065"	"0.87207"	"0.04895"	"13.78475"	"-2.08814"
"mult"	"mult"	"3"	"0.1"	"0.05"	"42"	"0.08613"	"0.15448"	"0.07564"	"0.71597"	"0.06005"	"12.14956"	"-3.48436"
"mult"	"mult"	"3"	"0.1"	"0.05"	"43"	"0.1421"	"0.03049"	"0.14497"	"0.9372"	"0.02696"	"18.55577"	"-4.63508"
"mult"	"mult"	"3"	"0.1"	"0.05"	"44"	"0.11288"	"0.15853"	"0.04591"	"0.93912"	"0.02602"	"18.83855"	"-0.47029"
"mult"	"mult"	"3"	"0.1"	"0.05"	"45"	"0.14575"	"0.01237"	"0.09888"	"0.49981"	"0.05948"	"12.2255"	"-8.53896"
"mult"	"mult"	"3"	"0.1"	"0.05"	"46"	"0.10892"	"0.15844"	"0.0764"	"0.83154"	"0.05362"	"13.05578"	"-2.23781"
"mult"	"mult"	"3"	"0.1"	"0.05"	"47"	"0.1155"	"0.0883"	"0.15353"	"0.77894"	"0.06961"	"10.9678"	"-1.26165"
"mult"	"mult"	"3"	"0.1"	"0.05"	"48"	"0.1186"	"0.06457"	"0.11302"	"0.69178"	"0.04758"	"14.01105"	"-3.23483"
"mult"	"mult"	"3"	"0.1"	"0.05"	"49"	"0.0478"	"0.13547"	"0.09181"	"0.87866"	"0.03361"	"16.7926"	"-2.76117"
"mult"	"mult"	"3"	"0.1"	"0.05"	"50"	"0.10973"	"0.09478"	"0.106"	"0.6123"	"0.05022"	"13.57875"	"-2.8019"
"mult"	"mult"	"3"	"0.1"	"0.05"	"51"	"0.08182"	"0.10129"	"0.12514"	"0.90455"	"0.03122"	"17.38238"	"-5.68216"
"mult"	"mult"	"3"	"0.1"	"0.05"	"52"	"0.12239"	"0.15416"	"0.07023"	"0.86888"	"0.05034"	"13.55989"	"-2.56526"
"mult"	"mult"	"3"	"0.1"	"0.05"	"53"	"0.11232"	"0.08349"	"0.12865"	"0.89138"	"0.0398"	"15.43897"	"-0.5225"
"mult"	"mult"	"3"	"0.1"	"0.05"	"54"	"0.11423"	"0.07951"	"0.10679"	"0.94983"	"0.02257"	"19.97782"	"-1.04446"
"mult"	"mult"	"3"	"0.1"	"0.05"	"55"	"0.08142"	"0.0874"	"0.14421"	"0.80791"	"0.05168"	"13.3504"	"-2.90506"
"mult"	"mult"	"3"	"0.1"	"0.05"	"56"	"0.11948"	"0.09518"	"0.12264"	"0.81086"	"0.04436"	"14.57183"	"-2.25045"
"mult"	"mult"	"3"	"0.1"	"0.05"	"57"	"0.05085"	"0.14802"	"0.09908"	"0.60583"	"0.05127"	"13.41299"	"-4.93583"
"mult"	"mult"	"3"	"0.1"	"0.05"	"58"	"0.09729"	"0.12249"	"0.10003"	"0.92709"	"0.02708"	"18.52048"	"-1.99393"
"mult"	"mult"	"3"	"0.1"	"0.05"	"59"	"0.11156"	"0.12155"	"0.11905"	"0.84734"	"0.04617"	"14.25236"	"-2.73289"
"mult"	"mult"	"3"	"0.1"	"0.05"	"60"	"0.12552"	"0.08433"	"0.07274"	"0.82128"	"0.04349"	"14.72999"	"-1.68681"
"mult"	"mult"	"3"	"0.1"	"0.05"	"61"	"0.07901"	"0.08807"	"0.0929"	"0.69716"	"0.04106"	"15.18939"	"-3.78835"
"mult"	"mult"	"3"	"0.1"	"0.05"	"62"	"0.10322"	"0.04837"	"0.1502"	"0.56601"	"0.07772"	"10.08603"	"-5.26985"
"mult"	"mult"	"3"	"0.1"	"0.05"	"63"	"0.09982"	"0.14372"	"0.0629"	"0.80026"	"0.0451"	"14.43896"	"-0.31827"
"mult"	"mult"	"3"	"0.1"	"0.05"	"64"	"0.06654"	"0.10767"	"0.07797"	"-0.42516"	"0.05034"	"13.55963"	"-10.55822"
"mult"	"mult"	"3"	"0.1"	"0.05"	"65"	"0.04643"	"0.12095"	"0.11719"	"0.71288"	"0.05392"	"13.0104"	"-1.55205"
"mult"	"mult"	"3"	"0.1"	"0.05"	"66"	"0.11215"	"0.10523"	"0.08316"	"0.83212"	"0.04417"	"14.60694"	"-2.1745"
"mult"	"mult"	"3"	"0.1"	"0.05"	"67"	"0.11246"	"0.132"	"0.07405"	"0.93189"	"0.02688"	"18.57958"	"-1.46469"
"mult"	"mult"	"3"	"0.1"	"0.05"	"68"	"0.04539"	"0.07458"	"0.11299"	"0.94185"	"0.01602"	"22.71788"	"-6.35364"
"mult"	"mult"	"3"	"0.1"	"0.05"	"69"	"0.0211"	"0.10991"	"0.16103"	"0.93049"	"0.02442"	"19.34617"	"-3.13468"
"mult"	"mult"	"3"	"0.1"	"0.05"	"70"	"0.08004"	"0.07027"	"0.12875"	"0.86343"	"0.02743"	"18.41852"	"-4.39071"
"mult"	"mult"	"3"	"0.1"	"0.05"	"71"	"0.08695"	"0.14792"	"0.03646"	"0.73607"	"0.0445"	"14.54608"	"-4.37582"
"mult"	"mult"	"3"	"0.1"	"0.05"	"72"	"0.08164"	"0.13731"	"0.05435"	"0.88481"	"0.02688"	"18.58038"	"-5.57266"
"mult"	"mult"	"3"	"0.1"	"0.05"	"73"	"0.09008"	"0.09491"	"0.08559"	"0.85793"	"0.02645"	"18.70736"	"-4.99995"
"mult"	"mult"	"3"	"0.1"	"0.05"	"74"	"0.08891"	"0.10475"	"0.0957"	"0.92972"	"0.02327"	"19.7349"	"-1.22424"
