"sim.model"	"fit.model"	"n.muts"	"coes"	"sigma"	"rep"	"s.hats.1"	"s.hats.2"	"s.hats.3"	"R2"	"sig.hat"	"logLike"	"P"
"mult"	"mult"	"3"	"0.3"	"0.02"	"48"	"0.28332"	"0.29163"	"0.30764"	"0.9965"	"0.01828"	"21.6624"	"-3.01354"
"mult"	"mult"	"3"	"0.3"	"0.02"	"49"	"0.28888"	"0.29888"	"0.30093"	"0.99874"	"0.0117"	"25.23112"	"-0.44634"
"mult"	"mult"	"3"	"0.3"	"0.02"	"50"	"0.28599"	"0.2986"	"0.32515"	"0.99791"	"0.01519"	"23.14715"	"-3.0584"
"mult"	"mult"	"3"	"0.3"	"0.02"	"51"	"0.31044"	"0.2931"	"0.28899"	"0.99561"	"0.02146"	"20.38267"	"-0.93959"
"mult"	"mult"	"3"	"0.3"	"0.02"	"52"	"0.29358"	"0.30558"	"0.2998"	"0.99891"	"0.01098"	"25.74044"	"-2.4432"
"mult"	"mult"	"3"	"0.3"	"0.02"	"53"	"0.315"	"0.29045"	"0.29812"	"0.99734"	"0.01759"	"21.97263"	"-1.5237"
"mult"	"mult"	"3"	"0.3"	"0.02"	"54"	"0.32545"	"0.30262"	"0.27854"	"0.99583"	"0.02173"	"20.27916"	"-1.90593"
"mult"	"mult"	"3"	"0.3"	"0.02"	"55"	"0.31639"	"0.29906"	"0.28125"	"0.99618"	"0.02027"	"20.83761"	"-3.28888"
"mult"	"mult"	"3"	"0.3"	"0.02"	"56"	"0.31413"	"0.28319"	"0.29044"	"0.99765"	"0.0154"	"23.03748"	"-4.19073"
"mult"	"mult"	"3"	"0.3"	"0.02"	"57"	"0.30106"	"0.30618"	"0.29413"	"0.99337"	"0.02663"	"18.65553"	"-4.05229"
"mult"	"mult"	"3"	"0.3"	"0.02"	"58"	"0.32003"	"0.2996"	"0.28775"	"0.99717"	"0.01789"	"21.83702"	"-1.41522"
"mult"	"mult"	"3"	"0.3"	"0.02"	"59"	"0.28216"	"0.32423"	"0.29569"	"0.99561"	"0.02261"	"19.96376"	"-0.45493"
"mult"	"mult"	"3"	"0.3"	"0.02"	"60"	"0.29184"	"0.30963"	"0.29845"	"0.9989"	"0.0108"	"25.87772"	"-2.68226"
"mult"	"mult"	"3"	"0.3"	"0.02"	"61"	"0.30101"	"0.29566"	"0.30715"	"0.99896"	"0.01083"	"25.8556"	"-5.56334"
"mult"	"mult"	"3"	"0.3"	"0.02"	"62"	"0.31055"	"0.27251"	"0.31796"	"0.99798"	"0.01481"	"23.3491"	"-2.48425"
"mult"	"mult"	"3"	"0.3"	"0.02"	"63"	"0.31174"	"0.3085"	"0.282"	"0.99946"	"0.00782"	"28.45317"	"-14.67922"
"mult"	"mult"	"3"	"0.3"	"0.02"	"64"	"0.31943"	"0.29471"	"0.28381"	"0.99705"	"0.01843"	"21.6006"	"-7.58984"
"mult"	"mult"	"3"	"0.3"	"0.02"	"65"	"0.29909"	"0.30397"	"0.30511"	"0.99279"	"0.02868"	"18.062"	"-1.53605"
"mult"	"mult"	"3"	"0.3"	"0.02"	"66"	"0.31417"	"0.30365"	"0.28923"	"0.99959"	"0.00663"	"29.77508"	"-1.43884"
"mult"	"mult"	"3"	"0.3"	"0.02"	"67"	"0.31905"	"0.29445"	"0.29352"	"0.99859"	"0.01269"	"24.58194"	"-1.64275"
"mult"	"mult"	"3"	"0.3"	"0.02"	"68"	"0.31752"	"0.29272"	"0.29639"	"0.99899"	"0.01066"	"25.97541"	"-3.50785"
"mult"	"mult"	"3"	"0.3"	"0.02"	"69"	"0.29728"	"0.27924"	"0.33016"	"0.99685"	"0.01868"	"21.49019"	"-2.76678"
"mult"	"mult"	"3"	"0.3"	"0.02"	"70"	"0.32365"	"0.29483"	"0.29357"	"0.99436"	"0.02562"	"18.96393"	"-1.75273"
"mult"	"mult"	"3"	"0.3"	"0.02"	"71"	"0.28595"	"0.3116"	"0.30629"	"0.99623"	"0.021"	"20.55358"	"-2.21429"
"mult"	"mult"	"3"	"0.3"	"0.02"	"72"	"0.31049"	"0.29636"	"0.29264"	"0.99614"	"0.02073"	"20.65964"	"-2.10642"
"mult"	"mult"	"3"	"0.3"	"0.02"	"73"	"0.30529"	"0.29932"	"0.29449"	"0.99904"	"0.01015"	"26.36787"	"-2.19232"
"mult"	"mult"	"3"	"0.3"	"0.02"	"74"	"0.30626"	"0.2824"	"0.31479"	"0.99805"	"0.01425"	"23.65393"	"-3.75154"
"mult"	"mult"	"3"	"0.3"	"0.02"	"75"	"0.28833"	"0.32058"	"0.28466"	"0.99362"	"0.02532"	"19.05733"	"-2.34659"
"mult"	"mult"	"3"	"0.3"	"0.02"	"76"	"0.29107"	"0.29572"	"0.32047"	"0.99584"	"0.02107"	"20.52729"	"-4.57849"
"mult"	"mult"	"3"	"0.3"	"0.02"	"77"	"0.2978"	"0.30028"	"0.29468"	"0.99283"	"0.02658"	"18.66866"	"-1.49344"
"mult"	"mult"	"3"	"0.3"	"0.02"	"78"	"0.30467"	"0.30084"	"0.29763"	"0.99487"	"0.02284"	"19.8825"	"-1.67469"
"mult"	"mult"	"3"	"0.3"	"0.02"	"79"	"0.30174"	"0.30425"	"0.27676"	"0.99711"	"0.01757"	"21.97898"	"-1.54765"
"mult"	"mult"	"3"	"0.3"	"0.02"	"80"	"0.27425"	"0.31183"	"0.32041"	"0.99412"	"0.02496"	"19.17285"	"-2.70548"
"mult"	"mult"	"3"	"0.3"	"0.02"	"81"	"0.30851"	"0.29667"	"0.29823"	"0.99797"	"0.01496"	"23.26763"	"-1.34026"
"mult"	"mult"	"3"	"0.3"	"0.02"	"82"	"0.29992"	"0.2935"	"0.2989"	"0.99855"	"0.01219"	"24.90629"	"-0.65456"
"mult"	"mult"	"3"	"0.3"	"0.02"	"83"	"0.30041"	"0.31163"	"0.28931"	"0.99804"	"0.01473"	"23.39165"	"-2.25895"
"mult"	"mult"	"3"	"0.3"	"0.02"	"84"	"0.31205"	"0.29667"	"0.29544"	"0.99814"	"0.0142"	"23.68511"	"-2.43068"
"mult"	"mult"	"3"	"0.3"	"0.02"	"85"	"0.30835"	"0.28479"	"0.3"	"0.99492"	"0.02297"	"19.83847"	"-3.40772"
"mult"	"mult"	"3"	"0.3"	"0.02"	"86"	"0.29755"	"0.30738"	"0.2893"	"0.99932"	"0.00856"	"27.73257"	"-1.78023"
"mult"	"mult"	"3"	"0.3"	"0.02"	"87"	"0.30756"	"0.29779"	"0.2879"	"0.99672"	"0.01836"	"21.62907"	"-0.17109"
"mult"	"mult"	"3"	"0.3"	"0.02"	"88"	"0.30067"	"0.29977"	"0.31088"	"0.99904"	"0.01059"	"26.03269"	"-5.01198"
"mult"	"mult"	"3"	"0.3"	"0.02"	"89"	"0.29498"	"0.29653"	"0.30631"	"0.99778"	"0.01574"	"22.85948"	"-1.99107"
"mult"	"mult"	"3"	"0.3"	"0.02"	"90"	"0.31675"	"0.29557"	"0.29496"	"0.99797"	"0.01512"	"23.18405"	"-2.37432"
"mult"	"mult"	"3"	"0.3"	"0.02"	"91"	"0.29168"	"0.30211"	"0.3009"	"0.99722"	"0.01714"	"22.17734"	"-2.68514"
"mult"	"mult"	"3"	"0.3"	"0.02"	"92"	"0.31238"	"0.30696"	"0.28706"	"0.99548"	"0.02284"	"19.8811"	"-2.02684"
"mult"	"mult"	"3"	"0.3"	"0.02"	"93"	"0.30313"	"0.31028"	"0.29266"	"0.99759"	"0.01675"	"22.36246"	"-1.34323"
"mult"	"mult"	"3"	"0.3"	"0.02"	"94"	"0.27997"	"0.32195"	"0.29566"	"0.99793"	"0.01527"	"23.10391"	"-1.81108"
"mult"	"mult"	"3"	"0.3"	"0.02"	"95"	"0.29261"	"0.29918"	"0.30802"	"0.99699"	"0.01864"	"21.50867"	"-5.04613"
"mult"	"mult"	"3"	"0.3"	"0.02"	"96"	"0.3093"	"0.29316"	"0.31154"	"0.99663"	"0.01884"	"21.42463"	"-3.63003"
"mult"	"mult"	"3"	"0.3"	"0.02"	"97"	"0.27912"	"0.31814"	"0.29994"	"0.99873"	"0.01142"	"25.42613"	"-1.83474"
"mult"	"mult"	"3"	"0.3"	"0.02"	"98"	"0.30387"	"0.29291"	"0.30507"	"0.99827"	"0.01382"	"23.89954"	"-3.52085"
"mult"	"mult"	"3"	"0.3"	"0.02"	"99"	"0.31125"	"0.29566"	"0.3045"	"0.99871"	"0.01201"	"25.02694"	"-5.177"
"mult"	"mult"	"3"	"0.3"	"0.02"	"100"	"0.31811"	"0.28592"	"0.29296"	"0.99729"	"0.01736"	"22.07913"	"-1.30471"
"mult"	"mult"	"3"	"0.3"	"0.05"	"1"	"0.28973"	"0.31616"	"0.28396"	"0.98814"	"0.03509"	"16.44684"	"-3.10605"
"mult"	"mult"	"3"	"0.3"	"0.05"	"2"	"0.34491"	"0.27072"	"0.2767"	"0.99228"	"0.02746"	"18.40914"	"-1.91599"
"mult"	"mult"	"3"	"0.3"	"0.05"	"3"	"0.26425"	"0.31951"	"0.29599"	"0.9861"	"0.03883"	"15.63714"	"-1.92907"
"mult"	"mult"	"3"	"0.3"	"0.05"	"4"	"0.29147"	"0.30072"	"0.30067"	"0.99338"	"0.02732"	"18.45024"	"-1.58762"
"mult"	"mult"	"3"	"0.3"	"0.05"	"5"	"0.29471"	"0.31173"	"0.2758"	"0.99015"	"0.0325"	"17.06151"	"-1.75369"
"mult"	"mult"	"3"	"0.3"	"0.05"	"6"	"0.28823"	"0.30757"	"0.32755"	"0.98192"	"0.04876"	"13.81542"	"-2.059"
"mult"	"mult"	"3"	"0.3"	"0.05"	"7"	"0.29017"	"0.29522"	"0.33105"	"0.97495"	"0.05517"	"12.82783"	"-3.20057"
"mult"	"mult"	"3"	"0.3"	"0.05"	"8"	"0.31011"	"0.29776"	"0.29224"	"0.97191"	"0.05111"	"13.43884"	"-3.35874"
"mult"	"mult"	"3"	"0.3"	"0.05"	"9"	"0.33967"	"0.32482"	"0.26856"	"0.98944"	"0.03711"	"15.9996"	"-1.25298"
"mult"	"mult"	"3"	"0.3"	"0.05"	"10"	"0.29397"	"0.28339"	"0.31358"	"0.98138"	"0.04725"	"14.06611"	"-2.00667"
"mult"	"mult"	"3"	"0.3"	"0.05"	"11"	"0.26243"	"0.30932"	"0.33239"	"0.99774"	"0.01563"	"22.91793"	"-2.56871"
"mult"	"mult"	"3"	"0.3"	"0.05"	"12"	"0.28725"	"0.32452"	"0.2866"	"0.95157"	"0.0784"	"10.01591"	"-3.15049"
"mult"	"mult"	"3"	"0.3"	"0.05"	"13"	"0.28724"	"0.35454"	"0.23014"	"0.94994"	"0.07215"	"10.68027"	"-3.02213"
"mult"	"mult"	"3"	"0.3"	"0.05"	"14"	"0.28012"	"0.28666"	"0.32055"	"0.96039"	"0.06716"	"11.25411"	"-1.54146"
"mult"	"mult"	"3"	"0.3"	"0.05"	"15"	"0.29401"	"0.32923"	"0.29358"	"0.99628"	"0.02053"	"20.73556"	"-0.94841"
"mult"	"mult"	"3"	"0.3"	"0.05"	"16"	"0.27536"	"0.26618"	"0.33159"	"0.96931"	"0.05739"	"12.51165"	"-2.28422"
"mult"	"mult"	"3"	"0.3"	"0.05"	"17"	"0.3088"	"0.26315"	"0.33049"	"0.98413"	"0.04325"	"14.77394"	"-2.18473"
"mult"	"mult"	"3"	"0.3"	"0.05"	"18"	"0.28495"	"0.31627"	"0.25341"	"0.97497"	"0.04777"	"13.97988"	"-1.14775"
"mult"	"mult"	"3"	"0.3"	"0.05"	"19"	"0.25996"	"0.35707"	"0.30116"	"0.9803"	"0.04832"	"13.88837"	"-2.5999"
"mult"	"mult"	"3"	"0.3"	"0.05"	"20"	"0.27588"	"0.33684"	"0.29206"	"0.99804"	"0.0147"	"23.40991"	"-1.60733"
"mult"	"mult"	"3"	"0.3"	"0.05"	"21"	"0.28566"	"0.35128"	"0.26001"	"0.97882"	"0.05176"	"13.33736"	"-1.06366"
"mult"	"mult"	"3"	"0.3"	"0.05"	"22"	"0.34599"	"0.25704"	"0.29683"	"0.98735"	"0.03778"	"15.85669"	"-4.56205"
"mult"	"mult"	"3"	"0.3"	"0.05"	"23"	"0.268"	"0.31327"	"0.32003"	"0.98342"	"0.04131"	"15.14212"	"-3.08279"
"mult"	"mult"	"3"	"0.3"	"0.05"	"24"	"0.28913"	"0.30524"	"0.28083"	"0.92009"	"0.0786"	"9.99542"	"-4.21765"
"mult"	"mult"	"3"	"0.3"	"0.05"	"25"	"0.31909"	"0.28968"	"0.26827"	"0.98227"	"0.04475"	"14.50199"	"-2.58534"
"mult"	"mult"	"3"	"0.3"	"0.05"	"26"	"0.32078"	"0.28748"	"0.27946"	"0.99189"	"0.02978"	"17.76033"	"-1.89072"
"mult"	"mult"	"3"	"0.3"	"0.05"	"27"	"0.32156"	"0.29501"	"0.27411"	"0.99077"	"0.03186"	"17.22035"	"-2.3259"
"mult"	"mult"	"3"	"0.3"	"0.05"	"28"	"0.28135"	"0.35038"	"0.27263"	"0.98773"	"0.03764"	"15.88569"	"-1.63281"
"mult"	"mult"	"3"	"0.3"	"0.05"	"29"	"0.30934"	"0.25613"	"0.32336"	"0.99746"	"0.01638"	"22.54008"	"-1.93156"
"mult"	"mult"	"3"	"0.3"	"0.05"	"30"	"0.33466"	"0.29864"	"0.27392"	"0.99095"	"0.03139"	"17.33952"	"-2.75693"
"mult"	"mult"	"3"	"0.3"	"0.05"	"31"	"0.25811"	"0.3375"	"0.31901"	"0.97712"	"0.05019"	"13.58352"	"-3.69657"
"mult"	"mult"	"3"	"0.3"	"0.05"	"32"	"0.28689"	"0.31652"	"0.31885"	"0.98854"	"0.03509"	"16.44708"	"-2.39378"
"mult"	"mult"	"3"	"0.3"	"0.05"	"33"	"0.35045"	"0.30509"	"0.24872"	"0.98783"	"0.03778"	"15.85665"	"-5.16954"
"mult"	"mult"	"3"	"0.3"	"0.05"	"34"	"0.30804"	"0.311"	"0.28291"	"0.9625"	"0.0642"	"11.61468"	"-1.11047"
"mult"	"mult"	"3"	"0.3"	"0.05"	"35"	"0.27551"	"0.32766"	"0.31725"	"0.97403"	"0.05871"	"12.33028"	"-1.66095"
"mult"	"mult"	"3"	"0.3"	"0.05"	"36"	"0.29546"	"0.31432"	"0.30294"	"0.98843"	"0.03547"	"16.36029"	"-2.78641"
"mult"	"mult"	"3"	"0.3"	"0.05"	"37"	"0.3471"	"0.29257"	"0.267"	"0.98261"	"0.04716"	"14.0815"	"-2.35082"
"mult"	"mult"	"3"	"0.3"	"0.05"	"38"	"0.28253"	"0.32319"	"0.29105"	"0.98345"	"0.04224"	"14.96418"	"-2.07226"
"mult"	"mult"	"3"	"0.3"	"0.05"	"39"	"0.33722"	"0.25971"	"0.29487"	"0.95648"	"0.064"	"11.63902"	"-5.16639"
"mult"	"mult"	"3"	"0.3"	"0.05"	"40"	"0.28665"	"0.31659"	"0.27693"	"0.98215"	"0.04388"	"14.65799"	"-2.4365"
"mult"	"mult"	"3"	"0.3"	"0.05"	"41"	"0.31489"	"0.30015"	"0.31333"	"0.98624"	"0.0428"	"14.85871"	"-1.56799"
"mult"	"mult"	"3"	"0.3"	"0.05"	"42"	"0.27623"	"0.32933"	"0.29512"	"0.96454"	"0.05881"	"12.31664"	"-2.15624"
"mult"	"mult"	"3"	"0.3"	"0.05"	"43"	"0.27498"	"0.32674"	"0.29372"	"0.98333"	"0.04326"	"14.77212"	"-2.35204"
"mult"	"mult"	"3"	"0.3"	"0.05"	"44"	"0.25444"	"0.33782"	"0.29206"	"0.96601"	"0.06207"	"11.88446"	"-2.46994"
"mult"	"mult"	"3"	"0.3"	"0.05"	"45"	"0.31543"	"0.32463"	"0.27389"	"0.99586"	"0.02163"	"20.31943"	"-2.68104"
"mult"	"mult"	"3"	"0.3"	"0.05"	"46"	"0.28411"	"0.30419"	"0.3326"	"0.98239"	"0.04643"	"14.20734"	"-1.46056"
"mult"	"mult"	"3"	"0.3"	"0.05"	"47"	"0.29687"	"0.3129"	"0.26387"	"0.96209"	"0.06433"	"11.598"	"-2.11957"
"mult"	"mult"	"3"	"0.3"	"0.05"	"48"	"0.25521"	"0.29012"	"0.33162"	"0.97697"	"0.04779"	"13.97661"	"-3.72912"
"mult"	"mult"	"3"	"0.3"	"0.05"	"49"	"0.31224"	"0.28411"	"0.27666"	"0.96546"	"0.05528"	"12.81194"	"-3.30102"
"mult"	"mult"	"3"	"0.3"	"0.05"	"50"	"0.2915"	"0.27911"	"0.30456"	"0.97976"	"0.04404"	"14.62891"	"-0.53299"
"mult"	"mult"	"3"	"0.3"	"0.05"	"51"	"0.24966"	"0.27665"	"0.36251"	"0.98855"	"0.03479"	"16.51488"	"-3.51027"
"mult"	"mult"	"3"	"0.3"	"0.05"	"52"	"0.25906"	"0.30382"	"0.28747"	"0.97312"	"0.04807"	"13.92907"	"-1.22449"
"mult"	"mult"	"3"	"0.3"	"0.05"	"53"	"0.31934"	"0.29486"	"0.25782"	"0.96748"	"0.05128"	"13.41149"	"-3.66361"
"mult"	"mult"	"3"	"0.3"	"0.05"	"54"	"0.33699"	"0.2896"	"0.31286"	"0.99738"	"0.01792"	"21.82416"	"-2.93519"
"mult"	"mult"	"3"	"0.3"	"0.05"	"55"	"0.32541"	"0.30281"	"0.26934"	"0.9908"	"0.03109"	"17.41672"	"-3.13694"
"mult"	"mult"	"3"	"0.3"	"0.05"	"56"	"0.27398"	"0.32614"	"0.28199"	"0.95875"	"0.06683"	"11.29288"	"-2.31566"
"mult"	"mult"	"3"	"0.3"	"0.05"	"57"	"0.25857"	"0.2887"	"0.3587"	"0.97657"	"0.04995"	"13.62268"	"-1.6059"
"mult"	"mult"	"3"	"0.3"	"0.05"	"58"	"0.30448"	"0.27756"	"0.30645"	"0.97937"	"0.04316"	"14.79198"	"-1.75812"
"mult"	"mult"	"3"	"0.3"	"0.05"	"59"	"0.27892"	"0.31268"	"0.30905"	"0.99382"	"0.02703"	"18.53596"	"-5.67055"
"mult"	"mult"	"3"	"0.3"	"0.05"	"60"	"0.33745"	"0.2648"	"0.28676"	"0.99536"	"0.02147"	"20.37782"	"-1.35176"
"mult"	"mult"	"3"	"0.3"	"0.05"	"61"	"0.27746"	"0.34517"	"0.29146"	"0.97108"	"0.05548"	"12.78299"	"-0.30136"
"mult"	"mult"	"3"	"0.3"	"0.05"	"62"	"0.29753"	"0.30508"	"0.32223"	"0.97842"	"0.05325"	"13.10999"	"-2.32479"
"mult"	"mult"	"3"	"0.3"	"0.05"	"63"	"0.31992"	"0.24722"	"0.32024"	"0.98502"	"0.03884"	"15.63519"	"-1.9862"
"mult"	"mult"	"3"	"0.3"	"0.05"	"64"	"0.26712"	"0.30472"	"0.32891"	"0.96565"	"0.06616"	"11.37393"	"-0.83416"
"mult"	"mult"	"3"	"0.3"	"0.05"	"65"	"0.27476"	"0.29494"	"0.30439"	"0.99436"	"0.023"	"19.82702"	"-6.64007"
"mult"	"mult"	"3"	"0.3"	"0.05"	"66"	"0.27116"	"0.27161"	"0.33009"	"0.9728"	"0.05057"	"13.52436"	"-6.61507"
"mult"	"mult"	"3"	"0.3"	"0.05"	"67"	"0.27853"	"0.33833"	"0.27005"	"0.96018"	"0.06133"	"11.98021"	"-3.10704"
"mult"	"mult"	"3"	"0.3"	"0.05"	"68"	"0.32398"	"0.30772"	"0.22706"	"0.98091"	"0.04451"	"14.54463"	"-1.97172"
"mult"	"mult"	"3"	"0.3"	"0.05"	"69"	"0.30694"	"0.32461"	"0.28849"	"0.96764"	"0.06043"	"12.09803"	"-2.40986"
"mult"	"mult"	"3"	"0.3"	"0.05"	"70"	"0.30535"	"0.3041"	"0.29463"	"0.98684"	"0.03877"	"15.65"	"-2.2379"
"mult"	"mult"	"3"	"0.3"	"0.05"	"71"	"0.29549"	"0.34008"	"0.28397"	"0.98411"	"0.04201"	"15.00785"	"-2.27127"
"mult"	"mult"	"3"	"0.3"	"0.05"	"72"	"0.32521"	"0.29091"	"0.26817"	"0.98297"	"0.0425"	"14.91479"	"-2.61098"
"mult"	"mult"	"3"	"0.3"	"0.05"	"73"	"0.32721"	"0.26122"	"0.29366"	"0.9944"	"0.02456"	"19.30158"	"-4.70432"
"mult"	"mult"	"3"	"0.3"	"0.05"	"74"	"0.26996"	"0.33284"	"0.26631"	"0.98187"	"0.04189"	"15.03107"	"-2.98511"
"mult"	"mult"	"3"	"0.3"	"0.05"	"75"	"0.32336"	"0.26708"	"0.31069"	"0.99273"	"0.02829"	"18.17047"	"-1.61918"
"mult"	"mult"	"3"	"0.3"	"0.05"	"76"	"0.3007"	"0.29378"	"0.27153"	"0.9666"	"0.06105"	"12.01739"	"-1.82345"
"mult"	"mult"	"3"	"0.3"	"0.05"	"77"	"0.28411"	"0.29821"	"0.31644"	"0.9899"	"0.03476"	"16.52202"	"-3.54915"
"mult"	"mult"	"3"	"0.3"	"0.05"	"78"	"0.33274"	"0.27352"	"0.28979"	"0.99277"	"0.02801"	"18.24907"	"-1.64352"
"mult"	"mult"	"3"	"0.3"	"0.05"	"79"	"0.27206"	"0.35477"	"0.29957"	"0.98804"	"0.03856"	"15.69312"	"-1.73418"
"mult"	"mult"	"3"	"0.3"	"0.05"	"80"	"0.25817"	"0.28536"	"0.34247"	"0.98208"	"0.0433"	"14.76448"	"-3.85885"
"mult"	"mult"	"3"	"0.3"	"0.05"	"81"	"0.30323"	"0.33033"	"0.3127"	"0.98971"	"0.0367"	"16.08855"	"-2.13599"
"mult"	"mult"	"3"	"0.3"	"0.05"	"82"	"0.29626"	"0.29659"	"0.3022"	"0.98814"	"0.03712"	"15.99806"	"-0.55283"
"mult"	"mult"	"3"	"0.3"	"0.05"	"83"	"0.32092"	"0.25539"	"0.3209"	"0.974"	"0.05719"	"12.53923"	"-3.97545"
"mult"	"mult"	"3"	"0.3"	"0.05"	"84"	"0.31773"	"0.30773"	"0.28455"	"0.97143"	"0.05814"	"12.40737"	"-1.91244"
"mult"	"mult"	"3"	"0.3"	"0.05"	"85"	"0.27108"	"0.30877"	"0.28792"	"0.98163"	"0.04218"	"14.97562"	"-2.50601"
"mult"	"mult"	"3"	"0.3"	"0.05"	"86"	"0.3114"	"0.30728"	"0.26918"	"0.99464"	"0.02336"	"19.70356"	"-2.3167"
"mult"	"mult"	"3"	"0.3"	"0.05"	"87"	"0.29965"	"0.31107"	"0.28552"	"0.98115"	"0.04564"	"14.34347"	"-3.61321"
"mult"	"mult"	"3"	"0.3"	"0.05"	"88"	"0.30074"	"0.29107"	"0.29245"	"0.98994"	"0.03243"	"17.0775"	"-2.70225"
"mult"	"mult"	"3"	"0.3"	"0.05"	"89"	"0.27869"	"0.32545"	"0.2648"	"0.98084"	"0.04188"	"15.03125"	"-5.84357"
"mult"	"mult"	"3"	"0.3"	"0.05"	"90"	"0.32433"	"0.30237"	"0.28888"	"0.99238"	"0.02864"	"18.07142"	"-0.96559"
"mult"	"mult"	"3"	"0.3"	"0.05"	"91"	"0.29495"	"0.32655"	"0.26873"	"0.96196"	"0.06651"	"11.33197"	"-1.96098"
"mult"	"mult"	"3"	"0.3"	"0.05"	"92"	"0.27991"	"0.32472"	"0.30821"	"0.98813"	"0.03797"	"15.81521"	"-7.43433"
"mult"	"mult"	"3"	"0.3"	"0.05"	"93"	"0.34574"	"0.31071"	"0.24685"	"0.97434"	"0.04878"	"13.81122"	"-7.37975"
"mult"	"mult"	"3"	"0.3"	"0.05"	"94"	"0.27078"	"0.30209"	"0.33465"	"0.96393"	"0.06749"	"11.21519"	"-2.80128"
"mult"	"mult"	"3"	"0.3"	"0.05"	"95"	"0.31392"	"0.27785"	"0.28607"	"0.99038"	"0.03147"	"17.31891"	"-3.05413"
"mult"	"mult"	"3"	"0.3"	"0.05"	"96"	"0.30335"	"0.31277"	"0.27998"	"0.97832"	"0.04811"	"13.92285"	"-3.40619"
"mult"	"mult"	"3"	"0.3"	"0.05"	"97"	"0.31112"	"0.27659"	"0.29783"	"0.98552"	"0.03903"	"15.59564"	"-0.99442"
"mult"	"mult"	"3"	"0.3"	"0.05"	"98"	"0.29472"	"0.33099"	"0.28473"	"0.99074"	"0.03287"	"16.97091"	"-1.06111"
"mult"	"mult"	"3"	"0.3"	"0.05"	"99"	"0.29696"	"0.33964"	"0.28065"	"0.98039"	"0.04422"	"14.59745"	"-2.11391"
"mult"	"mult"	"3"	"0.3"	"0.05"	"100"	"0.25523"	"0.31419"	"0.35266"	"0.99009"	"0.03371"	"16.76758"	"-2.82039"
"mult"	"mult"	"3"	"0.3"	"0.08"	"1"	"0.25628"	"0.3599"	"0.34709"	"0.98578"	"0.04201"	"15.00729"	"-5.42101"
"mult"	"mult"	"3"	"0.3"	"0.08"	"2"	"0.18567"	"0.37739"	"0.29031"	"0.96835"	"0.05256"	"13.2145"	"-1.16721"
"mult"	"mult"	"3"	"0.3"	"0.08"	"3"	"0.23002"	"0.31408"	"0.3744"	"0.97866"	"0.05408"	"12.98625"	"-1.78566"
"mult"	"mult"	"3"	"0.3"	"0.08"	"4"	"0.2637"	"0.30515"	"0.32793"	"0.9503"	"0.06987"	"10.93767"	"-3.24694"
"mult"	"mult"	"3"	"0.3"	"0.08"	"5"	"0.26052"	"0.37431"	"0.26674"	"0.99157"	"0.03057"	"17.54965"	"-1.91307"
"mult"	"mult"	"3"	"0.3"	"0.08"	"6"	"0.27409"	"0.3254"	"0.34714"	"0.97995"	"0.04684"	"14.13727"	"-6.07267"
"mult"	"mult"	"3"	"0.3"	"0.08"	"7"	"0.25175"	"0.36338"	"0.31698"	"0.99079"	"0.03369"	"16.77334"	"-1.19691"
"mult"	"mult"	"3"	"0.3"	"0.08"	"8"	"0.25979"	"0.3113"	"0.30871"	"0.99226"	"0.02738"	"18.43345"	"-3.3925"
"mult"	"mult"	"3"	"0.3"	"0.08"	"9"	"0.2346"	"0.38978"	"0.29439"	"0.92684"	"0.09587"	"8.40667"	"-3.87002"
"mult"	"mult"	"3"	"0.3"	"0.08"	"10"	"0.33853"	"0.31671"	"0.26733"	"0.96886"	"0.05896"	"12.29542"	"-5.23035"
"mult"	"mult"	"3"	"0.3"	"0.08"	"11"	"0.15598"	"0.41679"	"0.30957"	"0.96448"	"0.07058"	"10.85666"	"-3.25857"
"mult"	"mult"	"3"	"0.3"	"0.08"	"12"	"0.31677"	"0.34421"	"0.20844"	"0.94605"	"0.0802"	"9.83393"	"-2.33204"
"mult"	"mult"	"3"	"0.3"	"0.08"	"13"	"0.24727"	"0.27595"	"0.29602"	"0.97284"	"0.04451"	"14.5443"	"-1.12579"
"mult"	"mult"	"3"	"0.3"	"0.08"	"14"	"0.31212"	"0.26102"	"0.32889"	"0.93092"	"0.09063"	"8.85606"	"-0.93876"
"mult"	"mult"	"3"	"0.3"	"0.08"	"15"	"0.25978"	"0.30297"	"0.31085"	"0.95929"	"0.05805"	"12.42045"	"-6.14262"
"mult"	"mult"	"3"	"0.3"	"0.08"	"16"	"0.31704"	"0.26627"	"0.32197"	"0.99534"	"0.02235"	"20.05565"	"-2.84854"
"mult"	"mult"	"3"	"0.3"	"0.08"	"17"	"0.26894"	"0.26322"	"0.35732"	"0.96644"	"0.05997"	"12.15929"	"-2.00233"
"mult"	"mult"	"3"	"0.3"	"0.08"	"18"	"0.28937"	"0.29518"	"0.24819"	"0.96193"	"0.05843"	"12.36826"	"-1.70078"
"mult"	"mult"	"3"	"0.3"	"0.08"	"19"	"0.27331"	"0.25709"	"0.3135"	"0.92911"	"0.07637"	"10.22611"	"-0.63253"
"mult"	"mult"	"3"	"0.3"	"0.08"	"20"	"0.33259"	"0.39801"	"0.21808"	"0.98445"	"0.04622"	"14.2434"	"-1.58665"
"mult"	"mult"	"3"	"0.3"	"0.08"	"21"	"0.29016"	"0.29415"	"0.36282"	"0.98047"	"0.04813"	"13.91937"	"-3.17134"
