"model"	"n.muts"	"coes"	"sigma"	"u.mean"	"d.hat.max"	"u.hats.1"	"u.hats.2"	"u.hats.3"	"u.hats.4"	"R2.stick"	"sig.stick"	"lnL.stick"	"P.stick"	"s.mean"	"s.hats.1"	"s.hats.2"	"s.hats.3"	"s.hats.4"	"R2.mult"	"sig.mult"	"lnL.mult"	"P.mult"	"w.mean"	"w.hats.1"	"w.hats.2"	"w.hats.3"	"w.hats.4"	"R2.add"	"sig.add"	"lnL.add"	"P.add"
"stick"	4	-0.378721895162016	0.17527173779672	-0.239094345606407	1.75182892770158	-0.18997	-0.25797	-0.24107	-0.26736	0.9407	0.14368	9.33994	-4.49324	-0.433406347653126	-0.55294	-0.50894	-0.27694	-0.39479	-0.08096	0.61345	-13.88453	-2.97799	-0.568708187390284	-0.48882	-0.59692	-0.56272	-0.62638	0.856	0.2239	2.24187	-4.17414
"stick"	4	-0.0795414972119033	0.199882514600176	-0.0353605221978124	1.09477410089535	-0.00931	-0.00205	-0.08942	-0.04066	-0.12217	0.20886	3.35443	-13.01705	-0.0638498441075019	-0.04867	-0.04596	-0.1409	-0.01987	0.00888	0.19629	4.34787	-10.46001	-0.04629592098913	-0.02276	-0.01528	-0.11008	-0.03706	-0.05965	0.20296	3.81306	-11.72391
"stick"	4	-0.228045830584597	0.13799000158906	-0.331537099289778	0.679996840584805	-0.24169	-0.48891	-0.26946	-0.32609	0.87616	0.12843	11.13463	-5.85538	-0.433300009815719	-0.37558	-0.44691	-0.49739	-0.41332	0.52884	0.25051	0.44488	-13.68195	-0.328422607143649	-0.27543	-0.43495	-0.28038	-0.32294	0.76615	0.17649	6.04892	-2.47949
"stick"	4	-0.149013064755127	0.18137157271849	-0.181175391327971	0.79546417429587	-0.10675	-0.40525	-0.14613	-0.06658	0.83366	0.09275	16.34267	-3.19294	-0.270467561165573	-0.24697	-0.45916	-0.22481	-0.15093	0.38623	0.17816	5.89789	-4.27928	-0.179371311690767	-0.12658	-0.37276	-0.14436	-0.07378	0.79303	0.10346	14.59449	-2.12107
"stick"	4	-0.457705392583739	0.128636932175141	-0.375549495832612	1.30155717335805	-0.39586	-0.27858	-0.42615	-0.4016	0.9613	0.16333	7.2887	-4.03793	-0.205352121723493	-0.24145	-0.03966	-0.40593	-0.13437	-1.22287	1.23785	-25.11698	-2.23403	-0.778066656745833	-0.80665	-0.64155	-0.83581	-0.82826	0.79452	0.37635	-6.06725	-10.01822
"stick"	4	-0.285517720645294	0.16197261569323	-0.150592531403233	2.00526266951505	-0.1635	-0.12481	-0.15151	-0.16254	0.79415	0.1852	5.27792	-2.02457	-0.373055177256809	-0.39988	-0.40326	-0.26313	-0.42595	0.34914	0.32932	-3.93136	-8.17569	-0.376627526406575	-0.41646	-0.32547	-0.37399	-0.39059	0.74608	0.20569	3.599	-1.61444
"stick"	4	-0.340724482468795	0.244849594135303	-0.225926182637597	1.67288322080607	-0.27082	-0.19305	-0.19718	-0.24266	0.82544	0.2373	1.31165	-4.06551	-0.393894849557098	-0.45095	-0.27933	-0.58612	-0.25919	0.017	0.56313	-12.5152	-2.05922	-0.508092005800831	-0.6225	-0.45694	-0.41218	-0.54074	0.74962	0.28421	-1.57415	-4.91628
"stick"	4	-0.424856874567922	0.063481830409728	-0.388852567207825	1.12782270732048	-0.37617	-0.44703	-0.35719	-0.37502	0.9888	0.08037	18.63567	-2.1079	-0.426286288713695	-0.54215	-0.17954	-0.43317	-0.55029	-0.34325	0.88009	-19.65939	-1.38964	-0.720094257547956	-0.70654	-0.79995	-0.66455	-0.70933	0.79436	0.34435	-4.6457	-23.66369
"stick"	4	-0.139705304522067	0.220182886929251	-0.653004270888836	0.148336634905753	-1.31006	-0.19383	-0.2439	-0.86423	0.73301	0.15445	8.18291	-8.82991	-0.439051501564765	-0.56115	-0.38398	-0.35318	-0.4579	-1.0439	0.42735	-8.10044	-2.97271	-0.198431257735251	-0.34099	-0.12673	-0.12092	-0.20509	0.50923	0.20941	3.31272	-1.60516
"stick"	4	-0.459312265238259	0.19464483828051	-0.429433806054491	1.13902407731077	-0.26161	-0.35631	-0.50765	-0.59216	0.89172	0.2987	-2.37023	-5.44873	-0.148685464486382	-0.06641	-0.21163	-0.09559	-0.22111	-1.24613	1.36045	-26.62811	-3.84429	-0.790740648457785	-0.59864	-0.66195	-0.90276	-0.99961	0.73408	0.4681	-9.55795	-1.4808
"stick"	4	-0.270880460343324	0.127293359197211	-0.180222393621882	1.57901098993014	-0.19582	-0.16161	-0.17244	-0.19102	0.90322	0.11584	12.78523	-6.39771	-0.374282492835643	-0.45829	-0.27267	-0.31787	-0.44829	0.56257	0.24628	0.71772	-11.5152	-0.358377457316404	-0.37149	-0.3338	-0.35518	-0.37304	0.85204	0.14323	9.38954	-5.77314
"stick"	4	-0.373529083817266	0.0236086157965474	-0.36198048457095	1.04269067905275	-0.3649	-0.34372	-0.37115	-0.36816	0.99849	0.02406	37.93269	-3.75326	-0.49534371789593	-0.50221	-0.47417	-0.52215	-0.48283	0.1012	0.58656	-13.16725	-1.34556	-0.59368726785248	-0.5951	-0.5741	-0.60613	-0.59942	0.83303	0.25281	0.2987	-43.06147
"stick"	4	-0.495592710969504	0.0607501760823652	-0.484201287827724	1.03242435405495	-0.48061	-0.46216	-0.49044	-0.5036	0.99845	0.03829	30.49731	-3.35347	-0.135317460299601	-0.13169	-0.11883	-0.13356	-0.15719	-1.58955	1.56574	-28.87672	-7.64535	-0.902304333700954	-0.90074	-0.87218	-0.91514	-0.92116	0.7559	0.48072	-9.98344	-47.44811
"stick"	4	-0.468030844314489	0.0290519766276702	-0.480360722124346	0.972569441151491	-0.48604	-0.46516	-0.47937	-0.49087	0.99786	0.04162	29.16556	-4.28731	-0.121073977328369	-0.12313	-0.11793	-0.12208	-0.12116	-1.61696	1.45396	-27.69166	-5.54052	-0.83576383472917	-0.84306	-0.81501	-0.83347	-0.85151	0.76095	0.43944	-8.54678	-44.45442
"stick"	4	-0.486824938084465	0.197448339953553	-0.62018379916569	0.71442013377928	-0.67727	-0.58712	-0.47488	-0.74147	0.95775	0.22062	2.47827	-0.99557	-0.415775617058422	-0.4997	-0.2691	-0.37863	-0.51567	-0.40667	1.27299	-25.56494	-0.68163	-0.94445422061486	-0.98989	-0.90168	-0.79509	-1.09116	0.611	0.66943	-15.28176	-8.77609
"stick"	4	-0.30912348323036	0.132101767580025	-0.454392423516466	0.638625951518626	-0.3381	-0.4827	-0.60226	-0.39451	0.95058	0.11981	12.24648	-3.88556	-0.321194599948858	-0.20439	-0.38565	-0.46272	-0.23202	0.18067	0.48785	-10.21922	-2.87509	-0.49168351055176	-0.39409	-0.52382	-0.59872	-0.45011	0.75871	0.26475	-0.43941	-8.04509
"stick"	4	-0.272286181361414	0.234988223295659	-0.0424459721756563	8.58116090623986	-0.02014	-0.05137	-0.0656	-0.03267	0.74819	0.22008	2.51729	-7.88319	-0.301808587518137	0.02929	-0.49564	-0.57601	-0.16489	0.35822	0.35134	-4.96716	-7.48674	-0.383736284778082	-0.19676	-0.45718	-0.58334	-0.29766	0.74468	0.22161	2.40654	-6.98731
"stick"	4	-0.172334178746678	0.242392901156563	-0.779329372569238	0.1	-0.4036	-1.64978	-0.69851	-0.36542	-0.0967	0.33666	-4.28407	-9.6157	-0.169206478612064	0.02853	-0.45123	-0.34541	0.09128	0.05882	0.31188	-3.06063	-14.71533	-0.198073015214181	-0.12188	-0.40616	-0.15619	-0.10806	0.35032	0.25912	-0.09543	-9.00063
"stick"	4	-0.442068720038515	0.0202231255825609	-0.45895814152843	0.950148626085918	-0.45703	-0.46777	-0.46314	-0.44789	0.99892	0.02698	36.10013	-3.81328	-0.114546919420889	-0.11143	-0.12731	-0.11642	-0.10303	-1.642	1.3322	-26.29228	-5.02147	-0.765480159872753	-0.7669	-0.77053	-0.76974	-0.75476	0.77196	0.39139	-6.69424	-52.06457
"stick"	4	-0.066084834781941	0.122653778991662	-0.12318921654461	0.510302236258728	-0.16565	-0.07698	-0.1241	-0.12603	0.35538	0.09732	15.57283	-6.68261	-0.0874430029875049	-0.09999	-0.07184	-0.08398	-0.09397	0.27064	0.10352	14.5847	-6.1154	-0.0761162073079428	-0.09358	-0.05618	-0.0745	-0.0802	0.32889	0.0993	15.2506	-6.30877
"stick"	4	-0.346721305663232	0.207985050103161	-0.434275880745576	0.752879749676085	-0.49691	-0.45473	-0.39963	-0.38584	0.91638	0.1801	5.7247	-3.30985	-0.237539111156963	-0.27518	-0.24849	-0.21128	-0.21521	-0.41678	0.74134	-16.91431	-7.24316	-0.55728791883987	-0.61009	-0.55804	-0.52304	-0.53798	0.72501	0.32661	-3.79918	-4.5232
"stick"	4	-0.238373326451983	0.13625289441552	-0.0980882109715986	3.04657845750911	-0.10879	-0.11935	-0.09286	-0.07135	0.91239	0.10288	14.68444	-3.54877	-0.482204125718693	-0.46067	-0.53399	-0.49828	-0.43587	0.60539	0.21834	2.64403	-10.03565	-0.340758269326367	-0.3757	-0.40666	-0.33118	-0.24949	0.89409	0.11312	13.16642	-1.9852
"stick"	4	-0.152464638813399	0.0421017457847483	-0.171172110955727	0.86821337323859	-0.21611	-0.09709	-0.16445	-0.20703	0.89185	0.06415	22.24149	-7.76952	-0.258253565898667	-0.30246	-0.20704	-0.23385	-0.28967	0.52795	0.13402	10.45306	-9.02644	-0.183636177111308	-0.22587	-0.11952	-0.17258	-0.21657	0.84734	0.07622	19.48409	-4.50164
"stick"	4	-0.490806552267168	0.175778485601768	-0.508675197418709	0.940134030726729	-0.50016	-0.57418	-0.45023	-0.51014	0.96619	0.17758	5.95066	-5.48294	-0.225920867687466	-0.34095	-0.14863	-0.25804	-0.15606	-0.9978	1.36496	-26.68098	-1.82938	-0.877924236461223	-0.85648	-0.94199	-0.85759	-0.85563	0.71942	0.51153	-10.97752	-15.98142
"stick"	4	-0.365086373395752	0.0132532810675912	-0.371291947933194	0.97806777988687	-0.37265	-0.36685	-0.37228	-0.37339	0.99956	0.0126	48.2805	-3.1119	-0.466749929135016	-0.46532	-0.46564	-0.47205	-0.46399	0.11817	0.56647	-12.60958	-0.79588	-0.576823788079814	-0.57762	-0.57326	-0.57833	-0.57809	0.82977	0.24889	0.5491	-53.10861
"stick"	4	-0.0759824213688262	0.000148933846503496	-0.0754193414526232	1.00831169180984	-0.07552	-0.0754	-0.07528	-0.07548	1	0.00013	121.13218	-1.77772	-0.0952733435145517	-0.09538	-0.09524	-0.09512	-0.09535	0.93547	0.02016	40.76484	-61.42532	-0.08398539304279	-0.08409	-0.08396	-0.08384	-0.08405	0.98818	0.00863	54.34372	-84.77611
"stick"	4	-0.315508436004166	0.17498745280318	-0.202907692776609	1.89535371961443	-0.21936	-0.23283	-0.18024	-0.1792	0.90201	0.16505	7.12141	-3.2672	-0.270322139465558	-0.08984	-0.37131	-0.40064	-0.2195	-0.48698	0.64295	-14.63606	-6.14005	-0.499611388474247	-0.543	-0.55712	-0.4362	-0.46213	0.84056	0.21054	3.22646	-0.98675
"stick"	4	-0.495680690358859	0.0352307247230783	-0.471047366480972	1.08162858097861	-0.47337	-0.47306	-0.48388	-0.45388	0.99795	0.04438	28.1355	-2.64522	-0.153325947318095	-0.15198	-0.16694	-0.17262	-0.12177	-1.53449	1.56155	-28.83392	-6.9785	-0.913065952030975	-0.91403	-0.91266	-0.92585	-0.89972	0.75539	0.48512	-10.12932	-41.49402
"stick"	4	-0.213153979822528	0.200903628778178	-0.638404697605183	0.159231814268593	-0.02781	-1.42546	-0.34246	-0.75789	-0.24709	0.30219	-2.55577	-13.35129	-0.297779554355576	0.00312	-0.57015	-0.32315	-0.30093	0.62427	0.16587	7.04186	-4.17131	-0.213802690887228	0.00111	-0.4434	-0.19726	-0.21567	0.57219	0.17699	6.00328	-7.08907
"stick"	4	-0.158936062129214	0.0106132702785544	-0.175356985239349	0.896229932375591	-0.16632	-0.17597	-0.18403	-0.17511	0.999	0.00614	59.78709	-4.83204	-0.293883676173094	-0.28589	-0.29417	-0.30346	-0.29201	0.49733	0.13742	10.05213	-34.61015	-0.197007231693824	-0.18833	-0.19759	-0.2059	-0.19621	0.94669	0.04475	28.00233	-33.11453
"stick"	4	-0.424626311252359	0.101258672366384	-0.526888255038595	0.7434418985697	-0.51967	-0.54096	-0.55537	-0.49155	0.99223	0.0713	20.55142	-2.98813	-0.454647966391682	-0.33405	-0.4366	-0.45711	-0.59082	-0.15008	0.86755	-19.42969	-1.16342	-0.742008581405738	-0.73678	-0.75341	-0.75701	-0.72082	0.71962	0.42836	-8.13824	-27.63811
"stick"	4	-0.403362266649492	0.0886993136373349	-0.462822246461245	0.833865829619748	-0.44108	-0.44409	-0.47072	-0.4954	0.98449	0.09066	16.7066	-5.5476	-0.409186264563931	-0.51781	-0.39233	-0.45269	-0.27391	-0.1382	0.7766	-17.65768	-1.77729	-0.67366610388623	-0.64787	-0.65935	-0.65662	-0.73083	0.76599	0.35213	-5.00306	-21.86254
"stick"	4	-0.337311074777972	0.212051969137974	-0.421974986943057	0.747191428799883	-0.46135	-0.31069	-0.44203	-0.47382	0.94815	0.1322	10.67174	-5.28936	-0.376083403529118	-0.47584	-0.25267	-0.4163	-0.35952	0.16219	0.5314	-11.58724	-2.02784	-0.526266461313857	-0.5484	-0.39787	-0.55167	-0.60713	0.76099	0.28383	-1.55301	-9.94485
"stick"	4	-0.379311870504171	0.141655896091834	-0.266581589278951	1.56093420071781	-0.22413	-0.34193	-0.28494	-0.21533	0.95193	0.13179	10.72226	-1.85814	-0.476203320404578	-0.37219	-0.67794	-0.53459	-0.32009	0.03698	0.58986	-13.25715	-1.63295	-0.583448826421242	-0.50945	-0.71322	-0.61898	-0.49215	0.84891	0.23364	1.56061	-3.57257
"stick"	4	-0.249580233055167	0.21941623208113	-0.397619147250005	0.487843553064866	-0.44505	-0.29465	-0.57463	-0.27615	0.88982	0.11778	12.5197	-3.9911	-0.439654150907258	-0.45384	-0.3182	-0.56546	-0.42112	0.43716	0.26621	-0.52744	-13.74686	-0.309456267258079	-0.32769	-0.22835	-0.42589	-0.25589	0.7376	0.18177	5.57748	-2.22823
"stick"	4	-0.242315477062948	0.122524893144146	-0.376206502837353	0.579183823727175	-0.24701	-0.36039	-0.43361	-0.46382	0.91934	0.11041	13.5534	-2.25842	-0.307397413927019	-0.28996	-0.35344	-0.25664	-0.32955	0.45961	0.28579	-1.66329	-15.35366	-0.351662553536578	-0.25686	-0.3172	-0.40363	-0.42896	0.74454	0.1965	4.33034	-5.3351
"stick"	4	-0.232011263398454	0.140528160496615	-0.14776305688824	1.64775954128335	-0.10317	-0.17638	-0.15976	-0.15174	0.80533	0.1444	9.25998	-0.88388	-0.406961673814873	-0.30312	-0.4965	-0.41464	-0.41359	0.53742	0.22259	2.33584	-8.10629	-0.303376350459282	-0.21873	-0.36113	-0.32333	-0.31031	0.75679	0.1614	7.47891	-2.57994
"stick"	4	-0.46354781211121	0.0545801495318301	-0.4750166293171	0.962028312970293	-0.47408	-0.48062	-0.43921	-0.50615	0.99908	0.02684	36.18067	-1.89269	-0.12533018719546	-0.13521	-0.12118	-0.10659	-0.13834	-1.58767	1.42246	-27.34126	-6.09894	-0.820652599229035	-0.81474	-0.83104	-0.77466	-0.86217	0.75827	0.43476	-8.37565	-47.53891
"stick"	4	-0.324332322378177	0.223204756970517	-0.260943202465421	1.31357292151725	-0.30124	-0.1801	-0.31416	-0.24827	0.89695	0.1639	7.23286	-5.02243	-0.425703702308751	-0.45632	-0.2241	-0.50607	-0.51633	0.32486	0.41953	-7.80507	-2.20696	-0.473069569946021	-0.52176	-0.3719	-0.54403	-0.45459	0.80864	0.22335	2.28091	-2.58139
"stick"	4	-0.116830561554525	0.127034511591773	-0.523483789457062	0.1	-0.79512	-0.43881	-0.34909	-0.51092	-0.35169	0.14762	8.90723	-14.03462	-0.133521105659654	-0.17305	-0.11526	-0.11133	-0.13444	0.45036	0.09413	16.10605	-5.96832	-0.109650941081216	-0.14883	-0.09568	-0.086	-0.1081	0.37203	0.10062	15.0402	-8.30653
"stick"	4	-0.481598876148928	0.0268223300226964	-0.471868647762422	1.02705831653209	-0.4783	-0.46574	-0.46733	-0.4761	0.99943	0.02212	39.27386	-3.67903	-0.135069233746394	-0.15077	-0.12516	-0.13142	-0.13293	-1.58842	1.49691	-28.15744	-7.09787	-0.865981577600617	-0.86887	-0.86076	-0.85905	-0.87524	0.76086	0.45499	-9.10345	-57.48243
"stick"	4	-0.41205012772698	0.0459553117980249	-0.431824977752082	0.945438400052761	-0.42422	-0.45193	-0.4277	-0.42345	0.99759	0.03625	31.37514	-1.30821	-0.401897712126413	-0.49692	-0.30038	-0.46543	-0.34485	-0.25633	0.82824	-18.68786	-1.36124	-0.695035896193369	-0.68662	-0.72206	-0.68912	-0.68234	0.78801	0.34022	-4.45241	-37.44074
"stick"	4	-0.138250979362056	0.175956552906428	-0.188472173036119	0.734126442563756	-0.09504	-0.29701	-0.02865	-0.33318	0.75637	0.11845	12.42981	-4.29092	-0.238083471118611	-0.21947	-0.3477	-0.00364	-0.38152	0.44547	0.1787	5.85001	-6.13158	-0.17169161542533	-0.11408	-0.25824	-0.0241	-0.29034	0.71673	0.12772	11.22385	-2.03541
"stick"	4	-0.323332567419857	0.0374285831931047	-0.359018296778704	0.879676831195673	-0.34621	-0.36267	-0.36388	-0.36331	0.99623	0.03155	33.59563	-2.66429	-0.325700680807191	-0.31828	-0.32982	-0.32609	-0.32861	0.04209	0.50306	-10.71036	-2.40463	-0.494042381002085	-0.48439	-0.49354	-0.50105	-0.49719	0.83378	0.20956	3.30108	-28.05421
"stick"	4	-0.416941047017463	0.0495121038402431	-0.43436983560923	0.970531847185477	-0.46868	-0.42917	-0.40579	-0.43384	0.99834	0.03137	33.68527	-2.81528	-0.237975542613351	-0.12324	-0.36497	-0.34245	-0.12125	-0.88011	1.05445	-22.55134	-2.09872	-0.72154531773994	-0.76975	-0.71341	-0.68894	-0.71408	0.78576	0.35595	-5.17554	-43.16429
"stick"	4	-0.274109893431887	0.0355298646027222	-0.306416076405734	0.869203404758107	-0.28225	-0.27952	-0.34594	-0.31795	0.99359	0.03227	33.23605	-1.44733	-0.239898544898088	-0.22235	-0.21273	-0.27429	-0.25023	0.0199	0.39894	-6.99993	-9.96291	-0.391800346543542	-0.36349	-0.36369	-0.43463	-0.40539	0.86505	0.14803	8.86236	-20.82753
"stick"	4	-0.177460212411825	0.100748654047493	-0.0832849689354133	2.40091417866746	-0.06348	-0.0871	-0.09945	-0.08311	0.80569	0.09799	15.46324	-1.72013	-0.42609675693678	-0.35399	-0.42395	-0.49018	-0.43627	-0.17877	0.24135	1.04088	-5.44679	-0.225585170928058	-0.17288	-0.23389	-0.26956	-0.22601	0.78752	0.10247	14.74782	-0.74211
"stick"	4	-0.166587576840539	0.0239405950997025	-0.181917000657561	0.92604379013472	-0.17175	-0.17876	-0.18657	-0.19059	0.99284	0.01783	42.72691	-3.16669	-0.338176798186978	-0.32722	-0.32947	-0.34407	-0.35194	0.35542	0.16918	6.7257	-28.51333	-0.212668027718518	-0.20236	-0.20742	-0.21761	-0.22328	0.93831	0.05234	25.49793	-11.73507
"stick"	4	-0.146179389616009	0.233271715114824	-0.621120440722051	0.1	-0.74612	-0.50635	-0.39993	-0.83207	-0.98065	0.26018	-0.16097	-14.67775	-0.236785660273375	-0.31457	-0.19346	-0.0655	-0.37362	0.38979	0.14442	9.25801	-7.16584	-0.16033132697817	-0.2022	-0.11725	-0.08098	-0.2409	0.30433	0.1542	8.20946	-6.98122
"stick"	4	-0.471866489225067	0.221031057066284	-0.502190485674148	0.941868124525746	-0.53684	-0.46179	-0.44059	-0.56955	0.93781	0.23445	1.50496	-4.64723	-0.161539130539478	-0.29726	-0.25322	-0.01546	-0.08023	-1.16927	1.38474	-26.91125	-5.75243	-0.838152866169177	-0.82472	-0.76611	-0.82688	-0.9349	0.71971	0.49776	-10.54073	-7.12774
"stick"	4	-0.234731534007005	0.0979969382751733	-0.55762706543513	0.320858164605248	-0.58357	-0.59325	-0.51843	-0.53526	0.96355	0.0753	19.67691	-5.01542	-0.386328400056818	-0.33487	-0.36855	-0.44501	-0.39688	0.54205	0.26691	-0.56939	-16.96134	-0.350391731443817	-0.35492	-0.36287	-0.31722	-0.36655	0.6828	0.22213	2.36853	-14.81714
"stick"	4	-0.174108106817584	0.0411149425199255	-0.137482912779146	1.31522875471266	-0.11901	-0.15282	-0.12528	-0.15281	0.98392	0.02678	36.22086	-0.97214	-0.353179161238715	-0.31716	-0.38278	-0.3292	-0.38358	0.34344	0.17111	6.5442	-24.28209	-0.216537522691061	-0.18917	-0.23967	-0.19745	-0.23986	0.94851	0.04792	26.90994	-6.04372
"stick"	4	-0.20552707008319	0.0490041252342053	-0.291904690774501	0.65870701270076	-0.28637	-0.21841	-0.35613	-0.3067	0.94792	0.06623	21.73049	-3.72531	-0.355545600265649	-0.36425	-0.31152	-0.39513	-0.35128	0.64809	0.17217	6.44542	-17.2254	-0.277118758306605	-0.27806	-0.22689	-0.322	-0.28152	0.83421	0.11817	12.46653	-5.3097
"stick"	4	-0.159586124506313	0.0492445023264736	-0.0809522387597064	2.14304067348985	-0.07763	-0.09125	-0.07288	-0.08205	0.93707	0.04733	27.10659	-1.28644	-0.288329409618139	-0.28344	-0.31491	-0.2593	-0.29566	0.56886	0.12388	11.7116	-8.75548	-0.193317683132386	-0.18583	-0.21732	-0.17344	-0.19668	0.92359	0.05215	25.55438	-1.08223
"stick"	4	-0.327151574462187	0.158460798615124	-0.0917702074386059	4.4743657861813	-0.07562	-0.08999	-0.11548	-0.08598	0.88247	0.16247	7.37309	-8.58423	-0.386734562183132	-0.26085	-0.44072	-0.40227	-0.4431	0.01788	0.46965	-9.61075	-2.38007	-0.464378046467164	-0.40379	-0.45265	-0.57407	-0.42701	0.86518	0.17401	6.27542	-6.4919
"stick"	4	-0.309570291370619	0.176181855378672	-0.256630880332593	1.20805689439687	-0.24713	-0.25016	-0.21198	-0.31725	0.88562	0.15701	7.9203	-5.31163	-0.359535200535804	-0.4058	-0.26316	-0.3211	-0.44808	0.28568	0.39236	-6.73388	-5.51577	-0.430404745087226	-0.39572	-0.45352	-0.3668	-0.50557	0.79192	0.21177	3.13318	-3.02144
"stick"	4	-0.42825776336249	0.107230424473528	-0.425078001286798	1.02930826206247	-0.44056	-0.43877	-0.36339	-0.4576	0.98527	0.09619	15.75997	-3.5645	-0.431862692310854	-0.53207	-0.4057	-0.45355	-0.33614	-0.31256	0.90806	-20.15992	-0.25942	-0.742444711651302	-0.74399	-0.75336	-0.67628	-0.79615	0.77648	0.37473	-5.99807	-20.94717
"stick"	4	-0.31881191493012	0.0452643856988288	-0.337984268609976	0.919845965779481	-0.32652	-0.35772	-0.3471	-0.32059	0.99179	0.04466	28.03589	-2.10477	-0.32431486037059	-0.31627	-0.34034	-0.33423	-0.30642	0.08719	0.4708	-9.64973	-2.95402	-0.474554910891978	-0.46687	-0.49852	-0.48075	-0.45208	0.84423	0.19449	4.49525	-20.44739
"stick"	4	-0.212745998753235	0.0846911638509482	-0.341319253540786	0.552315970584172	-0.3223	-0.4193	-0.36891	-0.25477	0.95157	0.06664	21.63309	-5.85561	-0.356053626069926	-0.36641	-0.386	-0.3677	-0.30411	0.65422	0.17805	5.90794	-16.91087	-0.281860715863632	-0.28166	-0.32176	-0.29587	-0.22815	0.82527	0.12657	11.36866	-5.14659
"stick"	4	-0.253551512875129	0.229995895293541	-0.425618966770802	0.496116361959189	-0.52262	-0.37556	-0.60002	-0.20427	0.78011	0.21204	3.11239	-4.00684	-0.265895271774062	-0.28176	-0.32971	-0.37453	-0.07758	0.29245	0.38036	-6.23684	-12.38603	-0.368087468191694	-0.43876	-0.34147	-0.49261	-0.19951	0.58682	0.29066	-1.93352	-0.59871
"stick"	4	-0.374707679776475	0.148272019345313	-0.310153883118433	1.297599956994	-0.31441	-0.34242	-0.32837	-0.25542	0.95744	0.12765	11.23191	-3.96106	-0.32001797702214	-0.2998	-0.33827	-0.26669	-0.37532	-0.3597	0.7215	-16.48025	-2.00777	-0.589289625829313	-0.59838	-0.64062	-0.60507	-0.51309	0.83747	0.24945	0.51281	-4.6906
"stick"	4	-0.158332311653066	0.199448174156714	-0.370975993826223	0.450171013761725	-0.44734	-0.08157	-0.58195	-0.37305	0.79163	0.16104	7.51505	-5.411	-0.274869407549808	-0.39819	0.05063	-0.41008	-0.34183	0.56534	0.23258	1.63312	-4.92339	-0.25580341499942	-0.33756	-0.0474	-0.35639	-0.28186	0.68051	0.1994	4.09594	-1.14073
"stick"	4	-0.499105027422775	0.240180636290461	-0.329178696972641	1.6725398271824	-0.24198	-0.35575	-0.35805	-0.36094	0.93236	0.23697	1.33418	-2.40325	-0.245891879722381	-0.09233	-0.27488	-0.24545	-0.37091	-1.26625	1.37165	-26.75926	-3.01475	-0.854267625973116	-0.69984	-0.90141	-0.89991	-0.91591	0.77192	0.43515	-8.38983	-10.10421
"stick"	4	-0.164811909839045	0.193652898422442	-0.356367920584596	0.518799688231215	-0.44542	-0.1222	-0.66135	-0.19651	0.66682	0.20263	3.83921	-6.87778	-0.344849282392465	-0.40145	-0.13622	-0.5138	-0.32793	0.36891	0.27887	-1.27108	-4.04222	-0.261365455598842	-0.30583	-0.10402	-0.43259	-0.20302	0.54971	0.23556	1.42943	-1.83154
"stick"	4	-0.289607151248492	0.240218905266374	-0.103413938518689	3.76868357472472	-0.06733	-0.12394	-0.12386	-0.09853	0.82419	0.20365	3.75842	-3.85057	-0.334114685191717	-0.05032	-0.4541	-0.33422	-0.49783	-0.04649	0.49686	-10.51175	-2.12754	-0.447237929604813	-0.3045	-0.5244	-0.54144	-0.41861	0.80595	0.21395	2.969	-1.53425
"stick"	4	-0.0638877399382181	0.144817363761831	-0.282384313251952	0.137229465327776	0.07541	-0.23466	-0.40539	-0.5649	-0.19734	0.12551	11.50338	-18.05375	-0.0545222733946072	0.0154	-0.00977	-0.08921	-0.1345	0.10549	0.10848	13.836	-13.63983	-0.0515054789214887	0.01238	-0.02061	-0.07969	-0.11811	0.06453	0.11094	13.47784	-14.16702
"stick"	4	-0.198999063367955	0.22447287797695	-0.512986248393934	0.248569896146375	-0.65063	-0.60247	-0.82995	0.03111	-0.37289	0.29543	-2.19411	-12.03815	-0.291015191691715	-0.37498	-0.20742	-0.37592	-0.20573	0.56442	0.16641	6.98989	-10.72029	-0.199275048801592	-0.24442	-0.18872	-0.28808	-0.07588	0.33907	0.20499	3.65406	-19.28569
