"model"	"n.muts"	"coes"	"sigma"	"u.mean"	"d.hat.max"	"u.hats.1"	"u.hats.2"	"u.hats.3"	"u.hats.4"	"R2.stick"	"sig.stick"	"lnL.stick"	"P.stick"	"s.mean"	"s.hats.1"	"s.hats.2"	"s.hats.3"	"s.hats.4"	"R2.mult"	"sig.mult"	"lnL.mult"	"P.mult"	"w.mean"	"w.hats.1"	"w.hats.2"	"w.hats.3"	"w.hats.4"	"R2.add"	"sig.add"	"lnL.add"	"P.add"
"mult"	4	-0.373963268497027	0.216759501956403	-0.697163116788861	0.1	-0.81351	-0.51097	-1.03456	-0.42962	-2.79512	0.41701	-7.70872	-20.31534	-0.265859093345434	-0.35189	-0.16928	-0.29387	-0.2484	-0.09666	0.22417	2.22288	-6.84794	-0.198372901683768	-0.25058	-0.14874	-0.2948	-0.09938	-0.40219	0.25348	0.25674	-12.82562
"mult"	4	-0.426786301925313	0.118293662904762	-0.776069724425035	0.1	-0.61338	-0.61966	-0.75942	-1.11181	-2.08423	0.3957	-6.86951	-20.09907	-0.418015390576003	-0.42317	-0.31549	-0.26226	-0.67114	0.66948	0.12954	10.99764	-4.09828	-0.23302368099241	-0.1812	-0.17962	-0.20707	-0.3642	0.31573	0.18638	5.17615	-13.04365
"mult"	4	-0.404949515801854	0.0173773596179672	-0.754309304469843	0.1	-0.76393	-0.73956	-0.79444	-0.7193	-4.53745	0.3941	-6.80463	-21.24404	-0.409204494940346	-0.39866	-0.39346	-0.44133	-0.40337	0.9878	0.0185	42.13913	-3.25012	-0.23000854683253	-0.23063	-0.22293	-0.24601	-0.22046	-0.04311	0.17105	6.55	-46.24829
"mult"	4	-0.0518506062449887	0.046859834343195	-0.0564081679948387	0.875320992495741	-0.02646	-0.08316	-0.03961	-0.07641	0.70424	0.03422	32.2953	-4.85471	-0.0579534399556667	-0.03	-0.08248	-0.04439	-0.07495	0.67618	0.03581	31.57023	-3.54369	-0.0533785984310954	-0.02627	-0.07739	-0.03912	-0.07073	0.69789	0.03459	32.12523	-4.23758
"mult"	4	-0.385648533457425	0.0448223592829891	-0.746015853722358	0.1	-0.73312	-0.67083	-0.77554	-0.80457	-3.17622	0.34259	-4.56347	-19.64804	-0.393756967316484	-0.38904	-0.35615	-0.41331	-0.41653	0.91712	0.04826	26.79489	-4.14003	-0.22352185260142	-0.21887	-0.19788	-0.23575	-0.24159	0.38505	0.13146	10.76154	-21.53131
"mult"	4	-0.311269093176816	0.00307023740606382	-0.714518218485029	0.1	-0.71828	-0.7102	-0.71369	-0.7159	-2.47872	0.28963	-1.87645	-20.44	-0.312112623351397	-0.31498	-0.31078	-0.31039	-0.31231	0.99951	0.00343	69.09508	-2.60206	-0.201484373365963	-0.20309	-0.20031	-0.20087	-0.20167	0.53789	0.10556	14.27243	-71.24962
"mult"	4	-0.246532864856999	0.206030924222432	-0.476734027709962	0.272716810322797	-0.03507	-0.49814	-0.52459	-0.84913	0.40546	0.22859	1.91023	-9.07161	-0.301029041454973	-0.09248	-0.29854	-0.38418	-0.42891	0.33899	0.24103	1.06244	-11.70855	-0.193565974886075	-0.09477	-0.1713	-0.20629	-0.3019	0.51919	0.20557	3.60885	-9.4115
"mult"	4	-0.470427375647705	0.155907145119272	-0.799861156740794	0.1	-0.54031	-0.7323	-0.93546	-0.99137	-2.49383	0.44464	-8.73509	-30.69214	-0.479577546638412	-0.43229	-0.43784	-0.52976	-0.51843	0.68687	0.13311	10.56192	-6.87805	-0.242231244729272	-0.18614	-0.21687	-0.27022	-0.29569	0.03493	0.23369	1.55736	-15.72159
"mult"	4	-0.175396831764374	0.241469854314346	-0.542314278224777	0.167091834386901	-0.41189	0.02366	-0.77921	-1.00182	-0.22341	0.31823	-3.38318	-13.15008	-0.170751531425462	-0.30153	0.03534	-0.09115	-0.32566	-0.04313	0.29385	-2.10781	-8.62603	-0.17790129971557	-0.15537	-0.02529	-0.21033	-0.32061	0.2123	0.25535	0.13909	-10.81995
"mult"	4	-0.47050715952646	0.238746870018076	-0.94028100471558	0.1	-0.58078	-1.23583	-0.92799	-1.01652	-1.17771	0.51027	-10.93797	-27.10945	-0.349470946824582	-0.35192	-0.42743	-0.28307	-0.33546	0.08175	0.33134	-4.02949	-12.81241	-0.322062118422823	-0.24748	-0.40693	-0.28623	-0.34761	0.52336	0.23872	1.2162	-10.26854
"mult"	4	-0.164377660199534	0.156029824865982	-0.0189443122584355	8.01182180171405	-0.0242	-0.02651	-0.01753	-0.00754	0.45421	0.16069	7.54902	-7.80917	-0.204232178180169	-0.23345	-0.28932	-0.17968	-0.11448	0.37649	0.17175	6.48399	-7.39216	-0.155522581377643	-0.19732	-0.2179	-0.14312	-0.06375	0.45374	0.16076	7.54223	-7.71709
"mult"	4	-0.365059416356962	0.0543100597569719	-0.724896829820634	0.1	-0.70795	-0.71032	-0.68279	-0.79853	-3.91558	0.34542	-4.69532	-20.39329	-0.35250852430436	-0.3444	-0.36232	-0.32769	-0.37562	0.93331	0.04024	29.70503	-1.99368	-0.212900995359141	-0.20516	-0.21416	-0.19682	-0.23547	0.114	0.14665	9.01228	-19.98012
"mult"	4	-0.459543094993569	0.177532364788931	-1.00604616928863	0.1	-1.5984	-1.18812	-0.41244	-0.82522	0.01658	0.34155	-4.51497	-13.73998	-0.311159353318125	-0.38031	-0.29524	-0.33361	-0.23548	0.41362	0.26374	-0.37838	-4.1511	-0.308395669347972	-0.44367	-0.36255	-0.19166	-0.2357	0.76796	0.16591	7.03817	-5.83281
"mult"	4	-0.478143557161093	0.162148399220314	-0.830823442854076	0.1	-0.78554	-0.27678	-1.34422	-0.91676	-1.5462	0.4388	-8.52349	-16.78498	-0.290515715213691	-0.39722	0.39406	-0.60406	-0.55485	0.19099	0.24734	0.64885	-7.92941	-0.251168997159507	-0.25764	-0.03021	-0.42539	-0.29144	0.39429	0.21402	2.96421	-9.89708
"mult"	4	-0.499599470337853	0.168317260802723	-0.745381767159448	0.1	-0.70266	-0.95517	-0.78599	-0.53772	-3.62768	0.53462	-11.68374	-18.71658	-0.405586914590995	-0.43624	-0.42543	-0.44422	-0.31646	0.27207	0.21203	3.11315	-6.00044	-0.235221620498052	-0.26294	-0.32449	-0.23586	-0.11759	-0.59307	0.31367	-3.15259	-12.14659
"mult"	4	-0.153445466491394	0.177813474379946	-0.300845239823107	0.334828721909207	-0.11156	-0.55296	-0.86842	0.32955	0.1716	0.20147	3.9311	-16.76731	-0.0815196878397238	0.0487	-0.19659	-0.34337	0.16518	0.49682	0.15702	7.91947	-10.60791	-0.0877261478577757	0.00123	-0.18142	-0.30348	0.13277	0.50501	0.15573	8.05085	-11.04578
"mult"	4	-0.271139430766925	0.132408513978589	-0.661376424752438	0.1	-0.8562	-0.44513	-0.75976	-0.58441	-1.5261	0.28527	-1.63401	-19.52218	-0.241820763141096	-0.34134	-0.17573	-0.22703	-0.22318	0.56132	0.11888	12.37124	-9.03657	-0.170273172247461	-0.2329	-0.11176	-0.18329	-0.15315	0.2153	0.159	7.719	-11.19218
"mult"	4	-0.270330416492652	0.0622190987924114	-0.737434349465951	0.1	-0.89437	-0.64999	-0.74529	-0.66009	-0.67518	0.2367	1.35255	-16.25692	-0.323141879396923	-0.39346	-0.30037	-0.31111	-0.28763	0.78336	0.08512	17.716	-4.74293	-0.206731629219413	-0.25596	-0.18369	-0.20174	-0.18554	0.86669	0.06677	21.6005	-4.86333
"mult"	4	-0.403374087647535	0.114730489556678	-0.738097729790064	0.1	-0.83345	-0.60132	-0.77583	-0.74179	-3.29771	0.4509	-8.95878	-24.71021	-0.338046449435485	-0.48502	-0.22151	-0.39838	-0.24728	0.37434	0.17204	6.45754	-2.97915	-0.218881903055092	-0.28595	-0.1417	-0.24534	-0.20253	-0.34106	0.25187	0.35819	-15.57321
"mult"	4	-0.389433799043763	0.205734590417705	-0.861095767975468	0.1	-0.49571	-0.85711	-0.71898	-1.37258	-0.77155	0.40226	-7.13253	-16.34772	-0.185092399019973	-0.04035	-0.15032	-0.21002	-0.33968	-0.66008	0.3894	-6.61258	-4.49986	-0.277048874674825	-0.17387	-0.25667	-0.23605	-0.4416	0.55453	0.20172	3.91126	-6.70679
"mult"	4	-0.225908078043722	0.0170825981767848	-0.664773476499358	0.1	-0.57673	-0.71552	-0.7174	-0.64944	-1.08143	0.20315	3.79756	-19.98872	-0.233446194944725	-0.20924	-0.24508	-0.25214	-0.22733	0.98638	0.01643	44.03318	-1.24812	-0.169758945957088	-0.14914	-0.18086	-0.18444	-0.1646	0.80644	0.06195	22.79945	-20.59488
"mult"	4	-0.0576984627987258	0.00889060134068131	-0.33394997528045	0.1	-0.28207	-0.33991	-0.34426	-0.36956	0.60892	0.02952	34.65918	-21.0376	-0.0566393199968504	-0.04946	-0.05786	-0.05754	-0.06169	0.97553	0.00738	56.83251	-2.0963	-0.0524959777780064	-0.0456	-0.05355	-0.05348	-0.05734	0.96304	0.00908	53.53097	-4.51331
"mult"	4	-0.485121402179357	0.0965267433202825	-0.799463453006548	0.1	-0.84761	-0.95082	-0.72123	-0.67819	-4.94936	0.49151	-10.33864	-20.78824	-0.570092245107556	-0.70763	-0.62276	-0.48576	-0.46421	0.77423	0.09575	15.83357	-4.7407	-0.259382350412858	-0.2961	-0.31265	-0.21879	-0.20999	-0.33829	0.23312	1.59648	-26.1086
"mult"	4	-0.269701011735015	0.179321618692484	-0.0529599794602066	3.15928935724931	0.00364	-0.07804	-0.08893	-0.0485	0.68635	0.1402	9.73219	-4.77728	-0.240984461436365	0.06879	-0.37026	-0.44389	-0.21858	0.50475	0.17617	6.07794	-5.95604	-0.178666021546204	0.01439	-0.26242	-0.30377	-0.16287	0.68228	0.14111	9.62899	-4.5541
"mult"	4	-0.0677670351811684	0.119795770850033	-0.160421301503878	0.441445189932232	-0.21123	-0.21519	-0.17583	-0.03944	0.47444	0.097	15.62649	-8.80059	-0.0937236634834767	-0.10538	-0.13655	-0.10443	-0.02854	0.40992	0.10278	14.70013	-8.17106	-0.0839733393034807	-0.09889	-0.11903	-0.09379	-0.02417	0.45022	0.09921	15.26601	-8.31323
"mult"	4	-0.433091550553218	0.130572606227361	-0.787997054208508	0.1	-0.8929	-0.82571	-0.63784	-0.79553	-4.89079	0.45317	-9.03908	-20.54303	-0.546533294579938	-0.57214	-0.58273	-0.4899	-0.54136	0.81089	0.08119	18.4716	-1.5038	-0.252113950051117	-0.28941	-0.26723	-0.19925	-0.25257	-0.19121	0.20378	3.74827	-26.1111
"mult"	4	-0.334439488919452	0.189226520597003	-0.522579695774513	0.263292831160279	-0.39886	0.14699	-0.96	-0.87845	-0.19371	0.28896	-1.83973	-14.57873	-0.238840727456424	-0.23027	0.14383	-0.43267	-0.43625	0.63	0.16088	7.5308	-11.80823	-0.190287403682921	-0.14502	0.04233	-0.34171	-0.31675	0.3741	0.20924	3.3253	-18.35874
"mult"	4	-0.141971794085111	0.154491423163563	-0.482446309595111	0.172129002560424	-0.19656	-0.91557	-0.37422	-0.44343	0.66175	0.10493	14.36769	-8.13609	-0.154496447595643	-0.08639	-0.25474	-0.1259	-0.15096	0.40094	0.13965	9.79499	-1.25461	-0.128742072046987	-0.06351	-0.22576	-0.09955	-0.12615	0.5379	0.12265	11.87167	-3.35425
"mult"	4	-0.0624848303152248	0.214622427301947	-0.0142375017536314	4.1785720452009	-0.0032	-0.00254	-0.07576	0.02455	0.32502	0.21653	2.77723	-10.6969	-0.0468404665772321	0.01992	0.01492	-0.3406	0.11841	0.27978	0.22367	2.25827	-10.9804	-0.0581861623270913	-0.01101	-0.0082	-0.31689	0.10334	0.32454	0.21661	2.77152	-10.42705
"mult"	4	-0.164526884059887	0.155501216417179	-0.545887797592536	0.234912201720285	-1.03715	-0.72329	-0.19225	-0.23085	0.30294	0.21608	2.81084	-11.30572	-0.253056194432914	-0.36684	-0.23707	-0.24431	-0.164	0.51985	0.17933	5.79304	-6.76477	-0.187890904702362	-0.29754	-0.21469	-0.14363	-0.0957	0.61806	0.15994	7.62383	-9.21435
"mult"	4	-0.229732962267008	0.143788010173012	-0.122571953250531	1.51061326549158	-0.18551	-0.01482	-0.10365	-0.18631	0.79794	0.11967	12.26576	-5.02249	-0.331570974037345	-0.47434	-0.02732	-0.38355	-0.44108	0.37293	0.21081	3.20605	-3.85477	-0.212914012387974	-0.31862	-0.02242	-0.19769	-0.31293	0.77966	0.12496	11.57297	-3.56394
"mult"	4	-0.321145027736202	0.00189173611579463	-0.718244226911445	0.1	-0.7178	-0.71908	-0.71245	-0.72365	-2.71927	0.3006	-2.47163	-20.47386	-0.320654711794154	-0.32123	-0.32037	-0.31694	-0.32408	0.99984	0.00198	77.86535	-3.65104	-0.204368922853477	-0.20442	-0.20441	-0.20216	-0.20648	0.47961	0.11244	13.26206	-85.31538
"mult"	4	-0.366922461555805	0.0618655264843255	-0.720615225337916	0.1	-0.73566	-0.82787	-0.57976	-0.73916	-5.6339	0.38963	-6.62201	-22.33507	-0.363528908503781	-0.3121	-0.4338	-0.32301	-0.3852	0.81997	0.06419	22.23274	-4.70591	-0.212849670985027	-0.20928	-0.25276	-0.17026	-0.2191	-0.56728	0.18938	4.92079	-25.28039
"mult"	4	-0.129528507520445	0.182176079310011	-0.0770255239676885	1.77655939414716	-0.02909	-0.09332	-0.10002	-0.08566	0.51957	0.15435	8.1931	-5.8513	-0.207462439318047	-0.11541	-0.26209	-0.24092	-0.21143	0.37664	0.17582	6.10958	-3.86227	-0.152486562633568	-0.06399	-0.18865	-0.19218	-0.16513	0.5111	0.15571	8.05325	-5.3774
"mult"	4	-0.232326767453924	0.0562822867650539	-0.706111575088124	0.1	-0.83928	-0.75027	-0.76092	-0.47398	-0.41482	0.20151	3.92802	-27.64813	-0.261113416802427	-0.28103	-0.27531	-0.26956	-0.21855	0.86009	0.06337	22.43839	-1.48633	-0.181013995423463	-0.20401	-0.19145	-0.19088	-0.13771	0.83244	0.06935	20.99522	-7.70832
"mult"	4	-0.415292715479154	0.189395472698379	-0.846008540415018	0.1	-0.71592	-0.75597	-0.74469	-1.16746	-0.6293	0.38683	-6.50678	-19.80356	-0.351624653737173	-0.33223	-0.26649	-0.32878	-0.479	0.50741	0.2127	3.06309	-4.89252	-0.271346219145946	-0.24891	-0.23208	-0.20241	-0.40199	0.61664	0.18764	5.06876	-5.71143
"mult"	4	-0.154339012992568	0.210954754787963	-0.0441562019314787	3.54477875773687	-0.02931	-0.06052	-0.06179	-0.025	0.40123	0.19595	4.37557	-8.81776	-0.227251392657297	-0.14393	-0.29465	-0.32819	-0.14223	0.30674	0.21084	3.20329	-8.27261	-0.166188637115664	-0.11096	-0.22459	-0.23342	-0.09579	0.39922	0.19628	4.34872	-8.53541
"mult"	4	-0.286237282620277	0.138128965743817	-0.740343987194347	0.1	-0.90643	-0.71204	-0.60725	-0.73566	-0.13365	0.22484	2.17451	-16.38524	-0.313824807395752	-0.35313	-0.35453	-0.25887	-0.28877	0.55966	0.14013	9.73969	-1.98448	-0.20132236209039	-0.23462	-0.22028	-0.16411	-0.18628	0.73562	0.10858	13.82091	-4.46489
"mult"	4	-0.499507663981058	0.00681210239417851	-0.758777617155703	0.1	-0.75907	-0.7545	-0.76603	-0.75551	-8.80555	0.4807	-9.98295	-23.64225	-0.488471872705593	-0.49228	-0.4835	-0.4934	-0.4847	0.99215	0.0136	47.05485	-8.09948	-0.240926366341018	-0.24194	-0.23845	-0.24377	-0.23954	-1.43557	0.23958	1.1592	-77.56667
"mult"	4	-0.40716190636158	0.209639982087538	-0.532644838358689	0.1	-0.6766	-1.01855	-0.21383	-0.2216	-2.72934	0.45065	-8.95011	-23.64936	-0.123524995410383	-0.43042	-0.07922	-0.34174	0.35728	-2.2379	0.41991	-7.81965	-8.83577	-0.123167740125329	-0.19493	-0.21794	-0.08697	0.00717	-1.36963	0.35923	-5.32212	-22.20586
"mult"	4	-0.194989896717016	0.0816412314306945	-0.643165698320268	0.1	-0.44624	-0.64552	-0.76305	-0.71785	-0.6566	0.19957	4.0825	-22.08439	-0.195045955677913	-0.18114	-0.21588	-0.23068	-0.15249	0.72007	0.08204	18.30644	-8.89335	-0.149591173127022	-0.12575	-0.15856	-0.17545	-0.1386	0.56026	0.10282	14.69318	-13.51871
"mult"	4	-0.166295336023904	0.00173451920272782	-0.584905801659695	0.1	-0.58882	-0.58261	-0.58564	-0.58255	-0.40549	0.13284	10.59485	-21.72417	-0.166718456022794	-0.16791	-0.16602	-0.16695	-0.166	0.99977	0.00169	80.40563	-3.75504	-0.13268882410816	-0.13366	-0.13214	-0.13288	-0.13208	0.9107	0.03348	32.64356	-62.98828
"mult"	4	-0.3230414127931	0.1725595430471	-0.799228326886939	0.1	-0.70487	-0.61804	-1.15227	-0.72174	-0.57498	0.31517	-3.22883	-17.84501	-0.314046714319145	-0.38383	-0.34375	-0.44065	-0.08796	0.61526	0.15577	8.04671	-5.73577	-0.229289679750615	-0.25136	-0.1587	-0.33709	-0.17	0.67498	0.14317	9.39616	-8.57666
"mult"	4	-0.46308609811822	0.240447144431528	-0.633549495015252	0.1	-0.75268	-0.64276	-0.36159	-0.77717	-7.88181	0.55641	-12.32309	-20.90736	-0.196141120252061	-0.19142	-0.43443	0.02716	-0.18587	-4.00476	0.41767	-7.73417	-10.42704	-0.17598600010766	-0.24002	-0.16881	-0.05106	-0.24406	-3.65382	0.40276	-7.15255	-20.10537
"mult"	4	-0.35560532307718	0.111908232560381	-0.716051386231409	0.1	-0.66056	-0.69239	-0.77443	-0.73683	-4.24129	0.37125	-5.84884	-22.58909	-0.356060114904983	-0.29421	-0.39952	-0.43904	-0.29146	0.73353	0.08371	17.98357	-5.90833	-0.210270638803444	-0.1814	-0.21449	-0.24345	-0.20176	-0.19941	0.17759	5.9491	-18.28879
"mult"	4	-0.202790840226226	0.216994348738808	-0.540635859360183	0.167981076053096	0.05755	-0.15261	-1.17013	-0.89736	-0.05677	0.26296	-0.33098	-13.7453	-0.196184513477339	-0.07843	0.01288	-0.3827	-0.33648	0.41214	0.19613	4.36087	-12.56262	-0.144275672777124	-0.01661	-0.01183	-0.30486	-0.2438	0.30319	0.21353	3.00071	-11.59518
"mult"	4	-0.211712984507903	0.0674529263633303	-0.643617896233293	0.1	-0.57066	-0.73741	-0.60295	-0.66346	-0.58095	0.17569	6.12139	-16.59462	-0.214353828274054	-0.19835	-0.23078	-0.21663	-0.21165	0.87888	0.04863	26.6732	-3.32296	-0.159570011800658	-0.144	-0.1766	-0.1555	-0.16218	0.81722	0.05974	23.38142	-5.96671
"mult"	4	-0.42459764755331	0.0124614633386955	-0.755085483374893	0.1	-0.78589	-0.7562	-0.74113	-0.73712	-5.3969	0.40722	-7.32859	-21.66487	-0.445945929761853	-0.47173	-0.45217	-0.44193	-0.41795	0.97165	0.02711	36.02222	-5.23846	-0.234034963873694	-0.24764	-0.2355	-0.22945	-0.22355	-0.21832	0.17772	5.93815	-45.61244
"mult"	4	-0.10976297610905	0.187665769364685	-0.0416619860433865	2.57265842209554	0.00187	-0.05061	-0.1008	-0.0171	0.37935	0.16543	7.08429	-8.49409	-0.134878176737658	-0.01748	-0.16869	-0.30686	-0.04648	0.33493	0.17125	6.53133	-7.57865	-0.112357614081427	0.00073	-0.13892	-0.26774	-0.0435	0.37737	0.16569	7.05882	-8.24604
"mult"	4	-0.232026572420727	0.139378470892552	-0.75988287150792	0.1	-0.36118	-1.04882	-0.4065	-1.22302	0.19559	0.179	5.82308	-13.90127	-0.231307110852891	-0.20986	-0.29137	-0.10328	-0.32071	0.7706	0.09559	15.86018	-4.01072	-0.172501879757256	-0.13256	-0.22334	-0.0798	-0.25431	0.78889	0.0917	16.52498	-8.65397
"mult"	4	-0.239553710480686	0.238540216872934	-0.112770711241519	1.59966550775577	-0.00727	-0.19783	-0.19633	-0.04966	0.59485	0.19659	4.32312	-6.31615	-0.26584809582369	-0.09324	-0.37782	-0.40522	-0.18711	0.3572	0.24762	0.63057	-2.79036	-0.197549505295436	-0.0306	-0.32593	-0.3316	-0.10207	0.57535	0.20126	3.94718	-5.28189
"mult"	4	-0.409770205640234	0.170011835871264	-0.759533071008488	0.1	-0.67622	-0.54078	-0.72131	-1.09983	-3.62642	0.49268	-10.37666	-20.47919	-0.422400596662169	-0.28901	-0.37429	-0.36055	-0.66575	0.42144	0.17423	6.25534	-4.89504	-0.229915276934518	-0.21033	-0.12516	-0.24094	-0.34323	-0.57954	0.28788	-1.77946	-18.2111
"mult"	4	-0.43245204979321	0.0586081792716868	-0.725867600600324	0.1	-0.69	-0.72801	-0.72083	-0.76463	-4.83972	0.39267	-6.74632	-22.35238	-0.364854924210186	-0.29481	-0.34918	-0.38677	-0.42867	0.79318	0.0739	19.97831	-5.49832	-0.215209668084141	-0.19276	-0.21103	-0.21808	-0.23897	-0.39071	0.19162	4.73261	-23.4137
"mult"	4	-0.398147366999183	0.0215242197737098	-0.739965631770088	0.1	-0.74886	-0.72177	-0.73493	-0.7543	-5.21438	0.39017	-6.64417	-21.55537	-0.389728594369938	-0.37981	-0.37629	-0.40119	-0.40163	0.97551	0.0245	37.64509	-4.0068	-0.223566739408833	-0.22313	-0.21667	-0.22498	-0.22949	-0.24057	0.17433	6.24619	-42.8279
"mult"	4	-0.391699061810505	0.195764173695352	-0.752526935712508	0.1	-0.74427	-0.74716	-0.68426	-0.83441	-1.82598	0.41962	-7.80847	-20.42339	-0.355993698791827	-0.41132	-0.43226	-0.42286	-0.15753	0.31951	0.20591	3.58187	-7.66296	-0.223316259425769	-0.26708	-0.20501	-0.18749	-0.23368	0.07829	0.23964	1.15458	-12.12499
"mult"	4	-0.368018055614084	0.236187056056224	-0.665910463843728	0.1	-0.8254	-0.67518	-0.61821	-0.54485	-2.34968	0.44008	-8.57018	-19.51128	-0.278849964559186	-0.38557	-0.37183	-0.07255	-0.28546	0.08382	0.23015	1.80109	-4.1317	-0.193558977295639	-0.27608	-0.23687	-0.15596	-0.10532	-0.25925	0.26983	-0.74339	-10.56554
"mult"	4	-0.0859682274865918	0.215880083560478	-0.0452819545150025	2.31721525646834	-0.05251	-0.05588	-0.04543	-0.0273	0.28039	0.18046	5.69332	-11.28056	-0.145977555020271	-0.18055	-0.11788	-0.15449	-0.131	0.1682	0.19401	4.53435	-10.62682	-0.112616002849962	-0.13237	-0.12809	-0.1136	-0.07641	0.27567	0.18105	5.64103	-10.86097
"mult"	4	-0.389014454942662	0.189760439912789	-0.862026744391541	0.1	-0.34409	-1.39868	-0.58581	-1.11954	-1.09431	0.39146	-6.69696	-27.75321	-0.366999175295563	-0.26023	-0.4412	-0.3087	-0.45786	0.66863	0.15571	8.0531	-5.79518	-0.23888480685436	-0.13088	-0.36839	-0.14934	-0.30693	0.41045	0.20769	3.444	-12.70298
"mult"	4	-0.112494975409936	0.236890657804906	-0.26711984900077	0.499565112556891	-0.4404	-0.69144	0.10626	-0.04291	-0.2892	0.33661	-4.28177	-16.2153	-0.163181905093303	-0.17843	-0.23791	-0.10782	-0.12856	0.20315	0.26464	-0.4329	-11.71462	-0.122324433234412	-0.15138	-0.26619	-0.02209	-0.04963	0.20981	0.26353	-0.36569	-13.7727
"mult"	4	-0.406562007579487	0.220341256994288	-0.825485482840915	0.1	-1.13467	-0.75685	-0.77869	-0.63173	-0.98966	0.47588	-9.82167	-17.24463	-0.247967353448345	-0.5468	-0.41327	-0.22215	0.19035	-0.24985	0.37717	-6.10216	-5.6476	-0.245469980228532	-0.30556	-0.23853	-0.29125	-0.14653	0.16676	0.30796	-2.85848	-12.18515
"mult"	4	-0.49330248888582	0.0813589597237296	-0.749913334825448	0.1	-0.7249	-0.69168	-0.75659	-0.82649	-9.86835	0.49279	-10.3802	-26.66513	-0.457416708736388	-0.43464	-0.37885	-0.50111	-0.51506	0.60266	0.09422	16.09039	-2.63144	-0.240396312789192	-0.22809	-0.20408	-0.25556	-0.27386	-1.92272	0.25555	0.12653	-21.9146
"mult"	4	-0.224802686797921	0.0434793193126097	-0.651438761972627	0.1	-0.66823	-0.64236	-0.54079	-0.75437	-1.05642	0.20249	3.84991	-21.27339	-0.220183942287498	-0.20984	-0.23137	-0.18722	-0.2523	0.89911	0.04485	27.96705	-3.68856	-0.162867588611574	-0.15996	-0.16659	-0.1372	-0.18772	0.70328	0.07692	19.33725	-10.62699
"mult"	4	-0.269250430271495	0.140216457657516	-0.602759514184222	0.188241946530606	-0.95993	-0.55361	-0.79479	-0.10271	0.22848	0.28167	-1.43054	-10.07114	-0.254855624634417	-0.27898	-0.24516	-0.2451	-0.25019	0.4099	0.24633	0.71402	-6.13371	-0.212497259875984	-0.3004	-0.21518	-0.24342	-0.09099	0.46164	0.23529	1.4481	-10.22895
"mult"	4	-0.272572644951288	0.0558528122492135	-0.722320251471772	0.1	-0.66438	-0.58548	-0.91658	-0.72284	-1.1094	0.24638	0.71122	-21.12057	-0.290438795254041	-0.25751	-0.23926	-0.35337	-0.31161	0.95598	0.03559	31.66715	-3.69262	-0.196139129903409	-0.17616	-0.15721	-0.24742	-0.20376	0.79331	0.07712	19.29467	-18.52025
"mult"	4	-0.167431576654781	0.0282169919810258	-0.571899774910356	0.1	-0.62313	-0.54456	-0.58498	-0.53493	-0.86734	0.15173	8.46695	-29.72086	-0.160119027149564	-0.16668	-0.15451	-0.16815	-0.15113	0.88479	0.03769	30.75123	-5.64441	-0.128064328057288	-0.13538	-0.12278	-0.13331	-0.12078	0.68497	0.06232	22.7038	-12.15235
"mult"	4	-0.413279126165435	0.231377437186893	-0.795973419524769	0.1	-0.66112	-0.56293	-1.19097	-0.76888	-1.94629	0.4498	-8.91969	-19.37988	-0.356884980677604	-0.40988	-0.25797	-0.49084	-0.26884	0.23728	0.22886	1.89158	-5.78448	-0.262089013377964	-0.21914	-0.20578	-0.38817	-0.23527	0.20491	0.23366	1.55904	-8.49592
"mult"	4	-0.176849393267184	0.240206198999658	-0.106624992382373	1.59542047290844	-0.18104	-0.03863	-0.03652	-0.17031	0.58062	0.18986	4.88038	-7.4701	-0.329376445490523	-0.46262	-0.27346	-0.11666	-0.46477	0.14937	0.2704	-0.77721	-2.59673	-0.194802658260673	-0.31563	-0.09057	-0.06924	-0.30377	0.56685	0.19295	4.62188	-5.73821
"mult"	4	-0.0866274158703163	0.224565738055389	-0.0821125546301936	1.49556454291242	-0.07423	0.02866	-0.1995	-0.08338	0.68228	0.12112	12.07303	-5.62849	-0.144441999863691	-0.15643	0.06889	-0.31873	-0.17151	0.61553	0.13323	10.54738	-7.35293	-0.12859102567803	-0.12276	0.04673	-0.30232	-0.13601	0.67441	0.12261	11.87725	-5.80392
"mult"	4	-0.267903047194704	0.243844117503613	-0.717035471522617	0.1	-0.61089	-0.90178	-0.32976	-1.02571	-0.85167	0.33221	-4.07127	-13.93401	-0.378046288055982	-0.30671	-0.38034	-0.36254	-0.4626	0.11279	0.22996	1.81483	-10.37027	-0.185663267898787	-0.14287	-0.2114	-0.13044	-0.25794	0.12885	0.22787	1.96095	-12.6017
"mult"	4	-0.237528896436561	0.183899380557705	-0.710763270070436	0.1	-0.88101	-1.033	-0.8547	-0.07434	-0.00579	0.25716	0.02587	-14.7836	-0.223994272779518	-0.37153	-0.37663	-0.27971	0.1319	0.4037	0.19801	4.20816	-8.5263	-0.158367787804738	-0.22391	-0.24044	-0.17674	0.00763	0.44074	0.19176	4.7212	-9.03108
"mult"	4	-0.263953018642496	0.035013031156268	-0.663927107832967	0.1	-0.62579	-0.71743	-0.59731	-0.71518	-2.73411	0.26204	-0.27476	-21.6258	-0.248520504911297	-0.24446	-0.26033	-0.21401	-0.27527	0.90186	0.04248	28.83618	-8.90057	-0.17507911987922	-0.16789	-0.18752	-0.15263	-0.19228	0.33191	0.11084	13.49199	-29.3331
