"model"	"n.muts"	"coes"	"sigma"	"u.mean"	"d.hat.MLE"	"u.hats.mut.1"	"u.hats.mut.2"	"u.hats.mut.3"	"u.hats.mut.4"	"u.hats.mut.5"	"R2.stick"	"sig.stick"	"lnL.stick"	"P.stick"	"s.mean"	"s.hats.mut.1"	"s.hats.mut.2"	"s.hats.mut.3"	"s.hats.mut.4"	"s.hats.mut.5"	"R2.mult"	"sig.mult"	"lnL.mult"	"P.mult"	"w.mean"	"w.hats.mut.1"	"w.hats.mut.2"	"w.hats.mut.3"	"w.hats.mut.4"	"w.hats.mut.5"	"R2.add"	"sig.add"	"lnL.add"	"P.add"
"add"	5	0.187469892704394	0.021308223658707	0.0809690181789954	2.54409890618087	0.08646	0.08489	0.07978	0.0759	0.07782	0.98902	0.03213	25.22862	0	0.160902839695733	0.16361	0.1727	0.16698	0.15163	0.1496	0.91748	0.08807	13.12846	0	0.184338211939548	0.19288	0.19538	0.18594	0.17302	0.17448	0.99021	0.03033	25.9193	0
"add"	5	0.448769722110592	0.0916669615544379	0.0804582292882362	6.6672800360073	0.0918	0.06105	0.09763	0.08831	0.0635	0.95583	0.15912	6.02953	0	0.356940441214823	0.3768	0.23581	0.47645	0.39265	0.30299	0.33209	0.6188	-10.26754	0	0.473906160789913	0.53103	0.34321	0.5942	0.521	0.3801	0.96071	0.15009	6.73126	0
"add"	5	0.162286048464011	0.209602653456386	0.0487480369873355	2.64173607445894	0.07169	0.01817	0.00056	0.03289	0.12043	0.62452	0.14088	7.49077	0	0.125341287308175	0.18782	0.08003	-0.02445	0.0958	0.28751	0.36137	0.18373	4.30408	0	0.128899676649568	0.19053	0.06327	-0.00855	0.09132	0.30792	0.59969	0.14546	7.10661	0
"add"	5	0.229283332987688	0.0711290417821147	0.127383005535775	2.57612214129464	0.11719	0.14504	0.07757	0.14438	0.15274	0.78493	0.16447	5.63305	0	0.234868053603942	0.20355	0.28349	0.13645	0.27847	0.27238	-0.21113	0.39029	-4.73693	0	0.279936469725554	0.24982	0.32824	0.16467	0.32461	0.33234	0.69523	0.19579	3.54151	0
"add"	5	0.300748292810749	0.14941204508068	0.364394009423466	1.98110295349962	0.4483	0.18733	0.42297	0.42021	0.34315	0.2549	0.48636	-7.37748	0	0.267642226993896	0.41403	0.01202	0.34951	0.38122	0.18143	0.67268	0.32235	-2.4419	0	0.364782609745947	0.53129	0.06318	0.46405	0.4846	0.28079	0.8382	0.22664	1.78552	0
"add"	5	0.0618396298610605	0.125539954984561	-0.0134274374275239	0.460647825509502	-0.22404	-0.00865	-0.10916	0.01113	0.26358	-3.05687	0.18787	4.03679	0	0.0268385262185526	-0.01031	0.02845	-0.01811	0.02344	0.11073	-0.23144	0.10351	11.19013	0	0.0224825166510775	-0.02139	0.02383	-0.02388	0.02029	0.11356	-0.52466	0.11517	9.90862	0
"add"	5	0.413623384130187	0.0594345388235524	0.364388345989803	2.45139960261782	0.3628	0.37853	0.37741	0.35505	0.34815	0.56569	0.45111	-6.47486	0	0.347458151321702	0.31029	0.35999	0.39033	0.3433	0.33339	0.13653	0.63608	-10.59808	0	0.459090915392343	0.4282	0.47999	0.50347	0.44843	0.43537	0.93971	0.16808	5.37248	0
"add"	5	0.469813866855111	0.0829671823885292	0.0960185645323695	5.74632411765379	0.09707	0.09098	0.0924	0.11119	0.08845	0.98707	0.08863	13.052	0	0.376783565638003	0.39726	0.39299	0.33307	0.41875	0.34185	0.14686	0.71984	-12.08248	0	0.481524681852868	0.49435	0.47296	0.44895	0.55165	0.43971	0.98681	0.08951	12.93305	0
"add"	5	0.390140846942086	0.0490115539869294	0.341261169101973	2.27437191848555	0.34486	0.35521	0.32626	0.36877	0.3112	0.71004	0.35697	-3.66607	0	0.302557056514006	0.2877	0.30447	0.31268	0.36062	0.24732	0.72909	0.34505	-3.25837	0	0.393597565466786	0.38343	0.40403	0.39269	0.45883	0.329	0.99526	0.04563	21.0194	0
"add"	5	0.465002684819046	0.143275413895026	0.358569862438386	2.72203410541893	0.4014	0.35431	0.36405	0.35517	0.31791	0.61517	0.48777	-7.41228	0	0.363565835943878	0.40431	0.4034	0.39816	0.32082	0.29114	0.3821	0.61807	-10.25337	0	0.489366132439068	0.56075	0.51798	0.52097	0.45088	0.39624	0.97677	0.11983	9.43279	0
