"sim.model"	"fit.model"	"n.muts"	"coes"	"sigma"	"rep"	"s.hats.1"	"s.hats.2"	"s.hats.3"	"s.hats.4"	"R2"	"sig.hat"	"logLike"	"P"
"mult"	"mult"	"4"	"0.5"	"0.08"	"53"	"0.56771"	"0.50842"	"0.45536"	"0.45019"	"0.98708"	"0.11028"	"13.57321"	"-4.29144"
"mult"	"mult"	"4"	"0.5"	"0.08"	"54"	"0.54469"	"0.47249"	"0.49859"	"0.47823"	"0.99484"	"0.07178"	"20.44303"	"-1.52034"
"mult"	"mult"	"4"	"0.5"	"0.08"	"55"	"0.47096"	"0.48196"	"0.51314"	"0.52669"	"0.99243"	"0.08681"	"17.40195"	"-3.11613"
"mult"	"mult"	"4"	"0.5"	"0.08"	"56"	"0.48255"	"0.46982"	"0.50148"	"0.4923"	"0.99405"	"0.07503"	"19.73546"	"-3.21166"
"mult"	"mult"	"4"	"0.5"	"0.08"	"57"	"0.48984"	"0.49585"	"0.55312"	"0.49018"	"0.99225"	"0.09017"	"16.79452"	"-1.12605"
"mult"	"mult"	"4"	"0.5"	"0.08"	"58"	"0.50412"	"0.5516"	"0.46964"	"0.49735"	"0.99393"	"0.07887"	"18.93582"	"-2.36005"
"mult"	"mult"	"4"	"0.5"	"0.08"	"59"	"0.49254"	"0.43542"	"0.51717"	"0.54216"	"0.98827"	"0.10711"	"14.03964"	"-4.61674"
"mult"	"mult"	"4"	"0.5"	"0.08"	"60"	"0.53334"	"0.52998"	"0.51666"	"0.48853"	"0.99595"	"0.06703"	"21.53811"	"-0.65687"
"mult"	"mult"	"4"	"0.5"	"0.08"	"61"	"0.46268"	"0.55318"	"0.54986"	"0.45969"	"0.99132"	"0.09379"	"16.16434"	"-5.38846"
"mult"	"mult"	"4"	"0.5"	"0.08"	"62"	"0.51289"	"0.46628"	"0.49078"	"0.47984"	"0.98292"	"0.12899"	"11.06487"	"-2.14775"
"mult"	"mult"	"4"	"0.5"	"0.08"	"63"	"0.46937"	"0.50967"	"0.52554"	"0.50993"	"0.99329"	"0.08339"	"18.04474"	"-2.39076"
"mult"	"mult"	"4"	"0.5"	"0.08"	"64"	"0.53555"	"0.48552"	"0.52216"	"0.49156"	"0.98834"	"0.11099"	"13.46984"	"-1.41441"
"mult"	"mult"	"4"	"0.5"	"0.08"	"65"	"0.5076"	"0.45479"	"0.49574"	"0.51939"	"0.99598"	"0.06171"	"22.86204"	"-5.99918"
"mult"	"mult"	"4"	"0.5"	"0.08"	"66"	"0.43258"	"0.53909"	"0.49707"	"0.53544"	"0.98829"	"0.11039"	"13.55638"	"-5.1795"
"mult"	"mult"	"4"	"0.5"	"0.08"	"67"	"0.44424"	"0.50804"	"0.53492"	"0.50509"	"0.9907"	"0.09655"	"15.70035"	"-2.31982"
"mult"	"mult"	"4"	"0.5"	"0.08"	"68"	"0.52696"	"0.52536"	"0.49295"	"0.50358"	"0.99543"	"0.07032"	"20.773"	"-2.47979"
"mult"	"mult"	"4"	"0.5"	"0.08"	"69"	"0.51693"	"0.53141"	"0.48537"	"0.48125"	"0.99808"	"0.04426"	"28.17825"	"-2.27109"
"mult"	"mult"	"4"	"0.5"	"0.08"	"70"	"0.49441"	"0.51186"	"0.48716"	"0.50926"	"0.99437"	"0.07547"	"19.64108"	"-4.94857"
"mult"	"mult"	"4"	"0.5"	"0.08"	"71"	"0.47846"	"0.50969"	"0.43833"	"0.53877"	"0.98878"	"0.10459"	"14.41983"	"-3.83736"
"mult"	"mult"	"4"	"0.5"	"0.08"	"72"	"0.51756"	"0.50784"	"0.5181"	"0.45794"	"0.99428"	"0.07558"	"19.61714"	"-3.48654"
"mult"	"mult"	"4"	"0.5"	"0.08"	"73"	"0.46736"	"0.49462"	"0.56161"	"0.49945"	"0.99303"	"0.08618"	"17.5172"	"-1.26386"
"mult"	"mult"	"4"	"0.5"	"0.08"	"74"	"0.47637"	"0.58381"	"0.44365"	"0.53436"	"0.99062"	"0.10058"	"15.04605"	"-3.77275"
"mult"	"mult"	"4"	"0.5"	"0.08"	"75"	"0.52518"	"0.4793"	"0.48114"	"0.49181"	"0.99797"	"0.04418"	"28.2098"	"-1.10019"
"mult"	"mult"	"4"	"0.5"	"0.08"	"76"	"0.48959"	"0.49731"	"0.46532"	"0.5195"	"0.98989"	"0.09905"	"15.29059"	"-1.60318"
"mult"	"mult"	"4"	"0.5"	"0.08"	"77"	"0.50489"	"0.52431"	"0.4559"	"0.49805"	"0.98957"	"0.10073"	"15.02122"	"-1.17121"
"mult"	"mult"	"4"	"0.5"	"0.08"	"78"	"0.50281"	"0.51159"	"0.44832"	"0.50839"	"0.99236"	"0.08515"	"17.71103"	"-4.54851"
"mult"	"mult"	"4"	"0.5"	"0.08"	"79"	"0.47549"	"0.51051"	"0.50065"	"0.51476"	"0.99483"	"0.0713"	"20.55101"	"-3.66321"
"mult"	"mult"	"4"	"0.5"	"0.08"	"80"	"0.48753"	"0.47478"	"0.54341"	"0.53879"	"0.99053"	"0.10035"	"15.08205"	"-1.88561"
"mult"	"mult"	"4"	"0.5"	"0.08"	"81"	"0.52432"	"0.4947"	"0.42317"	"0.50603"	"0.99627"	"0.05887"	"23.61664"	"-1.66832"
"mult"	"mult"	"4"	"0.5"	"0.08"	"82"	"0.59479"	"0.53891"	"0.45837"	"0.4628"	"0.98051"	"0.14393"	"9.31141"	"-3.48664"
"mult"	"mult"	"4"	"0.5"	"0.08"	"83"	"0.52039"	"0.50728"	"0.46052"	"0.52752"	"0.99737"	"0.05214"	"25.55736"	"-2.39798"
"mult"	"mult"	"4"	"0.5"	"0.08"	"84"	"0.4782"	"0.46231"	"0.50764"	"0.48795"	"0.98956"	"0.09732"	"15.57286"	"-1.01475"
"mult"	"mult"	"4"	"0.5"	"0.08"	"85"	"0.43982"	"0.51827"	"0.51908"	"0.52599"	"0.9898"	"0.09984"	"15.16438"	"-5.54056"
"mult"	"mult"	"4"	"0.5"	"0.08"	"86"	"0.53572"	"0.49366"	"0.46318"	"0.51225"	"0.99732"	"0.05185"	"25.64885"	"-2.66959"
"mult"	"mult"	"4"	"0.5"	"0.08"	"87"	"0.46848"	"0.48786"	"0.51554"	"0.509"	"0.997"	"0.05444"	"24.86822"	"-5.42003"
"mult"	"mult"	"4"	"0.5"	"0.08"	"88"	"0.53393"	"0.54041"	"0.47099"	"0.46156"	"0.99286"	"0.08423"	"17.88409"	"-5.80383"
"mult"	"mult"	"4"	"0.5"	"0.08"	"89"	"0.50948"	"0.46101"	"0.48058"	"0.5591"	"0.98906"	"0.10586"	"14.22674"	"-2.64005"
"mult"	"mult"	"4"	"0.5"	"0.08"	"90"	"0.50238"	"0.53691"	"0.50887"	"0.45612"	"0.99627"	"0.06076"	"23.11049"	"-5.82665"
"mult"	"mult"	"4"	"0.5"	"0.08"	"91"	"0.52827"	"0.5181"	"0.43869"	"0.49271"	"0.9924"	"0.08634"	"17.48877"	"-2.26198"
"mult"	"mult"	"4"	"0.5"	"0.08"	"92"	"0.49499"	"0.49463"	"0.51397"	"0.53717"	"0.99816"	"0.0441"	"28.23837"	"-1.95582"
"mult"	"mult"	"4"	"0.5"	"0.08"	"93"	"0.53033"	"0.47692"	"0.45637"	"0.57835"	"0.98857"	"0.10929"	"13.71632"	"-5.22621"
"mult"	"mult"	"4"	"0.5"	"0.08"	"94"	"0.50278"	"0.4677"	"0.5396"	"0.48317"	"0.99554"	"0.06599"	"21.79009"	"-4.27176"
"mult"	"mult"	"4"	"0.5"	"0.08"	"95"	"0.48832"	"0.49264"	"0.46205"	"0.52285"	"0.98967"	"0.10024"	"15.10058"	"-1.14758"
"mult"	"mult"	"4"	"0.5"	"0.08"	"96"	"0.51792"	"0.5252"	"0.50109"	"0.45038"	"0.99383"	"0.07793"	"19.12769"	"-6.06949"
"mult"	"mult"	"4"	"0.5"	"0.08"	"97"	"0.51378"	"0.51112"	"0.46541"	"0.49509"	"0.9967"	"0.05687"	"24.16927"	"-1.9162"
"mult"	"mult"	"4"	"0.5"	"0.08"	"98"	"0.48493"	"0.49165"	"0.54591"	"0.46628"	"0.99136"	"0.09247"	"16.39027"	"-4.9646"
"mult"	"mult"	"4"	"0.5"	"0.08"	"99"	"0.50945"	"0.46678"	"0.50728"	"0.53544"	"0.99442"	"0.07613"	"19.50245"	"-3.66824"
"mult"	"mult"	"4"	"0.5"	"0.08"	"100"	"0.51677"	"0.54867"	"0.43353"	"0.52655"	"0.99604"	"0.06418"	"22.23332"	"-4.36038"
