"sim.model"	"fit.model"	"n.muts"	"coes"	"sigma"	"rep"	"s.hats.1"	"s.hats.2"	"s.hats.3"	"s.hats.4"	"R2"	"sig.hat"	"logLike"	"P"
"mult"	"mult"	"4"	"0.3"	"0.02"	"76"	"0.29767"	"0.30471"	"0.31662"	"0.28602"	"0.99876"	"0.01601"	"44.45414"	"-6.1007"
"mult"	"mult"	"4"	"0.3"	"0.02"	"77"	"0.29235"	"0.30186"	"0.30991"	"0.30215"	"0.9981"	"0.01972"	"41.11441"	"-4.06889"
"mult"	"mult"	"4"	"0.3"	"0.02"	"78"	"0.29839"	"0.31009"	"0.32313"	"0.27344"	"0.99741"	"0.02299"	"38.65955"	"-4.90127"
"mult"	"mult"	"4"	"0.3"	"0.02"	"79"	"0.29729"	"0.30317"	"0.29694"	"0.29952"	"0.99885"	"0.01526"	"45.21348"	"-1.87557"
"mult"	"mult"	"4"	"0.3"	"0.02"	"80"	"0.29476"	"0.30225"	"0.29614"	"0.30516"	"0.99809"	"0.01966"	"41.16139"	"-3.47274"
"mult"	"mult"	"4"	"0.3"	"0.02"	"81"	"0.2929"	"0.32093"	"0.29137"	"0.29323"	"0.99769"	"0.02137"	"39.82577"	"-2.36262"
"mult"	"mult"	"4"	"0.3"	"0.02"	"82"	"0.29617"	"0.29834"	"0.30158"	"0.29921"	"0.9994"	"0.01089"	"50.61393"	"-2.99347"
"mult"	"mult"	"4"	"0.3"	"0.02"	"83"	"0.29602"	"0.30614"	"0.29599"	"0.29865"	"0.99886"	"0.01514"	"45.34662"	"-2.52823"
"mult"	"mult"	"4"	"0.3"	"0.02"	"84"	"0.30376"	"0.30252"	"0.30365"	"0.28367"	"0.99669"	"0.02569"	"36.88129"	"-2.94965"
"mult"	"mult"	"4"	"0.3"	"0.02"	"85"	"0.30569"	"0.2985"	"0.30068"	"0.30094"	"0.99857"	"0.01708"	"43.41082"	"-1.72582"
"mult"	"mult"	"4"	"0.3"	"0.02"	"86"	"0.30832"	"0.30704"	"0.29382"	"0.29488"	"0.99813"	"0.01958"	"41.22506"	"-3.6458"
"mult"	"mult"	"4"	"0.3"	"0.02"	"87"	"0.29176"	"0.30843"	"0.29907"	"0.2937"	"0.99914"	"0.01305"	"47.72575"	"-3.52176"
"mult"	"mult"	"4"	"0.3"	"0.02"	"88"	"0.30558"	"0.31362"	"0.29852"	"0.2989"	"0.99784"	"0.02138"	"39.82182"	"-1.03186"
"mult"	"mult"	"4"	"0.3"	"0.02"	"89"	"0.29691"	"0.29676"	"0.29542"	"0.29844"	"0.99824"	"0.0185"	"42.13495"	"-0.88384"
"mult"	"mult"	"4"	"0.3"	"0.02"	"90"	"0.30196"	"0.29424"	"0.29743"	"0.29721"	"0.99881"	"0.01539"	"45.08066"	"-4.24693"
"mult"	"mult"	"4"	"0.3"	"0.02"	"91"	"0.3071"	"0.30309"	"0.29987"	"0.30545"	"0.99936"	"0.01151"	"49.72343"	"-6.54037"
"mult"	"mult"	"4"	"0.3"	"0.02"	"92"	"0.30294"	"0.30124"	"0.29831"	"0.29716"	"0.99897"	"0.01446"	"46.0843"	"-4.36913"
"mult"	"mult"	"4"	"0.3"	"0.02"	"93"	"0.29152"	"0.29913"	"0.30475"	"0.31145"	"0.99817"	"0.01935"	"41.41599"	"-6.03139"
"mult"	"mult"	"4"	"0.3"	"0.02"	"94"	"0.28983"	"0.2951"	"0.30604"	"0.30383"	"0.99839"	"0.01787"	"42.68816"	"-2.13149"
"mult"	"mult"	"4"	"0.3"	"0.02"	"95"	"0.29073"	"0.30146"	"0.30899"	"0.30099"	"0.9981"	"0.01964"	"41.17739"	"-6.84717"
"mult"	"mult"	"4"	"0.3"	"0.02"	"96"	"0.30119"	"0.31017"	"0.30062"	"0.29322"	"0.99751"	"0.02237"	"39.09534"	"-3.85317"
"mult"	"mult"	"4"	"0.3"	"0.02"	"97"	"0.30916"	"0.30408"	"0.30382"	"0.2942"	"0.99871"	"0.01635"	"44.10976"	"-3.89967"
"mult"	"mult"	"4"	"0.3"	"0.02"	"98"	"0.29758"	"0.31374"	"0.2937"	"0.29549"	"0.99879"	"0.01564"	"44.82625"	"-5.15788"
"mult"	"mult"	"4"	"0.3"	"0.02"	"99"	"0.29512"	"0.29985"	"0.30244"	"0.29546"	"0.99773"	"0.02123"	"39.93649"	"-4.0744"
"mult"	"mult"	"4"	"0.3"	"0.02"	"100"	"0.29801"	"0.30707"	"0.29884"	"0.29237"	"0.99954"	"0.00954"	"52.72497"	"-2.66729"
"mult"	"mult"	"4"	"0.3"	"0.05"	"1"	"0.28829"	"0.27821"	"0.30796"	"0.30002"	"0.98412"	"0.05516"	"24.65697"	"-1.76771"
"mult"	"mult"	"4"	"0.3"	"0.05"	"2"	"0.30017"	"0.31534"	"0.29554"	"0.30825"	"0.99201"	"0.04144"	"29.23375"	"-4.38802"
"mult"	"mult"	"4"	"0.3"	"0.05"	"3"	"0.30876"	"0.29664"	"0.29553"	"0.31526"	"0.98727"	"0.05245"	"25.46226"	"-1.51457"
"mult"	"mult"	"4"	"0.3"	"0.05"	"4"	"0.32406"	"0.29737"	"0.29601"	"0.27705"	"0.98884"	"0.04738"	"27.091"	"-0.63116"
"mult"	"mult"	"4"	"0.3"	"0.05"	"5"	"0.25472"	"0.30941"	"0.28506"	"0.35765"	"0.98481"	"0.05597"	"24.42494"	"-6.5171"
"mult"	"mult"	"4"	"0.3"	"0.05"	"6"	"0.30617"	"0.28521"	"0.28882"	"0.31176"	"0.9915"	"0.04144"	"29.23207"	"-2.38996"
"mult"	"mult"	"4"	"0.3"	"0.05"	"7"	"0.30116"	"0.30891"	"0.28311"	"0.2986"	"0.98432"	"0.05612"	"24.38176"	"-2.28175"
"mult"	"mult"	"4"	"0.3"	"0.05"	"8"	"0.26182"	"0.32363"	"0.30337"	"0.29506"	"0.9769"	"0.06684"	"21.58315"	"-1.7949"
"mult"	"mult"	"4"	"0.3"	"0.05"	"9"	"0.31426"	"0.27307"	"0.2846"	"0.28646"	"0.98347"	"0.05473"	"24.78124"	"-0.79069"
"mult"	"mult"	"4"	"0.3"	"0.05"	"10"	"0.28829"	"0.26152"	"0.30843"	"0.33242"	"0.99245"	"0.03906"	"30.18123"	"-1.07015"
"mult"	"mult"	"4"	"0.3"	"0.05"	"11"	"0.34951"	"0.28984"	"0.31349"	"0.25352"	"0.99296"	"0.03811"	"30.57413"	"-1.44739"
"mult"	"mult"	"4"	"0.3"	"0.05"	"12"	"0.35491"	"0.29081"	"0.24412"	"0.30005"	"0.9826"	"0.05785"	"23.89658"	"-8.88814"
"mult"	"mult"	"4"	"0.3"	"0.05"	"13"	"0.31177"	"0.29767"	"0.29692"	"0.30148"	"0.99705"	"0.02481"	"37.44358"	"-2.60051"
"mult"	"mult"	"4"	"0.3"	"0.05"	"14"	"0.3261"	"0.30725"	"0.27765"	"0.28791"	"0.98793"	"0.0497"	"26.32398"	"-8.11817"
"mult"	"mult"	"4"	"0.3"	"0.05"	"15"	"0.32705"	"0.30159"	"0.30244"	"0.27442"	"0.99414"	"0.03431"	"32.25472"	"-5.66183"
"mult"	"mult"	"4"	"0.3"	"0.05"	"16"	"0.32256"	"0.30818"	"0.30508"	"0.29317"	"0.98702"	"0.05319"	"25.23997"	"-1.46147"
"mult"	"mult"	"4"	"0.3"	"0.05"	"17"	"0.32229"	"0.31008"	"0.25433"	"0.2862"	"0.96879"	"0.07506"	"19.72751"	"-5.66532"
"mult"	"mult"	"4"	"0.3"	"0.05"	"18"	"0.26734"	"0.29715"	"0.29493"	"0.33189"	"0.99161"	"0.04099"	"29.40781"	"-2.78813"
"mult"	"mult"	"4"	"0.3"	"0.05"	"19"	"0.2791"	"0.28535"	"0.30511"	"0.29951"	"0.98115"	"0.05887"	"23.61674"	"-2.2277"
"mult"	"mult"	"4"	"0.3"	"0.05"	"20"	"0.31462"	"0.28985"	"0.28862"	"0.28958"	"0.98019"	"0.06143"	"22.93394"	"-4.17116"
"mult"	"mult"	"4"	"0.3"	"0.05"	"21"	"0.29436"	"0.26584"	"0.31677"	"0.32212"	"0.99286"	"0.03786"	"30.68084"	"-2.19177"
"mult"	"mult"	"4"	"0.3"	"0.05"	"22"	"0.30023"	"0.30719"	"0.2815"	"0.29938"	"0.99024"	"0.04419"	"28.20378"	"-4.34302"
"mult"	"mult"	"4"	"0.3"	"0.05"	"23"	"0.31058"	"0.29461"	"0.28331"	"0.33541"	"0.98655"	"0.05402"	"24.99041"	"-3.66896"
"mult"	"mult"	"4"	"0.3"	"0.05"	"24"	"0.29917"	"0.297"	"0.30204"	"0.30143"	"0.97387"	"0.07219"	"20.35224"	"-6.31636"
"mult"	"mult"	"4"	"0.3"	"0.05"	"25"	"0.30892"	"0.29057"	"0.28843"	"0.31852"	"0.99264"	"0.03916"	"30.13955"	"-2.38123"
"mult"	"mult"	"4"	"0.3"	"0.05"	"26"	"0.30804"	"0.29102"	"0.27442"	"0.30954"	"0.99396"	"0.03421"	"32.30188"	"-3.90663"
"mult"	"mult"	"4"	"0.3"	"0.05"	"27"	"0.31182"	"0.31716"	"0.29998"	"0.29391"	"0.98412"	"0.0594"	"23.47197"	"-3.46783"
"mult"	"mult"	"4"	"0.3"	"0.05"	"28"	"0.30314"	"0.29995"	"0.28819"	"0.2949"	"0.99384"	"0.0346"	"32.11989"	"-2.12886"
"mult"	"mult"	"4"	"0.3"	"0.05"	"29"	"0.28811"	"0.29855"	"0.2993"	"0.29371"	"0.98858"	"0.04674"	"27.30748"	"-4.55265"
"mult"	"mult"	"4"	"0.3"	"0.05"	"30"	"0.28833"	"0.32175"	"0.26065"	"0.2957"	"0.98126"	"0.05899"	"23.58423"	"-5.60125"
"mult"	"mult"	"4"	"0.3"	"0.05"	"31"	"0.29646"	"0.28607"	"0.30696"	"0.28769"	"0.98503"	"0.05286"	"25.33935"	"-5.60116"
"mult"	"mult"	"4"	"0.3"	"0.05"	"32"	"0.31693"	"0.30142"	"0.29701"	"0.27508"	"0.98945"	"0.04608"	"27.53532"	"-5.20182"
"mult"	"mult"	"4"	"0.3"	"0.05"	"33"	"0.27109"	"0.28372"	"0.28769"	"0.34729"	"0.99242"	"0.03878"	"30.29366"	"-3.08889"
"mult"	"mult"	"4"	"0.3"	"0.05"	"34"	"0.33565"	"0.272"	"0.31225"	"0.28407"	"0.98803"	"0.04925"	"26.46998"	"-3.03063"
"mult"	"mult"	"4"	"0.3"	"0.05"	"35"	"0.30514"	"0.32513"	"0.29833"	"0.2755"	"0.99222"	"0.04008"	"29.76528"	"-8.46586"
"mult"	"mult"	"4"	"0.3"	"0.05"	"36"	"0.32313"	"0.31732"	"0.25336"	"0.31178"	"0.98734"	"0.05109"	"25.88509"	"-4.22122"
"mult"	"mult"	"4"	"0.3"	"0.05"	"37"	"0.30256"	"0.3102"	"0.28099"	"0.333"	"0.99054"	"0.04547"	"27.74972"	"-2.40962"
"mult"	"mult"	"4"	"0.3"	"0.05"	"38"	"0.2863"	"0.32819"	"0.32394"	"0.27487"	"0.99549"	"0.03066"	"34.05613"	"-3.98385"
"mult"	"mult"	"4"	"0.3"	"0.05"	"39"	"0.32532"	"0.27077"	"0.30182"	"0.30274"	"0.98599"	"0.05311"	"25.26255"	"-2.5016"
"mult"	"mult"	"4"	"0.3"	"0.05"	"40"	"0.2962"	"0.30054"	"0.31406"	"0.29317"	"0.98865"	"0.04835"	"26.76438"	"-2.2511"
"mult"	"mult"	"4"	"0.3"	"0.05"	"41"	"0.30226"	"0.27637"	"0.29126"	"0.31422"	"0.98005"	"0.06308"	"22.50938"	"-3.83065"
"mult"	"mult"	"4"	"0.3"	"0.05"	"42"	"0.28605"	"0.30105"	"0.3012"	"0.307"	"0.99074"	"0.04298"	"28.64903"	"-5.28089"
"mult"	"mult"	"4"	"0.3"	"0.05"	"43"	"0.29826"	"0.30068"	"0.30993"	"0.29789"	"0.99196"	"0.04099"	"29.40756"	"-1.44305"
"mult"	"mult"	"4"	"0.3"	"0.05"	"44"	"0.31094"	"0.25005"	"0.32334"	"0.31448"	"0.99094"	"0.04315"	"28.58753"	"-2.86621"
"mult"	"mult"	"4"	"0.3"	"0.05"	"45"	"0.31678"	"0.28853"	"0.30483"	"0.30784"	"0.98107"	"0.06328"	"22.45936"	"-2.35544"
"mult"	"mult"	"4"	"0.3"	"0.05"	"46"	"0.29708"	"0.3079"	"0.28905"	"0.28596"	"0.98785"	"0.0485"	"26.71688"	"-1.89074"
"mult"	"mult"	"4"	"0.3"	"0.05"	"47"	"0.26103"	"0.2834"	"0.33607"	"0.30993"	"0.98773"	"0.04838"	"26.75464"	"-7.96483"
"mult"	"mult"	"4"	"0.3"	"0.05"	"48"	"0.29082"	"0.32105"	"0.28729"	"0.28794"	"0.98174"	"0.06076"	"23.11106"	"-2.31647"
"mult"	"mult"	"4"	"0.3"	"0.05"	"49"	"0.32084"	"0.33146"	"0.27817"	"0.2566"	"0.98618"	"0.05145"	"25.77062"	"-5.31327"
"mult"	"mult"	"4"	"0.3"	"0.05"	"50"	"0.29464"	"0.28045"	"0.30778"	"0.31794"	"0.99325"	"0.0369"	"31.08802"	"-4.61268"
"mult"	"mult"	"4"	"0.3"	"0.05"	"51"	"0.29588"	"0.28902"	"0.32619"	"0.28134"	"0.99335"	"0.03635"	"31.32939"	"-2.81686"
"mult"	"mult"	"4"	"0.3"	"0.05"	"52"	"0.32782"	"0.26179"	"0.34093"	"0.28877"	"0.98645"	"0.05389"	"25.03085"	"-5.29304"
"mult"	"mult"	"4"	"0.3"	"0.05"	"53"	"0.2745"	"0.31828"	"0.27699"	"0.29091"	"0.98304"	"0.05556"	"24.54198"	"-2.38352"
"mult"	"mult"	"4"	"0.3"	"0.05"	"54"	"0.28496"	"0.29095"	"0.26813"	"0.34356"	"0.99052"	"0.04324"	"28.55103"	"-1.99432"
"mult"	"mult"	"4"	"0.3"	"0.05"	"55"	"0.28945"	"0.31196"	"0.26683"	"0.31446"	"0.97657"	"0.06668"	"21.62315"	"-4.39115"
"mult"	"mult"	"4"	"0.3"	"0.05"	"56"	"0.27903"	"0.29547"	"0.31091"	"0.29961"	"0.98939"	"0.04526"	"27.82204"	"-4.44205"
"mult"	"mult"	"4"	"0.3"	"0.05"	"57"	"0.26925"	"0.32709"	"0.31003"	"0.27379"	"0.98849"	"0.04643"	"27.41407"	"-3.21106"
"mult"	"mult"	"4"	"0.3"	"0.05"	"58"	"0.28852"	"0.32785"	"0.30297"	"0.26903"	"0.98935"	"0.04505"	"27.89766"	"-2.19325"
"mult"	"mult"	"4"	"0.3"	"0.05"	"59"	"0.27731"	"0.28557"	"0.29769"	"0.29813"	"0.97568"	"0.06488"	"22.06052"	"-8.01911"
"mult"	"mult"	"4"	"0.3"	"0.05"	"60"	"0.31643"	"0.2777"	"0.2947"	"0.3131"	"0.98442"	"0.05575"	"24.48689"	"-5.31768"
"mult"	"mult"	"4"	"0.3"	"0.05"	"61"	"0.33468"	"0.31994"	"0.29514"	"0.27817"	"0.98695"	"0.05294"	"25.31576"	"-4.70355"
"mult"	"mult"	"4"	"0.3"	"0.05"	"62"	"0.28355"	"0.3088"	"0.28651"	"0.29702"	"0.99386"	"0.03406"	"32.3714"	"-2.97223"
"mult"	"mult"	"4"	"0.3"	"0.05"	"63"	"0.29728"	"0.3176"	"0.3016"	"0.29518"	"0.98869"	"0.04839"	"26.75094"	"-3.07793"
"mult"	"mult"	"4"	"0.3"	"0.05"	"64"	"0.31191"	"0.28364"	"0.29286"	"0.30295"	"0.98671"	"0.05101"	"25.90735"	"-4.44978"
"mult"	"mult"	"4"	"0.3"	"0.05"	"65"	"0.29836"	"0.30323"	"0.30639"	"0.3052"	"0.99341"	"0.03683"	"31.12043"	"-1.25934"
"mult"	"mult"	"4"	"0.3"	"0.05"	"66"	"0.30112"	"0.31742"	"0.29129"	"0.27699"	"0.99684"	"0.02485"	"37.41579"	"-3.00855"
"mult"	"mult"	"4"	"0.3"	"0.05"	"67"	"0.29069"	"0.31477"	"0.27163"	"0.30342"	"0.98383"	"0.05572"	"24.49538"	"-2.51368"
"mult"	"mult"	"4"	"0.3"	"0.05"	"68"	"0.30624"	"0.30829"	"0.26736"	"0.31249"	"0.9945"	"0.03326"	"32.75074"	"-2.07443"
"mult"	"mult"	"4"	"0.3"	"0.05"	"69"	"0.27928"	"0.3329"	"0.297"	"0.30139"	"0.98775"	"0.05125"	"25.83271"	"-3.1246"
"mult"	"mult"	"4"	"0.3"	"0.05"	"70"	"0.32178"	"0.31876"	"0.28403"	"0.29249"	"0.9885"	"0.04962"	"26.34946"	"-5.37749"
"mult"	"mult"	"4"	"0.3"	"0.05"	"71"	"0.33569"	"0.29708"	"0.276"	"0.30124"	"0.98972"	"0.04624"	"27.48099"	"-2.43552"
"mult"	"mult"	"4"	"0.3"	"0.05"	"72"	"0.29361"	"0.29458"	"0.31939"	"0.271"	"0.98908"	"0.04594"	"27.58264"	"-1.58356"
"mult"	"mult"	"4"	"0.3"	"0.05"	"73"	"0.3226"	"0.28139"	"0.29733"	"0.2721"	"0.98797"	"0.04815"	"26.83292"	"-1.33781"
"mult"	"mult"	"4"	"0.3"	"0.05"	"74"	"0.27997"	"0.30857"	"0.27449"	"0.31986"	"0.98264"	"0.05895"	"23.59471"	"-3.4268"
"mult"	"mult"	"4"	"0.3"	"0.05"	"75"	"0.28977"	"0.32369"	"0.31108"	"0.29995"	"0.98389"	"0.06015"	"23.27139"	"-2.12825"
"mult"	"mult"	"4"	"0.3"	"0.05"	"76"	"0.28255"	"0.30428"	"0.30406"	"0.30584"	"0.9897"	"0.04542"	"27.76504"	"-1.84195"
"mult"	"mult"	"4"	"0.3"	"0.05"	"77"	"0.29008"	"0.30395"	"0.33288"	"0.30714"	"0.99006"	"0.04723"	"27.14092"	"-3.7218"
"mult"	"mult"	"4"	"0.3"	"0.05"	"78"	"0.31623"	"0.27665"	"0.26874"	"0.32223"	"0.99099"	"0.04179"	"29.09796"	"-1.9359"
"mult"	"mult"	"4"	"0.3"	"0.05"	"79"	"0.30808"	"0.30817"	"0.24793"	"0.28779"	"0.97755"	"0.06271"	"22.60392"	"-2.62916"
"mult"	"mult"	"4"	"0.3"	"0.05"	"80"	"0.29366"	"0.31074"	"0.28064"	"0.2791"	"0.9879"	"0.04784"	"26.93582"	"-2.53921"
"mult"	"mult"	"4"	"0.3"	"0.05"	"81"	"0.31205"	"0.29868"	"0.30311"	"0.28669"	"0.99217"	"0.04003"	"29.78739"	"-2.16861"
"mult"	"mult"	"4"	"0.3"	"0.05"	"82"	"0.29043"	"0.31658"	"0.26456"	"0.32432"	"0.99421"	"0.03438"	"32.22215"	"-4.52983"
"mult"	"mult"	"4"	"0.3"	"0.05"	"83"	"0.30613"	"0.29033"	"0.32307"	"0.29524"	"0.99422"	"0.03513"	"31.8758"	"-3.49598"
"mult"	"mult"	"4"	"0.3"	"0.05"	"84"	"0.31036"	"0.28595"	"0.32719"	"0.27213"	"0.98915"	"0.04624"	"27.47903"	"-5.28946"
"mult"	"mult"	"4"	"0.3"	"0.05"	"85"	"0.27927"	"0.32961"	"0.27857"	"0.31287"	"0.97972"	"0.06357"	"22.38714"	"-4.94302"
"mult"	"mult"	"4"	"0.3"	"0.05"	"86"	"0.28495"	"0.32445"	"0.31076"	"0.25703"	"0.9918"	"0.03957"	"29.97322"	"-1.46132"
"mult"	"mult"	"4"	"0.3"	"0.05"	"87"	"0.27694"	"0.33126"	"0.31923"	"0.28086"	"0.97272"	"0.075"	"19.74094"	"-4.87147"
"mult"	"mult"	"4"	"0.3"	"0.05"	"88"	"0.31772"	"0.29777"	"0.26934"	"0.26607"	"0.98602"	"0.04927"	"26.46416"	"-4.22214"
"mult"	"mult"	"4"	"0.3"	"0.05"	"89"	"0.32016"	"0.30746"	"0.28514"	"0.24337"	"0.9706"	"0.0722"	"20.35032"	"-3.41228"
"mult"	"mult"	"4"	"0.3"	"0.05"	"90"	"0.27243"	"0.30139"	"0.31355"	"0.31111"	"0.99108"	"0.04266"	"28.77004"	"-2.51353"
"mult"	"mult"	"4"	"0.3"	"0.05"	"91"	"0.30903"	"0.32753"	"0.31113"	"0.26902"	"0.98654"	"0.05409"	"24.97082"	"-2.75262"
"mult"	"mult"	"4"	"0.3"	"0.05"	"92"	"0.33552"	"0.32546"	"0.28898"	"0.26819"	"0.98721"	"0.05281"	"25.35272"	"-5.1252"
"mult"	"mult"	"4"	"0.3"	"0.05"	"93"	"0.29326"	"0.30714"	"0.30285"	"0.30036"	"0.99226"	"0.0394"	"30.04223"	"-3.72009"
"mult"	"mult"	"4"	"0.3"	"0.05"	"94"	"0.28792"	"0.31532"	"0.27371"	"0.30093"	"0.99649"	"0.02571"	"36.87286"	"-4.19433"
"mult"	"mult"	"4"	"0.3"	"0.05"	"95"	"0.2901"	"0.31387"	"0.28402"	"0.30023"	"0.99049"	"0.04288"	"28.68586"	"-3.95936"
"mult"	"mult"	"4"	"0.3"	"0.05"	"96"	"0.30092"	"0.30786"	"0.30111"	"0.28311"	"0.98704"	"0.05149"	"25.7592"	"-4.06626"
"mult"	"mult"	"4"	"0.3"	"0.05"	"97"	"0.31787"	"0.3042"	"0.29002"	"0.32942"	"0.98764"	"0.05255"	"25.43391"	"-3.50764"
"mult"	"mult"	"4"	"0.3"	"0.05"	"98"	"0.2981"	"0.27538"	"0.32078"	"0.31783"	"0.98714"	"0.05225"	"25.52403"	"-1.43848"
"mult"	"mult"	"4"	"0.3"	"0.05"	"99"	"0.29723"	"0.28427"	"0.30796"	"0.28179"	"0.98952"	"0.04398"	"28.28232"	"-2.73364"
"mult"	"mult"	"4"	"0.3"	"0.05"	"100"	"0.30668"	"0.28257"	"0.29461"	"0.28847"	"0.97612"	"0.0656"	"21.88508"	"-4.74789"
"mult"	"mult"	"4"	"0.3"	"0.08"	"1"	"0.30919"	"0.31162"	"0.27339"	"0.30788"	"0.98691"	"0.05206"	"25.58164"	"-1.66875"
"mult"	"mult"	"4"	"0.3"	"0.08"	"2"	"0.29591"	"0.26436"	"0.31929"	"0.34803"	"0.98368"	"0.0591"	"23.55314"	"-3.49972"
"mult"	"mult"	"4"	"0.3"	"0.08"	"3"	"0.3317"	"0.31071"	"0.34734"	"0.28507"	"0.95309"	"0.10836"	"13.85431"	"-2.55477"
"mult"	"mult"	"4"	"0.3"	"0.08"	"4"	"0.3365"	"0.30211"	"0.29888"	"0.25392"	"0.96416"	"0.08458"	"17.81861"	"-7.30027"
"mult"	"mult"	"4"	"0.3"	"0.08"	"5"	"0.32246"	"0.32259"	"0.32637"	"0.22"	"0.98277"	"0.05932"	"23.4952"	"-3.24302"
"mult"	"mult"	"4"	"0.3"	"0.08"	"6"	"0.28384"	"0.26816"	"0.35504"	"0.31802"	"0.9572"	"0.09682"	"15.65525"	"-3.45636"
"mult"	"mult"	"4"	"0.3"	"0.08"	"7"	"0.32668"	"0.29053"	"0.34474"	"0.20521"	"0.96117"	"0.08728"	"17.31464"	"-5.13019"
"mult"	"mult"	"4"	"0.3"	"0.08"	"8"	"0.29292"	"0.28119"	"0.30102"	"0.35324"	"0.96957"	"0.08437"	"17.85735"	"-4.62953"
"mult"	"mult"	"4"	"0.3"	"0.08"	"9"	"0.32736"	"0.31736"	"0.2718"	"0.29288"	"0.97133"	"0.07841"	"19.03082"	"-4.315"
"mult"	"mult"	"4"	"0.3"	"0.08"	"10"	"0.27419"	"0.32618"	"0.24442"	"0.29841"	"0.97094"	"0.07184"	"20.42894"	"-1.64001"
"mult"	"mult"	"4"	"0.3"	"0.08"	"11"	"0.31053"	"0.30482"	"0.27901"	"0.27798"	"0.97571"	"0.06798"	"21.31267"	"-4.39784"
"mult"	"mult"	"4"	"0.3"	"0.08"	"12"	"0.31757"	"0.26465"	"0.34398"	"0.27397"	"0.96528"	"0.0844"	"17.85285"	"-1.23659"
"mult"	"mult"	"4"	"0.3"	"0.08"	"13"	"0.25125"	"0.31184"	"0.30571"	"0.30094"	"0.98079"	"0.06043"	"23.19691"	"-2.90916"
"mult"	"mult"	"4"	"0.3"	"0.08"	"14"	"0.28198"	"0.3029"	"0.26995"	"0.31995"	"0.97812"	"0.06499"	"22.03336"	"-2.48656"
"mult"	"mult"	"4"	"0.3"	"0.08"	"15"	"0.33321"	"0.3029"	"0.32546"	"0.29464"	"0.93908"	"0.12255"	"11.88413"	"-3.35779"
"mult"	"mult"	"4"	"0.3"	"0.08"	"16"	"0.33692"	"0.25786"	"0.30219"	"0.33556"	"0.97453"	"0.07481"	"19.78128"	"-3.92667"
"mult"	"mult"	"4"	"0.3"	"0.08"	"17"	"0.33098"	"0.33902"	"0.30227"	"0.3019"	"0.98837"	"0.05296"	"25.30917"	"-1.82524"
"mult"	"mult"	"4"	"0.3"	"0.08"	"18"	"0.32011"	"0.30623"	"0.29743"	"0.30345"	"0.97921"	"0.06757"	"21.41046"	"-2.22758"
"mult"	"mult"	"4"	"0.3"	"0.08"	"19"	"0.30684"	"0.29827"	"0.28111"	"0.29327"	"0.98648"	"0.05121"	"25.84562"	"-2.35705"
"mult"	"mult"	"4"	"0.3"	"0.08"	"20"	"0.29951"	"0.28078"	"0.29141"	"0.31127"	"0.97307"	"0.0715"	"20.50486"	"-2.43762"
"mult"	"mult"	"4"	"0.3"	"0.08"	"21"	"0.27172"	"0.29858"	"0.33676"	"0.3545"	"0.95829"	"0.10121"	"14.94561"	"-2.49072"
"mult"	"mult"	"4"	"0.3"	"0.08"	"22"	"0.29365"	"0.33218"	"0.3582"	"0.26558"	"0.97027"	"0.08387"	"17.95316"	"-1.79214"
"mult"	"mult"	"4"	"0.3"	"0.08"	"23"	"0.31012"	"0.23548"	"0.34004"	"0.33121"	"0.98061"	"0.06548"	"21.91285"	"-1.93757"
"mult"	"mult"	"4"	"0.3"	"0.08"	"24"	"0.28771"	"0.31328"	"0.32639"	"0.28073"	"0.97391"	"0.07318"	"20.13533"	"-0.75609"
"mult"	"mult"	"4"	"0.3"	"0.08"	"25"	"0.31463"	"0.28091"	"0.30517"	"0.25402"	"0.97466"	"0.06615"	"21.75134"	"-7.64008"
"mult"	"mult"	"4"	"0.3"	"0.08"	"26"	"0.24593"	"0.31806"	"0.26726"	"0.31292"	"0.93363"	"0.10576"	"14.24165"	"-8.63634"
"mult"	"mult"	"4"	"0.3"	"0.08"	"27"	"0.26755"	"0.32939"	"0.27353"	"0.32478"	"0.96901"	"0.08101"	"18.5081"	"-1.73203"
"mult"	"mult"	"4"	"0.3"	"0.08"	"28"	"0.33281"	"0.26498"	"0.38028"	"0.30009"	"0.95813"	"0.10332"	"14.61565"	"-3.32001"
"mult"	"mult"	"4"	"0.3"	"0.08"	"29"	"0.27126"	"0.27043"	"0.31839"	"0.33054"	"0.97351"	"0.07275"	"20.22942"	"-1.26434"
"mult"	"mult"	"4"	"0.3"	"0.08"	"30"	"0.26339"	"0.32462"	"0.28191"	"0.34531"	"0.97816"	"0.06796"	"21.31727"	"-2.93391"
"mult"	"mult"	"4"	"0.3"	"0.08"	"31"	"0.32681"	"0.28742"	"0.33276"	"0.29699"	"0.97131"	"0.08134"	"18.4426"	"-2.44825"
"mult"	"mult"	"4"	"0.3"	"0.08"	"32"	"0.32155"	"0.22395"	"0.3564"	"0.30623"	"0.97444"	"0.07251"	"20.28135"	"-3.59389"
"mult"	"mult"	"4"	"0.3"	"0.08"	"33"	"0.27763"	"0.29946"	"0.32364"	"0.28446"	"0.98389"	"0.05612"	"24.38184"	"-6.82829"
"mult"	"mult"	"4"	"0.3"	"0.08"	"34"	"0.30664"	"0.31342"	"0.29346"	"0.32819"	"0.97918"	"0.06889"	"21.10154"	"-2.57988"
