"model"	"n.muts"	"coes"	"sigma"	"u.mean"	"d.hat.max"	"u.hats.A"	"u.hats.B"	"u.hats.C"	"u.hats.D"	"R2.stick"	"sig.stick"	"lnL.stick"	"P.stick"	"s.mean"	"s.hats.A"	"s.hats.B"	"s.hats.C"	"s.hats.D"	"R2.mult"	"sig.mult"	"lnL.mult"	"P.mult"	"w.mean"	"w.hats.A"	"w.hats.B"	"w.hats.C"	"w.hats.D"	"R2.add"	"sig.add"	"lnL.add"	"P.add"
"add"	4	-0.42171456546057	0.236528794339392	-0.164293925610776	2.29233997103841	-0.16653	-0.15646	-0.03542	-0.29875	0.90498	0.1716	4.43677	-5.19242	-0.0253811387915407	-0.02893	-0.02751	-0.00492	-0.04017	0.75287	0.27673	-0.34228	-6.98169	-0.497412769084879	-0.55954	-0.53118	-0.09757	-0.80136	0.79046	0.25482	0.48265	-6.91508
"add"	4	-0.277212171489373	0.194952435616869	-0.142641116327712	2.04355837644946	-0.16867	-0.18303	-0.12411	-0.09475	0.43592	0.26161	0.21949	-0.96372	-0.0172621398762219	-0.02087	-0.02254	-0.01385	-0.01179	0.30781	0.2898	-0.80385	-0.74349	-0.345662924811315	-0.41707	-0.45078	-0.27975	-0.23504	0.32252	0.28671	-0.69644	-0.76702
"add"	4	-0.984634967206512	0.209647855896037	-0.288405580982649	2.04355837644946	-0.25618	-0.29907	-0.33019	-0.26818	0.68979	0.61868	-8.38773	-4.43502	-0.0542959770847279	-0.05848	-0.06769	-0.04693	-0.04408	0.93738	0.27798	-0.38731	-3.07271	-1.01047393481095	-1.06548	-1.23642	-0.90818	-0.83181	0.96513	0.20743	2.54015	-3.86185
"add"	4	-0.171397076488938	0.0194135241908953	-0.0686822414447444	2.04355837644946	-0.05931	-0.05222	-0.08843	-0.07476	0.83236	0.07746	12.39025	-1.15487	-0.00800648217870048	-0.00743	-0.00657	-0.00974	-0.00829	0.93497	0.04825	17.12506	-0.46053	-0.161053382055053	-0.14847	-0.13119	-0.19699	-0.16756	0.92762	0.0509	16.58961	-0.52689
"add"	4	-0.682311455195304	0.0859549979795702	-0.224629204310218	2.04355837644946	-0.22705	-0.13863	-0.25717	-0.27566	0.73483	0.3657	-3.12993	-8.87468	-0.0366641034253316	-0.04484	-0.0287	-0.03549	-0.03763	0.98511	0.08666	11.26831	-3.16887	-0.70125394007136	-0.84091	-0.53332	-0.69386	-0.73693	0.99818	0.03026	21.79112	-0.66918
"add"	4	-0.854240941768512	0.13990469899727	-0.239890088723459	2.04355837644946	-0.14959	-0.19232	-0.30413	-0.31352	0.243	0.73496	-10.10999	-11.9557	-0.0416637097673699	-0.03484	-0.0439	-0.04434	-0.04358	0.95924	0.17053	4.49891	-1.52223	-0.786056563441435	-0.63395	-0.80243	-0.85783	-0.85001	0.91127	0.25162	0.60889	-2.23005
"add"	4	-0.720897505292669	0.18077578721568	-0.0893506694047834	7.55556523119525	-0.09407	-0.09069	-0.08515	-0.0875	0.98948	0.08583	11.36474	-0.26511	-0.0415234184596721	-0.04657	-0.04497	-0.03683	-0.03772	0.91552	0.24319	0.9498	-1.79877	-0.79058272255425	-0.87108	-0.84055	-0.7163	-0.73441	0.95414	0.17917	4.00483	-1.10206
"add"	4	-0.5573869750835	0.0735889716888778	-0.0668939970540957	7.87158757500922	-0.06568	-0.07359	-0.06007	-0.06824	0.98844	0.06449	14.22363	-0.69863	-0.0306261653763202	-0.03167	-0.03536	-0.0261	-0.02937	0.94151	0.14509	6.11492	-2.75699	-0.593386420574096	-0.60449	-0.67576	-0.51361	-0.57969	0.96598	0.11064	8.82543	-1.85744
"add"	4	-0.354567968356423	0.242148283112328	-0.113702415220805	2.04355837644946	-0.00338	-0.07581	-0.15805	-0.21757	0.13206	0.43375	-4.83661	-2.17829	-0.0148211351831277	-0.00142	-0.01179	-0.02197	-0.0241	0.40097	0.36035	-2.98252	-2.41889	-0.293614924176996	-0.02514	-0.22925	-0.43282	-0.48724	0.37514	0.36803	-3.1936	-2.38709
"add"	4	-0.684716114168987	0.245151504408568	-0.0846744728184379	6.99646408929098	-0.06172	-0.10517	-0.10986	-0.06195	0.91192	0.17631	4.16584	-1.14145	-0.0355983642377083	-0.0285	-0.04683	-0.04221	-0.02486	0.82551	0.24814	0.74811	-0.64614	-0.685239150043379	-0.53422	-0.88841	-0.83409	-0.48424	0.86858	0.21535	2.16536	-0.73785
"add"	4	-0.715517463919241	0.204633274523076	-0.184976806430635	3.48181366730388	-0.17196	-0.18563	-0.21962	-0.16269	0.89897	0.2505	0.65351	-1.77101	-0.0461597782026978	-0.04868	-0.05218	-0.04577	-0.03801	0.66176	0.45836	-5.38842	-1.35865	-0.876520005873233	-0.90542	-0.97219	-0.89945	-0.72902	0.74377	0.39894	-3.99993	-1.55095
"add"	4	-0.853435722051654	0.0986213777214289	-0.255494645386173	2.04355837644946	-0.21206	-0.1854	-0.30531	-0.31921	0.6579	0.49253	-6.10729	-5.05451	-0.0440960679695418	-0.04659	-0.04112	-0.04457	-0.0441	0.97436	0.13484	6.84761	-1.72604	-0.833876821382501	-0.85712	-0.75488	-0.86245	-0.86105	0.98697	0.09612	10.2325	-2.06536
"add"	4	-0.345905275526457	0.226032184786163	-0.109509729886122	2.04355837644946	-0.01929	-0.07849	-0.19158	-0.14869	0.54131	0.18066	3.92199	-4.1561	-0.0135077116381469	-0.00334	-0.0114	-0.02215	-0.01714	0.76572	0.12911	7.28129	-1.62488	-0.269604273461266	-0.06421	-0.22369	-0.44563	-0.34489	0.74789	0.13394	6.91454	-1.85356
"add"	4	-0.692014019086491	0.0999882707837969	-0.218105033086394	2.04355837644946	-0.17703	-0.20426	-0.21088	-0.28024	0.67662	0.38833	-3.7304	-4.06744	-0.03569105671345	-0.03541	-0.04023	-0.02963	-0.03749	0.98337	0.08806	11.10817	-0.89814	-0.68247556750921	-0.66206	-0.75447	-0.57712	-0.73625	0.99093	0.06504	14.13881	-0.93089
