"model"	"n.muts"	"coes"	"sigma"	"u.mean"	"d.hat.MLE"	"u.hats.mut.1"	"u.hats.mut.2"	"u.hats.mut.3"	"u.hats.mut.4"	"R2.stick"	"sig.stick"	"lnL.stick"	"P.stick"	"s.mean"	"s.hats.mut.1"	"s.hats.mut.2"	"s.hats.mut.3"	"s.hats.mut.4"	"R2.mult"	"sig.mult"	"lnL.mult"	"P.mult"	"w.mean"	"w.hats.mut.1"	"w.hats.mut.2"	"w.hats.mut.3"	"w.hats.mut.4"	"R2.add"	"sig.add"	"lnL.add"	"P.add"
"stick"	4	0.0722466203267686	0.170080350304488	0.052319681666348	1.3464020268865	-0.02546	0.24302	0.04232	-0.0506	0.61922	0.12672	11.34984	-7.79235	0.0756688133831414	-0.03846	0.31842	0.0754	-0.05268	0.57976	0.13312	10.56098	-9.08538	0.0730136116333389	-0.03711	0.31984	0.0669	-0.05757	0.60923	0.12837	11.14267	-8.14604
"stick"	4	0.11155301053077	0.248093667731155	0.061716205546271	0.902529055794562	0.05716	0.14332	-0.04821	0.09459	-0.46778	0.26835	-0.65589	-20.42712	0.0413944587912947	0.0778	0.05022	-0.04313	0.08068	-0.56659	0.27724	-1.17711	-22.64942	0.045956170063295	0.06901	0.07292	-0.04072	0.08261	-0.52142	0.27321	-0.94303	-22.7311
"stick"	4	0.0908311345614493	0.0855481179896742	0.0728244644174652	1.12173523471752	0.07227	0.04966	0.07334	0.09603	0.34665	0.0952	15.9257	-11.09528	0.0671616670676418	0.0679	0.05516	0.0729	0.07269	0.30776	0.09799	15.46313	-13.08688	0.0736662927324555	0.07339	0.05559	0.07714	0.08853	0.33551	0.09601	15.79049	-12.20053
"stick"	4	0.122009941004217	0.0306683474918827	0.165709844651692	0.772744657382153	0.18919	0.19743	0.15014	0.12608	0.91093	0.02711	36.02147	-5.48027	0.0901304520924148	0.10765	0.10748	0.07591	0.06948	0.70923	0.04898	26.55707	-10.66364	0.102052806966841	0.12034	0.12166	0.08793	0.07828	0.82192	0.03833	30.47939	-7.20433
"stick"	4	0.148476127057802	0.183932177722454	0.252254877820325	0.650174104275077	0.32891	0.20853	0.09318	0.3784	0.36244	0.14668	9.0095	-9.62269	0.0946722174797655	0.1436	0.05358	0.0395	0.142	0.07547	0.17663	6.03639	-14.47824	0.106950161030275	0.15616	0.06323	0.05073	0.15768	0.16691	0.16767	6.86956	-13.10499
"stick"	4	0.387674871121999	0.129793160769623	0.421945414424688	0.989710052548061	0.32122	0.52924	0.47749	0.35982	0.59449	0.10608	14.19423	-3.02042	0.166525929834061	0.14882	0.21463	0.19867	0.10399	-1.96594	0.28688	-1.72423	-22.22113	0.215454625285629	0.18554	0.28039	0.25699	0.1389	-0.91389	0.23045	1.78022	-17.26758
"stick"	4	0.160676643112674	0.24077790544834	0.143359492806823	0.893255404326595	0.1714	0.06035	0.27547	0.06622	0.30447	0.17424	6.25436	-13.49341	0.0856319592233095	0.12357	0.00301	0.20419	0.01175	0.17745	0.18948	4.91242	-9.8579	0.0977273089974817	0.13344	0.01674	0.21772	0.02301	0.24612	0.1814	5.60985	-11.13332
"stick"	4	0.46264651507372	0.214922060782555	0.155780522745075	1.33872323111868	0.24305	0.15734	0.30874	-0.08601	-1.62581	0.40647	-7.29901	-17.40333	0.139843492933563	0.17144	0.1677	0.21319	0.00704	-2.68395	0.48145	-10.00777	-22.74313	0.170554541850642	0.21838	0.2011	0.274	-0.01126	-2.15334	0.44543	-8.76359	-20.47083
"stick"	4	0.488866939744912	0.00754894089186564	0.48873293439179	0.996578514818804	0.48777	0.49718	0.4851	0.48488	0.99902	0.00488	63.4638	-1.55049	0.181701331199905	0.18295	0.18474	0.17968	0.17944	-2.65271	0.29831	-2.34886	-44.26033	0.240498507332055	0.24185	0.24487	0.2377	0.23758	-1.09467	0.2259	2.09973	-81.73618
"stick"	4	0.404189334705006	0.0293455864302814	0.433302095785709	0.942085135140632	0.36267	0.46521	0.45418	0.45115	0.94442	0.03544	31.73437	-3.41133	0.169255276343582	0.15148	0.17019	0.17899	0.17636	-1.61558	0.24314	0.9231	-33.4599	0.219094016175401	0.19427	0.22233	0.23146	0.22831	-0.47901	0.18283	5.48402	-29.62234
"stick"	4	0.107474240346346	0.0826622645836323	0.218785642196728	0.385536028134221	0.38577	0.12029	0.49097	-0.12189	0.06711	0.07786	19.14173	-6.76998	0.0569805911271826	0.08001	0.03528	0.1188	-0.00617	-0.46198	0.09747	15.54762	-12.96135	0.0617276773720088	0.08931	0.03721	0.13013	-0.00974	-0.31649	0.0925	16.38621	-11.57675
"stick"	4	0.243124397250358	0.237407232751139	0.16137376582982	1.21182964712459	0.02056	0.17819	0.18944	0.2573	0.26741	0.16879	6.76297	-11.49578	0.124745403453783	0.05648	0.118	0.13398	0.19052	-0.02659	0.1998	4.06365	-13.94761	0.150913723178013	0.05423	0.15008	0.16554	0.2338	0.14682	0.18215	5.54384	-12.61435
"stick"	4	0.212744182604365	0.129140280070715	0.214957361430095	0.804845325483152	0.28135	0.39571	0.20196	-0.01919	0.31244	0.14264	9.45639	-10.34672	0.105908026590906	0.13752	0.18185	0.0787	0.02557	-0.07305	0.17819	5.89548	-15.34678	0.122256316169028	0.15644	0.21291	0.09319	0.02648	0.07371	0.16556	7.07205	-13.13653
"stick"	4	0.475229661236517	0.185230192670133	0.230248404257003	1.51120842381862	0.07042	0.30787	0.3424	0.20031	0.16019	0.21922	2.5801	-7.70295	0.179456683311481	0.14106	0.20157	0.24966	0.12554	-1.1533	0.35102	-4.95257	-17.73297	0.237827968273902	0.16307	0.28029	0.33697	0.17097	-0.43573	0.28663	-1.70995	-13.56975
"stick"	4	0.328839514998253	0.168892883521039	0.343624720168876	1.02207810844785	0.34337	0.42197	0.36334	0.24582	0.78381	0.07793	19.12878	-3.19106	0.166384730479327	0.16737	0.19451	0.18216	0.1215	-0.54403	0.20825	3.40086	-18.42431	0.213391529979237	0.21367	0.2533	0.23099	0.15561	0.12702	0.15659	7.96275	-12.3593
"stick"	4	0.483215729135554	0.203855224710423	0.309502826553908	1.35804113862535	0.34194	0.34726	0.34445	0.20436	0.40342	0.17236	6.42746	-4.4001	0.187297772591463	0.18155	0.22751	0.21272	0.12741	-1.01208	0.31654	-3.29818	-15.01502	0.253645861849804	0.25445	0.30579	0.28863	0.16571	-0.2395	0.24844	0.57753	-10.01925
"stick"	4	0.474678159772884	0.248470513208304	0.164790911333962	1.79994534244993	0.09529	0.19676	0.09689	0.27022	0.66588	0.17757	5.95112	-6.80073	0.189154247042251	0.14348	0.21181	0.07525	0.32608	0.44849	0.22814	1.94175	-11.59948	0.238483703792126	0.16596	0.27403	0.11272	0.40122	0.6039	0.19334	4.58972	-8.81508
"stick"	4	0.0527328520547599	0.0592278668191284	0.222815919352451	0.268246612035494	0.36439	0.3729	0.24544	-0.09146	0.4899	0.04605	27.54689	-10.13498	0.0420963711422117	0.06629	0.06758	0.04318	-0.00866	0.31813	0.05324	25.22512	-13.46024	0.0440668542015567	0.06944	0.07064	0.04483	-0.00865	0.34972	0.05199	25.60462	-12.59511
"stick"	4	0.0852043608669192	0.00333554821554571	0.096172570109067	0.886540700259588	0.0984	0.09728	0.09451	0.09449	0.99898	0.00209	77.01139	-4.28387	0.0681921005148126	0.06998	0.06888	0.06714	0.06676	0.92193	0.01829	42.32085	-39.96713	0.0748314270915383	0.07672	0.07563	0.07362	0.07336	0.97165	0.01102	50.42571	-29.62379
"stick"	4	0.21719021499157	0.0679592214291915	0.192233658993395	1.03576281986191	0.14543	0.18141	0.19874	0.24335	0.74584	0.0665	21.66489	-2.32858	0.123850633134127	0.09336	0.12259	0.12115	0.1583	0.34079	0.1071	14.04014	-8.85506	0.149072685017632	0.11148	0.14494	0.14922	0.19066	0.58159	0.08533	17.67689	-5.5221
"stick"	4	0.477023020549677	0.155671510263346	0.301787646696326	1.27348408725683	0.28805	0.42022	0.23656	0.26233	0.72343	0.11983	12.24392	-6.55741	0.187578759899435	0.18768	0.2485	0.12399	0.19014	-0.2597	0.25574	0.11446	-16.39514	0.246856006635857	0.24633	0.33318	0.16511	0.24279	0.28782	0.19229	4.67687	-10.34793
"stick"	4	0.336761454108637	0.10920751595404	0.16817770483937	1.67037010320577	0.18477	0.1791	0.16977	0.13908	0.71243	0.11457	12.96186	-4.55307	0.172542767544263	0.19095	0.18108	0.18887	0.12927	0.38587	0.16743	6.89192	-10.07051	0.22086976716808	0.24427	0.23283	0.23416	0.17222	0.62295	0.13119	10.79451	-6.94929
"stick"	4	0.431985200103372	0.196680671360809	0.300336735258394	1.45909748807351	0.35467	0.22533	0.20734	0.414	0.58541	0.15873	7.7458	-6.74603	0.207628086945338	0.19535	0.17381	0.17867	0.28269	-0.6994	0.32137	-3.54021	-16.87839	0.283514983754736	0.28488	0.22887	0.23148	0.38883	0.05936	0.23909	1.1915	-12.77264
"stick"	4	0.172301817371044	0.0404689842252992	0.166375451663045	1.04495311487207	0.18138	0.15525	0.1506	0.17827	0.94005	0.02942	34.71235	-4.31096	0.117394324216268	0.13076	0.10837	0.10901	0.12144	0.68455	0.06749	21.42835	-13.9661	0.138242579507356	0.15268	0.1281	0.1273	0.14489	0.8467	0.04705	27.20088	-8.06448
"stick"	4	0.112091238936409	0.0187642741948366	0.0911402843832075	1.21236991686453	0.10008	0.07572	0.08831	0.10044	0.98967	0.00906	53.5587	-5.41799	0.0873599468055701	0.09672	0.07078	0.08413	0.09781	0.91297	0.0263	36.50739	-22.26342	0.0980222971475271	0.10813	0.08034	0.09466	0.10895	0.96874	0.01576	44.69761	-13.85165
"stick"	4	0.281575904681813	0.127642335894052	0.230266259004389	1.19621987717706	0.1152	0.38589	0.1339	0.28608	0.77256	0.09316	16.2726	-2.89021	0.160426417578472	0.07181	0.28518	0.09825	0.18647	0.32248	0.16078	7.54021	-11.31208	0.19952379349325	0.09173	0.35121	0.11822	0.23693	0.59372	0.12451	11.6313	-7.47433
"stick"	4	0.25557700333884	0.00474537769332528	0.259050435936411	0.988367690293359	0.25799	0.25925	0.25749	0.26147	0.99943	0.0034	69.22991	-4.12329	0.145255251365148	0.14452	0.14469	0.1451	0.14672	0.34387	0.11548	12.83529	-50.57394	0.178657985014155	0.17778	0.17825	0.17814	0.18046	0.71229	0.07647	19.43045	-64.90665
"stick"	4	0.147718635608908	0.157047739019617	0.154567556532669	0.850706817459049	0.09348	0.22806	0.19999	0.09675	0.28144	0.12622	11.41248	-11.05399	0.0901122528122286	0.04855	0.14016	0.12029	0.05145	0.1706	0.13561	10.26485	-14.2874	0.103255563817011	0.05875	0.15686	0.13534	0.06207	0.23307	0.1304	10.8913	-12.55158
"mult"	4	0.472491486778017	0.182258204498794	0.335140780375919	4.15958785119014	0.33743	0.34563	0.37313	0.28438	-0.12296	1.01705	-21.97351	-41.34132	0.485762873052991	0.49197	0.53107	0.57376	0.34626	0.9853	0.11635	12.71578	-2.37247	0.869317101592035	0.87643	0.92064	1.01046	0.66973	0.71331	0.51388	-11.05092	-19.93025
"mult"	4	0.331996909715235	0.143806940701324	0.330141984285923	2.34217805966239	0.34415	0.32491	0.33028	0.32122	0.13703	0.48728	-10.20027	-12.20865	0.32489037823586	0.39448	0.32882	0.32077	0.25549	0.89107	0.17312	6.35739	-4.29656	0.487885243891074	0.54976	0.48352	0.48814	0.43013	0.77814	0.24707	0.66656	-3.46034
"mult"	4	0.482796582113951	0.0996304937289096	0.329947861153272	4.3551756051977	0.33664	0.32738	0.32425	0.33151	-0.14254	1.04106	-22.3469	-38.35612	0.491421281123682	0.48689	0.48332	0.47462	0.52084	0.99057	0.0946	16.02615	-2.80083	0.893599078929407	0.90374	0.88282	0.87213	0.91571	0.72106	0.5144	-11.06684	-27.11558
"mult"	4	0.0708006246830337	0.222930922172964	0.179467319105602	0.592768117588331	-0.11514	0.10092	0.45713	0.27496	0.2992	0.15658	7.96355	-11.48706	0.0846430094676342	-0.01621	0.0626	0.20685	0.08533	0.16279	0.17115	6.54075	-12.91954	0.0914998740827602	-0.01665	0.06086	0.22139	0.1004	0.21661	0.16555	7.07223	-12.92174
"mult"	4	0.28175685708411	0.151693259307649	0.325182625770137	1.96736335147463	0.32611	0.33168	0.32786	0.31507	0.33565	0.41249	-7.53423	-3.93644	0.315658228203297	0.21572	0.29031	0.41047	0.34613	0.76165	0.24707	0.66612	-10.6856	0.437805399969248	0.37149	0.42334	0.50579	0.45061	0.7141	0.2706	-0.78893	-5.43202
"mult"	4	0.0910387396346778	0.0853524866397493	0.0127680455688552	7.22414280312677	0.01251	0.01163	0.02087	0.00606	0.84721	0.03861	30.36561	-7.58499	0.0825131425518567	0.08014	0.07503	0.13933	0.03554	0.83473	0.04015	29.73735	-9.38597	0.0908437233689596	0.08891	0.08271	0.1492	0.04255	0.84697	0.03864	30.35269	-7.84231
"mult"	4	0.35813573844498	0.224927267583553	0.313004294234903	2.93501586414943	0.26314	0.35454	0.30152	0.33282	0.00789	0.65334	-14.89246	-6.85508	0.370703545252309	0.30655	0.48441	0.24644	0.44541	0.85068	0.25346	0.25747	-5.94305	0.576630329306707	0.46341	0.70578	0.49314	0.64419	0.71074	0.35278	-5.03239	-2.29791
"mult"	4	0.184697714122012	0.0191856576711871	0.303689337903923	1.17241670867754	0.3017	0.30971	0.29884	0.30451	0.41691	0.17538	6.14991	-30.53379	0.183789402541555	0.18008	0.19377	0.17653	0.18478	0.99491	0.01639	44.07706	-3.28593	0.233631900707807	0.22982	0.24359	0.22641	0.23471	0.93408	0.05897	23.58942	-21.03491
"mult"	4	0.375165290932637	0.189450150064658	0.328181245195614	2.85411169556632	0.33442	0.33543	0.30479	0.33808	0.13728	0.56034	-12.43561	-23.18819	0.366102868448226	0.4108	0.35813	0.30384	0.39165	0.9629	0.1162	12.73585	-4.58109	0.585303932706099	0.62762	0.58754	0.51013	0.61593	0.85211	0.232	1.67337	-11.83502
"mult"	4	0.0656792090274394	0.0476363640045747	0.33536708314586	0.235123731820057	0.41878	0.16232	0.38693	0.37344	0.31408	0.04395	28.29267	-9.37474	0.0437278428243892	0.03489	0.02692	0.05272	0.06039	-0.3715	0.06215	22.74948	-16.93307	0.0466145753183438	0.03935	0.02776	0.05564	0.0637	-0.25333	0.05941	23.47032	-16.17238
"mult"	4	0.319904652226251	0.0894815532956272	0.332230249570867	2.27902401690548	0.36242	0.3169	0.32682	0.32278	0.19132	0.44708	-8.82257	-32.76431	0.321728772374327	0.36902	0.289	0.32637	0.30253	0.9878	0.0549	24.73178	-2.84177	0.480220511232537	0.5423	0.44485	0.47654	0.45719	0.85686	0.1881	5.02977	-14.42393
"mult"	4	0.30587088780012	0.179950132733211	0.301386801661653	2.25304165461129	0.30704	0.35566	0.32221	0.22063	0.09304	0.42538	-8.0266	-8.60714	0.283937974286033	0.30301	0.3746	0.30072	0.15743	0.86615	0.16341	7.2807	-1.30433	0.421965038024453	0.44222	0.5391	0.45272	0.25383	0.79737	0.20106	3.9632	-2.8404
"mult"	4	0.33876830667723	0.120053995691705	0.320347647162831	2.69246816975706	0.32231	0.30446	0.31583	0.33879	0.04197	0.57229	-12.77327	-25.90092	0.353898491495682	0.35839	0.32095	0.32694	0.40932	0.98162	0.07927	18.85618	-2.10808	0.545911543721512	0.54841	0.50482	0.52255	0.60786	0.79126	0.26713	-0.58282	-16.97597
"mult"	4	0.288989515521098	0.169208509614691	0.31065627059665	1.97769668483412	0.30599	0.31153	0.27855	0.34655	0.20743	0.36999	-5.79444	-5.40133	0.26972905243025	0.24617	0.31589	0.21221	0.30465	0.85177	0.16001	7.61769	-3.55297	0.3860766320341	0.36245	0.42489	0.32012	0.43685	0.79625	0.18759	5.07253	-2.20326
"mult"	4	0.101692685170565	0.114084319153335	0.277872289443616	0.717331081728726	0.31743	0.20012	0.19492	0.39901	0.34876	0.13782	10.0057	-2.07269	0.118142558882919	0.11545	0.10355	0.06769	0.18588	0.67953	0.09668	15.67833	-5.79516	0.136865017533147	0.14187	0.11266	0.08127	0.21166	0.64828	0.10129	14.93401	-4.30425
"mult"	4	0.395033083239105	0.0732661328511313	0.326409621665811	3.07692853924874	0.33531	0.31964	0.32963	0.32106	0.06921	0.62992	-14.30833	-32.21106	0.385474859178695	0.40692	0.37489	0.38858	0.3715	0.99398	0.05064	26.02557	-1.47179	0.628337833957558	0.6549	0.61361	0.63507	0.60977	0.83389	0.26611	-0.5213	-28.30553
"mult"	4	0.172680464503355	0.241259512433317	0.29454610119539	1.30866250148057	0.33966	0.32614	0.39486	0.11752	0.00859	0.36636	-5.63671	-3.96563	0.210816044057298	0.15158	0.20476	0.35416	0.13276	0.51132	0.25721	0.02273	-5.58095	0.263106103338187	0.24322	0.2595	0.40161	0.14809	0.43813	0.2758	-1.09383	-3.95378
"mult"	4	0.0704316150629893	0.197331080096774	0.0445918016415034	1.70401493009953	0.01363	-0.02265	0.02151	0.16588	0.24753	0.17064	6.58787	-12.83039	0.0667668485855084	0.02155	-0.03319	0.03373	0.24497	0.2204	0.17369	6.30453	-11.55234	0.0719151935047447	0.02301	-0.03516	0.03612	0.26369	0.24126	0.17135	6.52148	-12.03997
"mult"	4	0.45158317538444	0.137028667493723	0.338551008606492	3.753641600057	0.32335	0.34543	0.35002	0.33541	-0.0487	0.90584	-20.12077	-27.63712	0.466713874834293	0.40961	0.44764	0.5337	0.4759	0.95817	0.18091	5.65269	-3.35874	0.800323021123443	0.72954	0.80639	0.8627	0.80266	0.71823	0.46954	-9.60698	-11.39479
"mult"	4	0.396765177859925	0.221196486148983	0.159693278075382	5.06505573600083	0.17716	0.14036	0.1503	0.17096	0.55624	0.49144	-10.33626	-5.77091	0.411854565822776	0.45632	0.30219	0.44039	0.44851	0.89273	0.24162	1.02343	-4.52763	0.664345730722612	0.7394	0.55286	0.65431	0.71082	0.74678	0.37123	-5.84803	-3.8082
"mult"	4	0.253445147152524	0.236767244641669	0.0554751590587303	7.32969998081764	0.04274	0.04277	0.07234	0.06405	0.76354	0.20588	3.58424	-3.93978	0.266320437867554	0.2021	0.22599	0.35204	0.28515	0.67392	0.24177	1.01311	-8.27179	0.377181774222156	0.28867	0.29543	0.49363	0.431	0.77059	0.20279	3.82637	-4.53472
"mult"	4	0.23568329984555	0.114124713407364	0.2925090836999	1.69620478151221	0.30793	0.28405	0.3046	0.27345	-0.00381	0.35494	-5.13033	-9.73128	0.232574882851421	0.27723	0.25745	0.22764	0.16798	0.82863	0.14665	9.01177	-3.39464	0.31593989799465	0.35647	0.32821	0.32086	0.25822	0.69762	0.19481	4.46873	-3.49232
"mult"	4	0.412163795344532	0.219066585297696	0.335174619452606	3.18393326483194	0.37947	0.30281	0.33761	0.32082	0.09638	0.69231	-15.81952	-10.6233	0.406017703128206	0.51737	0.34717	0.46916	0.29037	0.875	0.25749	0.00535	-5.80814	0.665297334435131	0.80382	0.58599	0.70865	0.56273	0.76593	0.35235	-5.01312	-3.29195
"mult"	4	0.343932875199243	0.187697621120606	0.32960062309255	2.46851555838401	0.27288	0.3481	0.34369	0.35373	0.41068	0.38908	-6.59959	-12.52247	0.331242025779485	0.25964	0.34925	0.35318	0.3629	0.89855	0.16143	7.4757	-9.20918	0.509724757304501	0.40354	0.54091	0.53847	0.55597	0.93739	0.12682	11.33642	-2.30878
"mult"	4	0.450470499007497	0.0574819609173574	0.326860709912059	3.86868121314626	0.3224	0.31774	0.32993	0.33738	-0.06453	0.86586	-19.39854	-39.68725	0.449779702977805	0.44642	0.42136	0.46049	0.47085	0.9991	0.0252	37.19142	-4.07915	0.786950389685802	0.77563	0.75027	0.80027	0.82163	0.7744	0.3986	-6.98626	-53.61757
"mult"	4	0.108270701044239	0.0671242183889262	0.0534826605431062	2.25839348616684	0.03521	0.05743	0.05418	0.06711	0.78448	0.05418	24.94373	-3.08172	0.0972530114913616	0.06005	0.1095	0.09475	0.12471	0.78936	0.05357	25.12669	-4.30579	0.111697028633252	0.07166	0.12211	0.11161	0.14141	0.79948	0.05226	25.52048	-3.51059
"mult"	4	0.416996114654467	0.216946218861267	0.330479648638065	3.67238957276177	0.31894	0.35989	0.33574	0.30735	-0.04368	0.83167	-18.75394	-21.38315	0.438273817949074	0.41772	0.52296	0.46635	0.34607	0.96828	0.145	9.19365	-2.15565	0.755719957570702	0.71371	0.87053	0.78511	0.65353	0.76026	0.3986	-6.98626	-10.2582
"mult"	4	0.0934060706174932	0.00372787180822343	0.26327346063445	0.573113122899011	0.26843	0.26604	0.25915	0.25948	0.67095	0.05778	23.91589	-37.41292	0.0935249561476276	0.09568	0.09498	0.09164	0.0918	0.99941	0.00244	74.55276	-2.16088	0.10575399006084	0.1081	0.1073	0.10371	0.10389	0.97976	0.01433	46.22604	-27.39675
"mult"	4	0.38638608509209	0.221630994812585	0.344451569074759	2.98222587800589	0.31714	0.41851	0.32717	0.31498	0.25229	0.62892	-14.28288	-8.48095	0.409653373319138	0.38135	0.56674	0.33071	0.35981	0.90062	0.22929	1.86131	-6.2081	0.651862206566425	0.58809	0.86085	0.59399	0.56452	0.80993	0.31709	-3.32575	-0.69468
"mult"	4	0.321997435437515	0.131976319593377	0.321234710882292	2.4783382031007	0.32248	0.32526	0.31065	0.32655	0.11203	0.50894	-10.89618	-19.99033	0.33586508169333	0.33684	0.33887	0.33573	0.33202	0.97369	0.0876	17.25605	-2.4957	0.506240721590475	0.51189	0.51322	0.49094	0.50891	0.81021	0.23529	1.44802	-9.14511
"mult"	4	0.47764118098421	0.0505300251534209	0.324654158438538	4.26098341055167	0.31392	0.31905	0.33726	0.32838	-0.11626	0.97391	-21.27995	-35.92376	0.474611215057312	0.45612	0.45597	0.50394	0.48241	0.99737	0.04728	27.12356	-2.07939	0.857381486772033	0.82308	0.82985	0.90567	0.87092	0.75558	0.45572	-9.12909	-39.76566
"mult"	4	0.352081404603086	0.0746145469602197	0.321463800833305	2.74595608590508	0.32546	0.34012	0.33286	0.28742	0.04727	0.57061	-12.72615	-28.94339	0.354391561914077	0.35819	0.37813	0.38138	0.29986	0.99025	0.05772	23.93237	-1.99879	0.554745693203658	0.56141	0.59311	0.58594	0.47853	0.81269	0.25301	0.28641	-22.06561
"mult"	4	0.362805601384025	0.0689811672200449	0.323503874595939	2.81876166509284	0.32616	0.32514	0.31606	0.32665	0.09596	0.56465	-12.55815	-29.192	0.361838158468279	0.36109	0.36894	0.35138	0.36594	0.99396	0.04615	27.51152	-1.50233	0.572668777640203	0.57695	0.5777	0.55546	0.58056	0.84171	0.23627	1.38133	-24.3244
"mult"	4	0.132743955927435	0.0864011397352442	0.257344440708687	0.789302199197968	0.22341	0.25353	0.3123	0.24013	0.57797	0.08652	17.45573	-5.28329	0.115677042750096	0.10177	0.11512	0.14447	0.10135	0.83937	0.05338	25.18318	-2.75396	0.136659813160918	0.11862	0.13512	0.17084	0.12207	0.86798	0.04839	26.75273	-2.28609
"mult"	4	0.467324872338213	0.0337763495044783	0.327731596488164	4.11970484306594	0.32929	0.32301	0.33006	0.32856	-0.08869	0.94336	-20.77004	-40.54976	0.471562875028841	0.46988	0.45855	0.48167	0.47616	0.99945	0.02113	40.00734	-2.81074	0.840535286493593	0.84386	0.82124	0.85196	0.84508	0.75778	0.44497	-8.74691	-59.80164
"mult"	4	0.485520948644262	0.204059297393542	0.333312040056865	4.27662303575325	0.34774	0.33686	0.35623	0.29242	-0.0486	0.96952	-21.2078	-25.73618	0.483363754931639	0.53492	0.42825	0.55979	0.4105	0.96684	0.17241	6.42286	-5.66354	0.881061848791336	0.94515	0.84743	0.97774	0.75392	0.77211	0.45198	-8.99717	-14.1735
"mult"	4	0.111783641739748	0.0895781420986168	0.251472012806958	0.798836913652993	0.19246	0.2807	0.22099	0.31174	0.07227	0.15922	7.69676	-9.95753	0.118878479135822	0.07153	0.15266	0.08956	0.16176	0.74044	0.08422	17.8866	-2.95404	0.138150254738979	0.08943	0.17	0.1091	0.18408	0.6297	0.10059	15.0441	-4.64093
"mult"	4	0.27544595884392	0.111691495869309	0.299250541164981	2.01026334919769	0.30245	0.30384	0.31145	0.27926	-0.04613	0.43071	-8.22607	-10.49043	0.268359998987392	0.26027	0.30582	0.30443	0.20292	0.86686	0.15366	8.26554	-3.16411	0.381014404743368	0.37614	0.40979	0.41515	0.32298	0.70137	0.23013	1.80305	-4.45822
"mult"	4	0.217867567273788	0.0829882274265401	0.294741518769451	1.4657806943892	0.2764	0.34022	0.27235	0.28999	0.29691	0.25671	0.05409	-6.73166	0.215511011578691	0.17319	0.27985	0.21495	0.19406	0.88589	0.10342	14.60068	-4.27015	0.281948869376366	0.24306	0.3507	0.26899	0.26505	0.81453	0.13185	10.71494	-3.60194
"mult"	4	0.248653469490819	0.0762764274259098	0.324839917090077	1.70056536971171	0.31253	0.33118	0.33436	0.3213	0.17761	0.32787	-3.86077	-17.07546	0.253410023846229	0.24208	0.24888	0.26327	0.25942	0.95532	0.07642	19.44028	-0.95259	0.352380206073494	0.33633	0.35279	0.36655	0.35386	0.83104	0.14861	8.79952	-4.99496
"mult"	4	0.442393651325256	0.181576809904072	0.342608609227421	3.32016424918589	0.33809	0.32675	0.35554	0.35005	0.03032	0.74127	-16.91278	-22.11899	0.419853109764396	0.33606	0.42058	0.46417	0.4586	0.94204	0.18122	5.62546	-5.31279	0.707881611738777	0.64333	0.68461	0.75587	0.74772	0.77883	0.35402	-5.08869	-8.16778
"mult"	4	0.1304594991263	0.185716088162735	0.277124608595778	1.09212356006308	0.28694	0.19404	0.34728	0.28024	0.01999	0.25314	0.27809	-1.80796	0.160930421747836	0.17071	0.12172	0.20199	0.14931	0.70019	0.14001	9.75337	-2.46193	0.198512722451671	0.2059	0.14506	0.25493	0.18816	0.58372	0.16498	7.12766	-1.82803
"mult"	4	0.372712482872885	0.135359528765548	0.330122126418461	3.01312993919277	0.35123	0.31144	0.28862	0.3692	0.05031	0.68105	-15.55699	-15.50489	0.394784472996872	0.42209	0.29709	0.38143	0.47853	0.92998	0.18492	5.30232	-4.93847	0.627338484381663	0.67133	0.53221	0.5685	0.73731	0.75642	0.34491	-4.6713	-5.79842
"mult"	4	0.335863856633659	0.0170369299594313	0.325693259964165	2.50033490975444	0.32639	0.32915	0.32322	0.32402	0.12987	0.49803	-10.54949	-38.64118	0.337401718063514	0.33716	0.34677	0.32965	0.33603	0.99935	0.01362	47.03681	-4.16998	0.515073350175786	0.51607	0.52503	0.507	0.51219	0.84574	0.2097	3.29045	-53.80344
"mult"	4	0.139418044756167	0.172689889732283	0.144972952020429	1.73833843253212	0.25104	0.15319	0.10957	0.06608	0.37227	0.25211	0.34329	-1.76327	0.177186346777624	0.36348	0.18757	0.08714	0.07055	0.58188	0.20576	3.59404	-5.71021	0.210925657445352	0.39673	0.22519	0.13539	0.0864	0.50722	0.22337	2.27966	-3.47502
"mult"	4	0.423708094819449	0.0601785266771913	0.325580181844828	3.46835499883164	0.32741	0.32576	0.32846	0.3207	-0.02246	0.75386	-17.18217	-30.68774	0.416925011323069	0.42962	0.41351	0.42288	0.40169	0.99179	0.06753	21.41958	-0.69463	0.704217543079021	0.71342	0.6995	0.7169	0.68705	0.7901	0.34157	-4.51555	-21.61053
"mult"	4	0.324012335785665	0.148763395671267	0.206540785637744	3.22703017104647	0.22567	0.20478	0.2032	0.19252	0.42985	0.42553	-8.03236	-5.15508	0.333460159168604	0.35901	0.33101	0.28168	0.36214	0.83821	0.22668	2.04436	-3.48756	0.50753317620482	0.54894	0.50334	0.47383	0.50401	0.71232	0.30227	-2.55987	-3.84954
